Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
"Selling, General & Admin","6,983,000","7,874,000","6,999,000","7,757,000","6,525,000","2,375,000",Upgrade,Financials in CAD,Fiscal year is April - March
Research & Development,"11,362,000","10,800,000","9,304,000","14,716,000","10,870,000","5,870,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Expenses,"18,345,000","18,674,000","16,303,000","22,473,000","17,395,000","8,245,000",Upgrade,Financials in CAD,Fiscal year is April - March
Operating Income,"-18,345,000","-18,674,000","-16,303,000","-22,473,000","-17,395,000","-8,245,000",Upgrade,Financials in CAD,Fiscal year is April - March
Interest & Investment Income,"1,218,000","1,198,000","914,000","69,000","314,000","7,000",Upgrade,Financials in CAD,Fiscal year is April - March
Currency Exchange Gain (Loss),"-141,000","-70,000","1,646,000","-173,000","-208,000","-39,000",Upgrade,Financials in CAD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-9,414,000","-7,920,000","3,695,000",-,-,-,Upgrade,Financials in CAD,Fiscal year is April - March
EBT Excluding Unusual Items,"-26,682,000","-25,466,000","-10,048,000","-22,577,000","-17,289,000","-8,277,000",Upgrade,Financials in CAD,Fiscal year is April - March
Pretax Income,"-26,682,000","-25,466,000","-10,048,000","-22,577,000","-17,289,000","-8,277,000",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income,"-26,682,000","-25,466,000","-10,048,000","-22,577,000","-17,289,000","-8,277,000",Upgrade,Financials in CAD,Fiscal year is April - March
Net Income to Common,"-26,682,000","-25,466,000","-10,048,000","-22,577,000","-17,289,000","-8,277,000",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Basic),"72,438,207","69,637,469","64,736,493","54,286,671","49,661,776","31,899,640",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Outstanding (Diluted),"72,438,207","69,637,469","64,736,493","54,286,671","49,661,776","31,899,640",Upgrade,Financials in CAD,Fiscal year is April - March
Shares Change (YoY),4.042%,7.571%,19.249%,9.313%,55.681%,24.249%,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Basic),-0.368,-0.366,-0.155,-0.416,-0.348,-0.259,Upgrade,Financials in CAD,Fiscal year is April - March
EPS (Diluted),-0.368,-0.366,-0.155,-0.416,-0.348,-0.259,Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow,"-16,845,000","-16,260,000","-12,657,000","-23,584,000","-15,311,000","-5,415,000",Upgrade,Financials in CAD,Fiscal year is April - March
Free Cash Flow Per Share,-0.233,-0.233,-0.196,-0.434,-0.308,-0.170,Upgrade,Financials in CAD,Fiscal year is April - March
EBITDA,"-18,332,000","-18,670,000","-16,299,000","-22,435,000","-17,355,000","-8,237,000",Upgrade,Financials in CAD,Fiscal year is April - March
D&A For EBITDA,"13,000","4,000","4,000","38,000","40,000","8,000",Upgrade,Financials in CAD,Fiscal year is April - March
EBIT,"-18,345,000","-18,674,000","-16,303,000","-22,473,000","-17,395,000","-8,245,000",Upgrade,Financials in CAD,Fiscal year is April - March
