Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"59,366","59,065","59,065","59,065","59,366","59,065","59,065","59,065","59,366","58,717","58,369","59,065","59,714","56,631","27,425","27,425","27,726","27,425","27,425","27,425",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),0%,0%,0%,0%,0%,0.593%,1.192%,0%,-0.583%,3.683%,112.831%,115.369%,115.372%,106.494%,0%,0%,0%,0%,0%,0%,Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"59,366","59,065","59,065","59,065","59,366","59,065","59,065","59,065","59,366","58,717","58,369","59,065","59,714","56,631","27,425","27,425","27,726","27,425","27,425","27,425",Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","112,212","134,531","120,002","134,319","83,115","99,219","101,460","427,418","92,876","86,566","70,498","49,794","165,728","84,868","39,886","44,778","43,703","43,749","63,935","154,644",Upgrade,Financials in USD,Fiscal year is October - September
Research & Development,"33,524","32,500","40,133","47,528","35,337","45,001","36,446","95,513","64,269","31,061","64,365","115,693","20,811","14,254",512,"1,127","2,932",12,"2,823","7,519",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"145,736","167,031","160,135","181,847","118,452","144,220","137,906","522,931","157,145","117,627","134,863","165,487","186,539","99,122","40,398","45,905","46,635","43,761","66,758","162,163",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-86,370","-107,966","-101,070","-122,782","-59,086","-85,155","-78,841","-463,866","-97,779","-58,910","-76,494","-106,422","-126,825","-42,491","-12,973","-18,480","-18,909","-16,336","-39,333","-134,738",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-36,016","-21,893","-21,402","-22,131","-15,941","-14,063","-12,085","-17,359","-35,186","-52,602","-64,538","-57,461","-121,936","-59,983","-75,179","-109,929","-164,511","-218,946","-270,487","-288,978",Upgrade,Financials in USD,Fiscal year is October - September
Interest & Investment Income,-,-,-,-,-,-,-,-,56,133,131,135,134,96,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
