Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters,,
Operating Revenue,-,"32,855","150,562","181,535","184,739","128,974","95,664","76,012","61,809",-,"-61,673","37,215","160,785","73,952","72,151","124,985",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,-,"32,855","150,562","181,535","184,739","128,974","95,664","76,012","61,809",-,"-61,673","37,215","160,785","73,952","72,151","124,985",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-74.526%,57.386%,138.824%,198.887%,-,-,104.251%,-61.558%,-,-,-70.224%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,"11,604","55,765","64,003","211,676","75,458","27,791","15,503","11,025",-,"-88,065","18,356","119,221",-,"32,578","25,714",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,"21,251","94,797","117,532","-26,937","53,516","67,873","60,509","50,784",-,"26,392","18,859","41,564","73,952","39,573","99,271",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,114,162","908,435","7,476,718","4,186,082","3,714,597","1,159,098","1,078,572","1,103,451","2,394,469","1,850,252","1,853,412","1,467,390","1,488,245","1,708,686","1,429,568","1,057,229","213,853","250,312","798,132","-46,071",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"312,333","321,867","387,115","492,235","691,393","605,997","680,840","708,220","1,371,470","1,218,296","803,963","241,748","244,686","391,504","687,734",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,589,360","1,393,343","8,142,863","4,974,742","4,777,045","2,186,399","2,211,530","2,293,549","4,652,542","3,995,341","2,967,392","1,774,637","1,954,303","2,884,503","2,867,852","2,164,314","434,911","471,370","243,499","508,562",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,589,360","-1,372,092","-8,048,066","-4,857,210","-4,803,982","-2,132,883","-2,143,657","-2,233,040","-4,601,758","-3,995,341","-2,941,000","-1,755,778","-1,912,739","-2,810,551","-2,828,279","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,938,416","-2,079,618","-7,942,267","-7,293,254","-13,424,169","-13,068","-1,141,019","-810,387","-529,385","-298,082","-43,381","-70,221","-4,189",-,"-45,450",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-212,000","-2,667,212","19,484,913","-16,244,811","714,000","-408,633","3,732,132","1,490,789","-1,792,841","-1,831,462","-1,867,233","194,000","278,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,739,776","-6,118,922","3,494,580","-28,395,275","-17,514,151","-2,554,584","447,456","-1,552,638","-6,923,984","-6,124,885","-4,851,614","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-14,244,375",-,-,-,"-24,350,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"667,200","-107,370","984,134","-4,054,994","-3,062,251",-,"338,181",-,-,-,"-663,522",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,072,576","-6,226,292","-9,765,661","-32,450,269","-20,576,402","-2,554,584","-23,564,363","-1,552,638","-6,923,984","-6,124,885","-5,515,136","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-4,072,576","-6,226,292","-9,765,661","-32,450,269","-20,576,402","-2,554,584","-23,564,363","-1,552,638","-6,923,984","-6,124,885","-5,515,136","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-4,072,576","-6,226,292","-9,765,661","-32,450,269","-20,576,402","-2,554,584","-23,564,363","-1,552,638","-6,923,984","-6,124,885","-5,515,136","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,072,576","-6,226,292","-9,765,661","-32,450,269","-20,576,402","-2,554,584","-23,564,363","-1,552,638","-6,923,984","-6,124,885","-5,515,136","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,072,576","-6,226,292","-9,765,661","-32,450,269","-20,576,402","-2,554,584","-23,564,363","-1,552,638","-6,923,984","-6,124,885","-5,515,136","-1,631,999","-1,638,928","-2,810,551","-2,873,729","-2,065,043","-434,911","-471,370","-243,499","-508,562",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"131,793,088","131,793,088","52,079,835","45,812,412","43,187,439","40,757,524","40,621,606","40,828,188","40,828,188","40,628,188","36,381,888","35,928,188","35,928,188","35,928,188","36,011,941","29,288,226","20,027,062","19,887,021","19,985,377","19,858,939",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"131,793,088","131,793,088","52,079,835","45,812,412","43,187,439","40,757,524","40,621,606","40,828,188","40,828,188","40,628,188","36,381,888","35,928,188","35,928,188","35,928,188","36,011,941","29,288,226","20,027,062","19,887,021","19,985,377","19,858,939",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),205.165%,223.359%,28.207%,12.208%,5.778%,0.318%,11.653%,13.638%,13.638%,13.082%,1.027%,22.671%,79.398%,80.661%,80.191%,47.481%,1.332%,0.743%,-14.526%,1703.597%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.031,-0.047,-0.188,-0.708,-0.476,-0.063,-0.580,-0.038,-0.170,-0.151,-0.152,-0.045,-0.046,-0.078,-0.080,-0.071,-0.022,-0.024,-0.012,-0.026,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.031,-0.047,-0.190,-0.708,-0.480,-0.063,-0.583,-0.038,-0.170,-0.151,-0.152,-0.045,-0.046,-0.078,-0.080,-0.071,-0.022,-0.024,-0.013,-0.030,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-732,904","-808,951","-1,213,948","-1,152,874","-1,197,857","-1,120,156","-1,586,112","-2,210,361","-2,741,931","-4,313,744","-1,474,057","-1,337,435","-910,573","-2,065,030","-2,275,531","-761,759","-186,516",-30,"13,090","-4,382",Upgrade,Financials in USD,Fiscal year is January - December
