Fiscal Year,TTM,FY 2021,FY 2020,FY 2013,FY 2012,FY 2011,2010 - 2007,Currency,Fiscal_Year_period
Period Ending,"Dec '21 Dec 31, 2021","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '13 Dec 31, 2013","Dec '12 Dec 31, 2012","Dec '11 Dec 31, 2011",2010 - 2007,,
Revenue,"119,567","119,567","167,191","989,835","1,365,753","706,941",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-91.245%,-28.485%,-83.109%,-27.525%,93.192%,194.948%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"40,090","40,090","45,770","320,794","563,453","457,344",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"79,477","79,477","121,421","669,041","802,300","249,597",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","256,962","256,962","175,801","479,855","576,834",-,Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,086","2,086","1,603",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"279,048","279,048","197,404","479,855","576,834",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-199,571","-199,571","-75,983","189,186","225,466","249,597",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-87,671","-87,671",-,-,"-17,411",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"1,841","3,585","3,845",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-2,605","-2,605","-3,757",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-289,847","-289,847","-79,740","191,027","211,640","253,442",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"70,000","80,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-289,847","-289,847","-79,740","121,027","131,640","253,442",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"1,083","1,083",615,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-288,764","-288,764","-79,125","121,027","131,640","253,442",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-288,764","-288,764","-79,125","121,027","131,640","253,442",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-8.062%,-48.059%,424.812%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"58,101,111","58,101,111","58,040,500","24,800,000","24,047,541","23,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"83,101,211","83,101,211","79,930,000","24,800,000","24,800,000","23,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),235.086%,3.967%,222.298%,-,7.826%,4.368%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.005,-0.005,-0.001,0.005,0.005,0.011,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.005,-0.005,-0.001,0.005,0.005,0.011,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-7.925%,-51.901%,402.921%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-161,628","-161,628","-57,251","76,971","-29,260",-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.002,-0.002,-0.001,0.003,-0.001,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,66.471%,66.471%,72.624%,67.591%,58.744%,35.307%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-166.911%,-166.911%,-45.447%,19.113%,16.509%,35.307%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-241.508%,-241.508%,-47.326%,12.227%,9.639%,35.851%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-135.178%,-135.178%,-34.243%,7.776%,-2.142%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-179,571","-179,571","-55,983","189,538","225,818",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-150.184%,-150.184%,-33.484%,19.148%,16.534%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"20,000","20,000","20,000",352,352,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-199,571","-199,571","-75,983","189,186","225,466","249,597",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-166.911%,-166.911%,-45.447%,19.113%,16.509%,35.307%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,36.644%,37.800%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"989,835","1,365,753","710,787",Upgrade,Financials in USD,Fiscal year is January - December
