Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2015,,
Revenue,"883,654","1,063,105","2,906,425","6,225,848","7,291,908","2,079,981",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-47.941%,-63.422%,-53.317%,-14.620%,250.576%,86.600%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,338,719","2,446,271","4,108,133","3,268,249","3,831,194","1,203,667",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,455,065","-1,383,166","-1,201,708","2,957,599","3,460,714","876,314",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,444,723","4,081,321","6,125,366","10,420,569","14,590,155","5,282,744",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,444,723","4,081,321","6,125,366","10,420,569","14,590,155","5,282,744",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,899,788","-5,464,487","-7,327,074","-7,462,970","-11,129,441","-4,406,430",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-881,048","-485,732","-152,295","-129,569","-18,167","-28,468",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"-3,500",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,780,836","-5,950,219","-7,482,869","-7,592,539","-11,147,608","-4,434,898",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"28,655","-6,670","-287,274",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"812,981","702,406",-,-,"598,915",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,752,181","-5,143,908","-7,067,737","-7,592,539","-11,147,608","-3,835,983",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,752,181","-5,143,908","-7,067,737","-7,592,539","-11,147,608","-3,835,983",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"400,000","400,000","195,830",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-6,152,181","-5,543,908","-7,263,567","-7,592,539","-11,147,608","-3,835,983",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"53,716,440","41,625,331","43,377,832","42,586,651","34,712,692","19,744,350",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"53,716,440","41,625,331","43,377,862","42,586,651","34,712,692","19,744,350",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),29.062%,-4.040%,1.858%,22.683%,75.811%,34.596%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.115,-0.133,-0.167,-0.178,-0.321,-0.194,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.115,-0.133,-0.170,-0.180,-0.321,-0.194,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,644,654","-3,902,290","-4,836,081","-3,057,113","-13,655,592","-4,763,203",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.031,-0.094,-0.111,-0.072,-0.393,-0.241,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-164.665%,-130.106%,-41.347%,47.505%,47.460%,42.131%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-554.492%,-514.012%,-252.099%,-119.871%,-152.627%,-211.850%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-696.221%,-521.483%,-249.914%,-121.952%,-152.876%,-184.424%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-186.120%,-367.065%,-166.393%,-49.104%,-187.270%,-229.002%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-4,640,070","-5,005,415","-6,828,074","-6,955,239","-10,724,819","-4,132,236",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-234.930%,-111.716%,-147.078%,-198.667%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"259,718","459,072","499,000","507,731","404,622","274,194",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-4,899,788","-5,464,487","-7,327,074","-7,462,970","-11,129,441","-4,406,430",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-252.099%,-119.871%,-152.627%,-211.850%,Upgrade,Financials in USD,Fiscal year is January - December
