Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","4,353,000","5,033,000","6,044,000","4,587,000","3,249,000","1,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"24,683,000","20,614,000","10,312,000","5,423,000","2,505,000","2,349,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"29,036,000","25,647,000","16,356,000","10,010,000","5,754,000","4,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-29,036,000","-25,647,000","-16,356,000","-10,010,000","-5,754,000","-4,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-636,000","-317,000","-288,000","-12,000","-17,000","-2,194,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"9,000","123,000","14,000","1,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"825,000",-,"-682,000","-602,000","605,000","-99,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-8,000","-8,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-28,846,000","-25,849,000","-17,312,000","-10,623,000","-5,166,000","-6,615,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"775,000","400,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"103,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-28,071,000","-25,449,000","-35,049,000","-10,623,000","-5,063,000","-6,615,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-158,000","-186,000","-116,000","-488,000","-295,000","-415,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-27,913,000","-25,263,000","-34,933,000","-10,135,000","-4,768,000","-6,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"9,140,000","9,140,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-37,053,000","-34,403,000","-34,933,000","-10,135,000","-4,768,000","-6,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,277,086","108,691",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,277,086","108,691",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-11.307,-316.521,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-11.307,-316.521,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-15,573,000","-25,249,000","-15,276,000","-7,245,000","-3,854,000","-2,739,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.752,-232.301,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-29,036,000","-25,647,000","-16,356,000","-10,010,000","-5,754,000","-4,322,000",Upgrade,Financials in USD,Fiscal year is January - December
