Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020","Nov '19 Nov 30, 2019",+20 Quarters,,
Revenue,"2,057,044",-,"6,831,528","4,725,290","4,769,386",-,"7,400,105","6,233,801","6,834,916","4,137,896","4,862,069","5,770,612","5,382,931","4,878,269","5,514,735","7,186,169","5,684,847","6,926,311","5,307,155","3,947,018",Upgrade,Financials in CAD,Fiscal year is December - November
Revenue Growth (YoY),-56.870%,-,-7.683%,-24.199%,-30.220%,-,52.201%,8.027%,26.974%,-15.177%,-11.835%,-19.698%,-5.311%,-29.569%,3.911%,82.066%,49.381%,73.408%,15.537%,-26.990%,Upgrade,Financials in CAD,Fiscal year is December - November
Cost of Revenue,"1,410,869",-,"3,403,560","3,983,195","2,134,994",-,"3,898,376","4,619,785","3,810,449","4,622,963","4,055,665","5,526,514","4,890,701","4,980,033","5,685,046","7,262,459","5,267,869","6,382,776","4,732,821","4,895,730",Upgrade,Financials in CAD,Fiscal year is December - November
Gross Profit,"646,175",-,"3,427,968","742,095","2,634,392",-,"3,501,729","1,614,016","3,024,467","-485,067","806,404","244,098","492,230","-101,764","-170,311","-76,290","416,978","543,535","574,334","-948,712",Upgrade,Financials in CAD,Fiscal year is December - November
"Selling, General & Admin","1,274,627",-,"3,233,989","5,613,351","2,972,485",-,"4,502,592","6,555,924","4,063,170","4,087,740","4,084,648","5,390,360","5,431,156","4,765,825","5,296,954","5,840,586","5,489,406","5,396,158","6,397,562","6,176,024",Upgrade,Financials in CAD,Fiscal year is December - November
Research & Development,-,-,-,-,-,-,"11,112","11,684","11,779","17,324","89,266","84,907","99,408","196,190","250,894","370,050","337,658","470,987","511,269","393,361",Upgrade,Financials in CAD,Fiscal year is December - November
Operating Expenses,"1,834,305",-,"3,515,597","5,167,275","3,195,227",-,"4,632,968","6,270,576","4,512,279","4,397,173","4,901,189","6,297,048","5,980,376","5,738,057","6,564,746","6,882,120","6,703,075","6,516,203","7,670,923","6,133,053",Upgrade,Financials in CAD,Fiscal year is December - November
Operating Income,"-1,188,130",-,"-87,629","-4,425,180","-560,835",-,"-1,131,239","-4,656,560","-1,487,812","-4,882,240","-4,094,785","-6,052,950","-5,488,146","-5,839,821","-6,735,057","-6,958,410","-6,286,097","-5,972,668","-7,096,589","-7,081,765",Upgrade,Financials in CAD,Fiscal year is December - November
Interest Expense,"-3,066",-,"-10,579","-15,852","-2,169",-,"-3,466","-51,927",-,-,-,"-17,747","-33,942","-21,004","-22,325",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is December - November
Interest & Investment Income,"12,413",-,-,-,-,-,-,-,"12,181","13,802","23,489",-,-,-,-,"251,908",-,-,"163,056","1,227,545",Upgrade,Financials in CAD,Fiscal year is December - November
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-140,408","-189,244","-40,923",Upgrade,Financials in CAD,Fiscal year is December - November
Currency Exchange Gain (Loss),"-34,737",-,"18,686","-16,742","-9,770",-,"-6,302","62,410","-4,930","-25,302","-17,508","-63,622","9,925","-37,665","-39,128","-242,121","-1,737,576","621,578","336,931","-140,734",Upgrade,Financials in CAD,Fiscal year is December - November
Other Non Operating Income (Expenses),"107,246",-,-835,"40,604",-,-,"-44,629","-539,416","-615,433","-7,207","1,305","2,436,682","60,199","8,951","-108,097","161,673","235,487","118,052","-2,983","-1,068,044",Upgrade,Financials in CAD,Fiscal year is December - November
EBT Excluding Unusual Items,"-1,106,274",-,"-80,357","-4,417,170","-572,774",-,"-1,185,636","-5,185,493","-2,095,994","-4,900,947","-4,087,499","-3,697,637","-5,451,964","-5,889,539","-6,904,607","-6,786,950","-7,788,186","-5,373,446","-6,788,829","-7,103,921",Upgrade,Financials in CAD,Fiscal year is December - November
Merger & Restructuring Charges,"-50,000",-,"-91,000",-,-,-,"-53,333","-78,333",-,-,-,"113,676",-,-,-,"-1,188,000",-,"1,300,000",-,"-2,420,925",Upgrade,Financials in CAD,Fiscal year is December - November
Impairment of Goodwill,-,-,-,"-250,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-11,035,363",Upgrade,Financials in CAD,Fiscal year is December - November
Gain (Loss) on Sale of Investments,"-102,448",-,"29,751",-,"2,322",-,"4,643","-370,067","120,687","70,124","107,274","-3,433","-91,950","-122,600","-368,311","574,300",-,"-437,860","-578,267","-2,918,318",Upgrade,Financials in CAD,Fiscal year is December - November
Asset Writedown,-,-,-,"-1,700,000",-,-,-,"-2,500,000",-,-,-,-,-,-,-,-,-,-,-,"-1,524,839",Upgrade,Financials in CAD,Fiscal year is December - November
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"835,630",Upgrade,Financials in CAD,Fiscal year is December - November
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,210,007",-,"-322,887",-,"-5,647,813",Upgrade,Financials in CAD,Fiscal year is December - November
