Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"4,984,433","4,984,433","4,686,659","4,842,433","4,719,672","4,334,088",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),6.354%,6.354%,-3.217%,2.601%,8.897%,3.410%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"1,092,998","1,092,998","1,117,072","1,356,612","1,330,979","1,134,675",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"3,891,435","3,891,435","3,569,587","3,485,821","3,388,693","3,199,413",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","4,123,140","4,123,140","3,666,968","3,723,036","3,162,019","3,046,397",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"4,123,140","4,123,140","3,666,968","3,723,036","3,162,019","3,046,397",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-231,705","-231,705","-97,381","-237,215","226,674","153,016",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,-,-,-,-,"-2,172",-,Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"24,641","24,641","11,816","1,804","1,232","1,746",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"36,022","36,022","20,191",-,-,"10,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-171,042","-171,042","-65,374","-235,411","225,734","164,762",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,"-1,214","-1,214",-,-,"304,887","-4,697",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,974,974,-,-,"203,172",-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-171,282","-171,282","-65,374","-235,411","733,793","160,065",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"169,858","169,858","-15,129","-25,621","39,444","48,407",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-341,140","-341,140","-50,245","-209,790","694,349","111,658",Upgrade,Financials in USD,Fiscal year is July - June
Preferred Dividends & Other Adjustments,"-28,178","-28,178","16,710","16,710","16,710","16,710",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-312,962","-312,962","-66,955","-226,500","677,639","94,948",Upgrade,Financials in USD,Fiscal year is July - June
Net Income Growth,-,-,-,-,521.853%,310.145%,Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"8,120,388","8,120,388","8,087,388","8,087,388","8,087,388","8,087,388",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"8,120,388","8,120,388","8,087,388","8,087,388","8,319,624","8,319,488",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),0.408%,0.408%,-,-2.791%,0.002%,-,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.039,-0.039,-0.008,-0.028,0.084,0.012,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.040,-0.040,-0.010,-0.030,0.080,0.010,Upgrade,Financials in USD,Fiscal year is July - June
EPS Growth,-,-,-,-,700.000%,711.030%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-125,163","-125,163","-34,672","-466,126","214,334","175,728",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.015,-0.015,-0.004,-0.058,0.026,0.021,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,78.072%,78.072%,76.165%,71.985%,71.799%,73.820%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-4.649%,-4.649%,-2.078%,-4.899%,4.803%,3.531%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-6.279%,-6.279%,-1.429%,-4.677%,14.358%,2.191%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-2.511%,-2.511%,-0.740%,-9.626%,4.541%,4.055%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-150,004","-150,004","-44,564","-198,998","270,005","206,968",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-3.009%,-3.009%,-0.951%,-4.109%,5.721%,4.775%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"81,701","81,701","52,817","38,217","43,331","53,952",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-231,705","-231,705","-97,381","-237,215","226,674","153,016",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-4.649%,-4.649%,-2.078%,-4.899%,4.803%,3.531%,Upgrade,Financials in USD,Fiscal year is July - June
Effective Tax Rate,-,-,-,-,5.375%,30.242%,Upgrade,Financials in USD,Fiscal year is July - June
Advertising Expenses,"597,000","597,000","536,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
