Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,033,541","2,155,744","6,685,519","4,603,829","1,709,669","2,305,503",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-57.727%,-67.755%,45.216%,169.282%,-25.844%,244.824%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,376,846","1,797,047","4,071,144","1,611,730","278,062","598,584",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-343,305","358,697","2,614,375","2,992,099","1,431,607","1,706,919",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,029,040","4,748,810","12,615,221","9,641,209","8,968,408","6,494,962",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"3,096,330","3,096,330","4,167,301","3,616,897",-,"949,644",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"7,125,370","7,845,140","16,782,522","13,258,106","8,968,408","7,599,326",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-7,468,675","-7,486,443","-14,168,147","-10,266,007","-7,536,801","-5,892,407",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,574,733","-2,510,811","-902,130","-2,102,193","-934,683","-8,793",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"2,524",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"22,880","269,386","146,895","2,991","-404,116",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-10,020,528","-9,727,868","-14,923,382","-12,365,209","-8,875,600","-5,898,676",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-3,142,769",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-95,144",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"196,889",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,258,441","-9,727,868","-14,923,382","-12,168,320","-8,875,600","-5,898,676",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"9,596",793,"1,075","3,304","2,084",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,258,441","-9,737,464","-14,924,175","-12,169,395","-8,878,904","-5,900,760",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,258,441","-9,737,464","-14,924,175","-12,169,395","-8,878,904","-5,900,760",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,466,427","12,590,147","3,570,087","1,343,219","235,649","137,235",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,466,427","12,590,147","3,570,087","1,343,219","235,649","137,235",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),608.907%,252.657%,165.786%,470.008%,71.712%,45.692%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.285,-0.773,-4.180,-9.060,-37.679,-42.997,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.285,-0.773,-4.180,-9.060,-37.679,-42.997,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"246,464","-1,319,495","-3,947,424","-8,005,995","-1,997,310","-3,518,823",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.005,-0.105,-1.106,-5.960,-8.476,-25.641,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-33.216%,16.639%,39.105%,64.992%,83.736%,74.037%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-722.630%,-347.279%,-211.923%,-222.988%,-440.834%,-255.580%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1282.817%,-451.699%,-223.231%,-264.332%,-519.335%,-255.942%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,23.847%,-61.208%,-59.044%,-173.899%,-116.824%,-152.627%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-6,775,034","-6,086,494","-12,733,180","-9,723,662","-6,753,503","-5,660,535",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-282.338%,-190.459%,-211.208%,-,-245.523%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"693,641","1,399,949","1,434,967","542,345","783,298","231,872",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-7,468,675","-7,486,443","-14,168,147","-10,266,007","-7,536,801","-5,892,407",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-211.923%,-222.988%,-,-255.580%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,033,541","2,155,744","6,685,519","4,603,829","1,709,669","2,305,503",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,-,"333,441",Upgrade,Financials in USD,Fiscal year is January - December
