Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"5,091,000","5,091,000","8,429,000","1,719,000","1,337,000","1,253,000",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),-39.601%,-39.601%,390.343%,28.571%,6.704%,98.574%,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"6,375,000","6,375,000","4,370,000","6,371,000","8,928,000","5,012,000",Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"-1,284,000","-1,284,000","4,059,000","-4,652,000","-7,591,000","-3,759,000",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","5,751,000","5,751,000","5,736,000","6,085,000","6,493,000","5,997,000",Upgrade,Financials in AUD,Fiscal year is July - June
Other Operating Expenses,"649,000","649,000","748,000","1,119,000","995,000","1,228,000",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"7,291,000","7,291,000","7,449,000","8,314,000","8,660,000","8,318,000",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"-8,575,000","-8,575,000","-3,390,000","-12,966,000","-16,251,000","-12,077,000",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,"134,000","134,000","122,000","18,000","34,000","216,000",Upgrade,Financials in AUD,Fiscal year is July - June
Other Non Operating Income (Expenses),"2,873,000","2,873,000","3,377,000","3,366,000","3,421,000","2,476,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBT Excluding Unusual Items,"-5,568,000","-5,568,000","109,000","-9,582,000","-12,796,000","-9,385,000",Upgrade,Financials in AUD,Fiscal year is July - June
Asset Writedown,-,-,"-321,000",-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"364,000",-,Upgrade,Financials in AUD,Fiscal year is July - June
Pretax Income,"-5,568,000","-5,568,000","-212,000","-9,582,000","-12,432,000","-9,385,000",Upgrade,Financials in AUD,Fiscal year is July - June
Income Tax Expense,"232,000","232,000","552,000","252,000","197,000","86,000",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income,"-5,800,000","-5,800,000","-764,000","-9,834,000","-12,629,000","-9,471,000",Upgrade,Financials in AUD,Fiscal year is July - June
Net Income to Common,"-5,800,000","-5,800,000","-764,000","-9,834,000","-12,629,000","-9,471,000",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Basic),"289,499,999","289,499,999","286,461,099","283,881,613","219,726,077","167,768,974",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Outstanding (Diluted),"289,499,999","289,499,999","286,461,099","283,881,613","219,726,077","167,768,974",Upgrade,Financials in AUD,Fiscal year is July - June
Shares Change (YoY),1.061%,1.061%,0.909%,29.198%,30.969%,0.715%,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Basic),-0.020,-0.020,-0.003,-0.035,-0.057,-0.056,Upgrade,Financials in AUD,Fiscal year is July - June
EPS (Diluted),-0.020,-0.020,-0.003,-0.035,-0.057,-0.056,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow,"-4,579,000","-4,579,000","584,000","-9,284,000","-11,516,000","-8,791,000",Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Per Share,-0.016,-0.016,0.002,-0.033,-0.052,-0.052,Upgrade,Financials in AUD,Fiscal year is July - June
Gross Margin,-25.221%,-25.221%,48.155%,-270.622%,-,-300.000%,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Margin,-168.434%,-168.434%,-40.218%,-754.276%,-1215.482%,-963.847%,Upgrade,Financials in AUD,Fiscal year is July - June
Profit Margin,-113.927%,-113.927%,-9.064%,-572.077%,-944.577%,-755.866%,Upgrade,Financials in AUD,Fiscal year is July - June
Free Cash Flow Margin,-89.943%,-89.943%,6.928%,-540.081%,-861.331%,-701.596%,Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA,"-8,336,000","-8,336,000","-3,130,000","-12,613,000","-15,927,000","-11,677,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBITDA Margin,-163.740%,-163.740%,-37.134%,-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
D&A For EBITDA,"239,000","239,000","260,000","353,000","324,000","400,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT,"-8,575,000","-8,575,000","-3,390,000","-12,966,000","-16,251,000","-12,077,000",Upgrade,Financials in AUD,Fiscal year is July - June
EBIT Margin,-168.434%,-168.434%,-40.218%,-,-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Revenue as Reported,"8,098,000","8,098,000","11,928,000","5,103,000","5,156,000","3,945,000",Upgrade,Financials in AUD,Fiscal year is July - June
