Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"1,009,589,000","839,529,000","625,698,000","490,096,000","390,846,000","273,354,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),42.714%,34.175%,27.668%,25.394%,42.982%,18.326%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"468,098,000","429,976,000","321,615,000","207,578,000","134,953,000","93,064,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"541,491,000","409,553,000","304,083,000","282,518,000","255,893,000","180,290,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","417,331,000","387,739,000","350,811,000","302,477,000","197,682,000","125,614,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"461,880,000","432,827,000","390,096,000","358,401,000","263,401,000","186,022,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"885,485,000","825,344,000","742,059,000","661,806,000","460,439,000","311,636,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-343,994,000","-415,791,000","-437,976,000","-379,288,000","-204,546,000","-131,346,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-29,273,000","-27,510,000","-13,269,000","-2,378,000","-1,418,000","-781,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"91,049,000","73,186,000","13,218,000","6,552,000","8,005,000","8,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,"-599,000","-308,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"62,111,000",-,-,-,-,"3,623,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-11,494,000","-15,087,000","-955,000","-3,520,000","-85,768,000","7,582,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-231,601,000","-385,202,000","-438,982,000","-378,634,000","-284,326,000","-112,880,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-1,168,000","-1,168,000","-11,477,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-31,174,000","45,882,000","18,769,000","-138,729,000","2,426,000","-810,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-47,971,000","-10,491,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-311,914,000","-350,979,000","-431,690,000","-517,363,000","-281,900,000","-113,690,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"13,081,000","4,142,000","-3,719,000","964,000","-477,000","3,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-324,995,000","-355,121,000","-427,971,000","-518,327,000","-281,423,000","-117,516,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"147,984,000","259,644,000","201,120,000","159,615,000","76,478,000","20,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-177,011,000","-95,477,000","-226,851,000","-358,712,000","-204,945,000","-96,912,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-177,011,000","-95,477,000","-226,851,000","-358,712,000","-204,945,000","-96,912,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,114,218,666","2,109,365,328","2,097,134,700","2,030,597,579","1,900,787,442","1,853,927,485",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,114,218,666","2,109,365,328","2,097,134,700","2,030,597,579","1,900,787,442","1,853,927,485",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.430%,0.583%,3.277%,6.829%,2.528%,0.778%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.084,-0.045,-0.108,-0.177,-0.108,-0.052,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.084,-0.045,-0.108,-0.177,-0.108,-0.052,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-273,145,000","-539,357,000","-336,405,000","-269,834,000","-272,972,000","-140,326,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.129,-0.256,-0.160,-0.133,-0.144,-0.076,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.635%,48.784%,48.599%,57.645%,65.472%,65.955%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-34.073%,-49.527%,-69.998%,-77.391%,-52.334%,-48.050%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-17.533%,-11.373%,-36.256%,-73.192%,-52.436%,-35.453%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-27.055%,-64.245%,-53.765%,-55.057%,-69.841%,-51.335%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-282,219,000","-358,518,000","-388,897,000","-341,569,000","-174,708,000","-112,362,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-27.954%,-42.705%,-62.154%,-69.694%,-44.700%,-41.105%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"61,775,000","57,273,000","49,079,000","37,719,000","29,838,000","18,984,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-343,994,000","-415,791,000","-437,976,000","-379,288,000","-204,546,000","-131,346,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-34.073%,-49.527%,-69.998%,-77.391%,-52.334%,-48.050%,Upgrade,Financials in USD,Fiscal year is January - December
