Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+20 Quarters,,
Revenue,"583,000","731,000","543,000","712,000","686,000","652,000","451,000","428,000","512,000","467,000","436,000","496,000","360,000","428,000","308,000","343,000","257,000","2,142,000","146,000","22,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-15.015%,12.117%,20.399%,66.355%,33.984%,39.615%,3.440%,-13.710%,42.222%,9.112%,41.558%,44.606%,40.078%,-80.019%,110.959%,-98.441%,-,-,-,266.667%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,949,000","6,294,000","7,290,000","8,092,000","9,209,000","9,383,000","8,688,000","7,331,000","8,265,000","8,483,000","7,442,000","6,411,000","6,342,000","7,604,000","8,383,000","7,283,000","6,231,000","12,527,000","4,788,000","5,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-6,366,000","-5,563,000","-6,747,000","-7,380,000","-8,523,000","-8,731,000","-8,237,000","-6,903,000","-7,753,000","-8,016,000","-7,006,000","-5,915,000","-5,982,000","-7,176,000","-8,075,000","-6,940,000","-5,974,000","-10,385,000","-4,642,000","16,621,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,754,000","5,944,000","2,791,000","3,501,000","3,495,000","3,676,000","3,263,000","3,847,000","3,498,000","3,566,000","3,227,000","2,930,000","2,937,000","3,324,000","3,479,000","3,641,000","3,771,000","3,398,000","3,813,000","3,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,754,000","5,944,000","2,791,000","3,501,000","3,495,000","3,676,000","3,263,000","3,847,000","3,498,000","3,566,000","3,227,000","2,930,000","2,937,000","3,324,000","3,479,000","3,641,000","3,771,000","3,398,000","3,813,000","3,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-10,120,000","-11,507,000","-9,538,000","-10,881,000","-12,018,000","-12,407,000","-11,500,000","-10,750,000","-11,251,000","-11,582,000","-10,233,000","-8,845,000","-8,919,000","-10,500,000","-11,554,000","-10,581,000","-9,745,000","-13,783,000","-8,455,000","13,179,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-45,000","-45,000","-45,000","-45,000","-45,000","-45,000","-151,000","-45,000","-45,000","-45,000","-643,000","-626,000","-604,000","-572,000","-38,000","-1,135,000","-1,087,000","-304,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"209,000","507,000","353,000","209,000","77,000","16,000",-,"82,000","27,000",-,"277,000",-,"50,000","186,000","210,000","299,000","318,000","289,000","235,000","202,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-9,956,000","-11,045,000","-9,230,000","-10,717,000","-11,986,000","-12,436,000","-11,651,000","-10,713,000","-11,269,000","-11,627,000","-10,599,000","-9,471,000","-9,473,000","-10,886,000","-11,382,000","-11,417,000","-10,514,000","-13,798,000","-8,220,000","13,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,"-2,000",-,"-63,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,956,000","-11,045,000","-9,230,000","-10,717,000","-11,986,000","-12,436,000","-11,651,000","-10,713,000","-11,269,000","-11,629,000","-10,599,000","-9,534,000","-9,473,000","-10,886,000","-11,382,000","-11,417,000","-10,514,000","-13,798,000","-8,220,000","13,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-54,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,956,000","-11,045,000","-9,230,000","-10,717,000","-11,986,000","-12,436,000","-11,651,000","-10,713,000","-11,269,000","-11,629,000","-10,599,000","-9,534,000","-9,473,000","-10,886,000","-11,382,000","-11,417,000","-10,514,000","-13,744,000","-8,220,000","13,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"231,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,956,000","-11,045,000","-9,230,000","-10,717,000","-11,986,000","-12,436,000","-11,651,000","-10,713,000","-11,269,000","-11,629,000","-10,599,000","-9,534,000","-9,473,000","-10,886,000","-11,382,000","-11,417,000","-10,514,000","-13,744,000","-8,220,000","13,150,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"89,885,492","89,413,486","89,357,516","89,392,079","89,161,777","89,155,311","89,088,751","88,766,912","88,661,934","75,728,176","64,116,411","60,506,373","57,442,332","57,343,608","57,037,475","57,028,970","56,942,033","56,924,914","56,888,591","56,851,811",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"89,885,492","89,413,486","89,357,516","89,392,079","89,161,777","89,155,311","89,088,751","88,766,912","88,661,934","75,728,176","64,116,411","60,506,373","57,442,332","57,343,608","57,037,475","57,028,970","56,942,033","56,924,914","56,888,591","57,638,660",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.812%,0.290%,0.302%,0.704%,0.564%,17.731%,38.948%,46.707%,54.349%,32.060%,12.411%,6.098%,0.879%,0.736%,0.262%,-1.058%,1.742%,9.717%,12.158%,13.830%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.111,-0.124,-0.103,-0.120,-0.134,-0.139,-0.131,-0.121,-0.127,-0.154,-0.165,-0.158,-0.165,-0.190,-0.200,-0.200,-0.185,-0.241,-0.144,0.231,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.111,-0.124,-0.106,-0.120,-0.134,-0.139,-0.132,-0.121,-0.130,-0.154,-0.169,-0.158,-0.165,-0.190,-0.200,-0.200,-0.185,-0.241,-0.144,0.228,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,007,000","-12,576,000","-8,900,000","-9,401,000","-10,595,000","-13,552,000","-9,718,000","-7,873,000","-9,568,000","-13,470,000","-8,509,000","-7,883,000","-7,595,000","-11,795,000","-9,642,000","-11,155,000","-7,352,000","-15,708,000","16,358,000","-6,991,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.089,-0.141,-0.100,-0.105,-0.119,-0.152,-0.109,-0.089,-0.108,-0.178,-0.133,-0.130,-0.132,-0.206,-0.169,-0.196,-0.129,-0.276,0.288,-0.121,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75.550%,Upgrade,Financials in USD,Fiscal year is January - December
