Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters,,
Revenue,"4,496,000","4,160,000","3,603,000","4,839,000","5,112,000","2,458,000","5,809,000","181,000","6,371,000","6,034,000","4,251,000","3,570,000","1,712,000","1,857,000","1,105,000","168,000","278,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-12.050%,69.243%,-37.976%,2573.481%,-19.761%,-59.264%,36.650%,-94.930%,272.138%,224.933%,284.706%,2025.000%,515.827%,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"869,000","769,000","684,000","954,000","1,889,000","2,293,000","1,376,000","384,000","1,680,000","1,285,000","1,066,000","1,755,000","955,000","839,000","506,000","151,000","317,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"3,627,000","3,391,000","2,919,000","3,885,000","3,223,000","165,000","4,433,000","-203,000","4,691,000","4,749,000","3,185,000","1,815,000","757,000","1,018,000","599,000","17,000","-39,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,434,000","4,511,000","5,170,000","5,883,000","6,162,000","7,158,000","7,538,000","10,161,000","18,245,000","21,509,000","21,809,000","30,686,000","35,540,000","33,781,000","38,353,000","30,062,000","22,018,000","19,837,000","15,047,000","9,506,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"332,000","269,000","593,000","1,382,000","613,000","343,000","474,000","1,688,000","5,170,000","7,659,000","10,305,000","8,547,000","8,586,000","8,379,000","7,118,000","5,806,000","4,099,000","2,535,000","4,197,000","3,366,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"6,067,000","4,780,000","5,763,000","7,265,000","6,775,000","7,501,000","8,012,000","11,849,000","23,415,000","29,168,000","32,114,000","39,233,000","44,126,000","42,160,000","45,471,000","35,868,000","26,117,000","22,372,000","19,244,000","12,872,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,440,000","-1,389,000","-2,844,000","-3,380,000","-3,552,000","-7,336,000","-3,579,000","-12,052,000","-18,724,000","-24,419,000","-28,929,000","-37,418,000","-43,369,000","-41,142,000","-44,872,000","-35,851,000","-26,156,000","-22,372,000","-19,244,000","-12,872,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-2,628,000",-,-,-,"-2,087,000",-,-,-,"-1,232,000","-1,200,000","-1,200,000","-1,100,000","-1,082,000","-700,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,000","6,000","4,000","3,000","2,000","8,000","18,000","30,000","50,000","4,000","1,000","1,000","3,000","4,000","7,000","17,000","21,000","29,000","102,000","120,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"207,000","2,742,000","-3,089,000","3,891,000","-5,771,000","-1,227,000","1,210,000","5,781,000","132,680,000","-101,545,000","-2,957,000","-12,899,000","-29,495,000","8,924,000","-187,000","-3,680,000","-3,062,000","-30,323,000","-4,000","35,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,230,000","1,359,000","-5,929,000","-2,114,000","-9,321,000","-8,555,000","-2,351,000","-8,328,000","114,006,000","-125,960,000","-31,885,000","-51,548,000","-74,061,000","-33,414,000","-46,152,000","-40,596,000","-29,897,000","-52,666,000","-19,146,000","-12,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-143,000",-,"1,120,000",-,"75,337,000",-,-,-,"-24,487,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,373,000","1,359,000","-4,809,000","-2,114,000","66,016,000","-8,555,000","-2,351,000","-8,328,000","89,519,000","-125,960,000","-31,885,000","-51,548,000","-74,061,000","-33,414,000","-46,152,000","-40,596,000","-29,897,000","-52,666,000","-19,146,000","-12,717,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-8,000","8,000",-,-,"11,000","3,000","3,000","8,000","13,000","20,000","3,000","6,000",-,"12,000","-1,000","2,000","2,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
