Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"13,145,264","12,267,385","11,181,988","9,661,942","9,364,896","8,955,204",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),7.127%,9.707%,15.732%,3.172%,4.575%,-13.633%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,848,555","4,888,409","4,891,927","3,924,142","3,904,869","4,289,490",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"8,296,709","7,378,976","6,290,061","5,737,800","5,460,027","4,665,714",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,995,561","7,577,921","6,959,242","6,146,878","5,656,202","4,960,636",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"658,670","577,354","533,716","271,714","219,498","263,375",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"-440,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,654,231","8,155,275","7,492,958","5,978,592","5,875,700","5,224,011",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-357,522","-776,299","-1,202,897","-240,792","-415,673","-558,297",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-328,933","-331,780","-613,943","-791,532","-781,837","-541,274",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"127,691","78,890","9,502",111,"3,192","13,090",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"212,464","160,173","312,598","243,253","190,926","91,945",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-346,300","-869,016","-1,494,740","-788,960","-1,003,392","-994,536",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"1,797,978",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"3,446,100","-206,454",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-346,300","-869,016","303,238","-788,960","2,442,708","-1,200,990",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-346,300","-869,016","303,238","-788,960","2,442,708","-1,200,990",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"-113,387","-240,057","-321,974",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-346,300","-869,016","303,238","-902,347","2,202,651","-1,522,964",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-346,300","-869,016","303,238","-902,347","2,202,651","-1,522,964",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"521,350,503","517,777,847","510,794,145","477,723,996","423,091,174","418,077,055",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"521,350,503","517,777,847","510,794,145","477,723,996","431,208,535","418,077,055",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.929%,1.367%,6.922%,10.787%,3.141%,1.704%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.001,-0.002,0.001,-0.002,0.005,-0.004,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.001,-0.002,0.001,-0.002,0.005,-0.004,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"587,423","433,531","-1,617,733","-367,388","1,141,881","-261,659",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.001,0.001,-0.003,-0.001,0.003,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,63.116%,60.151%,56.252%,59.386%,58.303%,52.100%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2.720%,-6.328%,-10.757%,-2.492%,-4.439%,-6.234%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2.634%,-7.084%,2.712%,-9.339%,23.520%,-17.006%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,4.469%,3.534%,-14.467%,-3.802%,12.193%,-2.922%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"97,745","-373,079","-778,409","383,748","-74,018","-251,437",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,0.744%,-3.041%,-6.961%,3.972%,-0.790%,-2.808%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"455,267","403,220","424,488","624,540","341,655","306,860",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-357,522","-776,299","-1,202,897","-240,792","-415,673","-558,297",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-2.720%,-6.328%,-10.757%,-2.492%,-4.439%,-6.234%,Upgrade,Financials in USD,Fiscal year is January - December
