Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,"2,569,000","2,593,000","1,858,000","1,719,000","3,049,000","22,146,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),15.877%,39.559%,8.086%,-43.621%,-86.232%,269.100%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"28,525,000","33,974,000","32,767,000","27,798,000","34,424,000","19,827,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-25,956,000","-31,381,000","-30,909,000","-26,079,000","-31,375,000","2,319,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,390,000","13,463,000","14,174,000","12,418,000","14,289,000","14,248,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,390,000","13,463,000","14,174,000","12,418,000","14,289,000","14,248,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-40,346,000","-44,844,000","-45,083,000","-38,497,000","-45,664,000","-11,929,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-180,000","-180,000","-180,000","-2,445,000","-2,563,000","-93,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,278,000","655,000","1,000","450,000","1,116,000","769,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-39,248,000","-44,369,000","-45,262,000","-40,492,000","-47,111,000","-11,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-1,700,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-40,948,000","-44,369,000","-45,262,000","-40,492,000","-47,111,000","-11,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"-54,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,948,000","-44,369,000","-45,262,000","-40,492,000","-47,057,000","-11,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-40,948,000","-44,369,000","-45,262,000","-40,492,000","-47,057,000","-11,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"89,493,901","89,247,785","85,597,264","59,857,860","56,983,652","55,411,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"89,493,901","89,247,785","85,597,264","59,857,860","56,983,652","55,411,370",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.486%,4.265%,43.001%,5.044%,2.837%,9.595%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.458,-0.497,-0.529,-0.676,-0.826,-0.203,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.460,-0.500,-0.530,-0.680,-0.826,-0.203,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-38,884,000","-42,448,000","-40,629,000","-35,782,000","-43,857,000","-4,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.434,-0.476,-0.475,-0.598,-0.770,-0.085,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,10.471%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1570.494%,-1729.425%,-2426.426%,-2239.500%,-1497.671%,-53.865%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1593.928%,-1711.107%,-2436.060%,-2355.556%,-1543.358%,-50.813%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1513.585%,-1637.023%,-2186.706%,-2081.559%,-1438.406%,-21.286%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-39,918,000","-44,386,000","-44,603,000","-38,014,000","-45,445,000","-11,738,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-53.003%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"428,000","458,000","480,000","483,000","219,000","191,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-40,346,000","-44,844,000","-45,083,000","-38,497,000","-45,664,000","-11,929,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-53.865%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"3,049,000","22,146,000",Upgrade,Financials in USD,Fiscal year is January - December
