Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"32,159,070","31,088,254","22,877,471","22,968,823","24,788,239","25,832,711","24,915,396","24,844,535","25,623,217","28,412,230","25,694,395","29,881,385","32,952,254","32,843,588","23,816,208","20,139,944","22,797,338","10,760,996","16,793,002","16,540,324",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),29.735%,20.345%,-8.179%,-7.550%,-3.259%,-9.079%,-3.032%,-16.856%,-22.241%,-13.492%,7.886%,48.369%,44.544%,205.210%,41.822%,21.763%,36.536%,-34.868%,21.371%,99.770%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"15,463,050","15,251,527","12,392,992","11,983,657","13,715,307","13,950,477","14,032,585","14,154,194","15,064,315","14,587,723","12,793,391","13,657,582","15,208,926","13,837,469","10,781,481","11,548,279","10,325,630","6,007,607","7,512,503","7,449,988",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"16,696,020","15,836,727","10,484,479","10,985,166","11,072,932","11,882,234","10,882,811","10,690,341","10,558,902","13,824,507","12,901,004","16,223,803","17,743,328","19,006,119","13,034,727","8,591,665","12,471,708","4,753,389","9,280,499","9,090,336",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","17,665,413","14,840,959","12,090,470","10,965,198","13,456,804","13,398,257","13,075,383","15,661,822","12,972,179","13,677,539","13,332,800","18,223,407","22,458,606","18,577,060","9,247,091","10,866,047","7,758,563","6,431,993","7,779,945","8,775,727",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"20,020,465","16,986,007","14,149,493","12,958,013","15,422,411","15,384,835","15,310,847","18,016,906","14,950,582","15,641,476","15,372,852","20,232,938","23,835,127","19,561,467","10,211,687","11,437,107","8,835,337","7,472,058","8,766,953","9,676,005",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-3,324,445","-1,149,280","-3,665,014","-1,972,847","-4,349,479","-3,502,601","-4,428,036","-7,326,565","-4,391,680","-1,816,969","-2,471,848","-4,009,135","-6,091,799","-555,348","2,823,040","-2,845,442","3,636,371","-2,718,669","513,546","-585,669",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-679,921",-,-,-,"-4,423",-,-,-,-,"-6,996","-9,544","-7,158",-,"-438,687","-572,265","-281,005","-404,332",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"30,263","84,580","24,562",-,"10,834","32,544","116,351",-,"121,285","45,258","26,992","6,714",-,-,-,"1,269,747",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,066","-6,945","-3,097","-2,665",203,"4,229","1,887","-2,528","-1,834","74,543","-95,709","-143,274","79,688","896,630","829,635","398,524",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"376,717","-557,479","113,749","-3,149,041","98,861","1,712,598","-1,837,264","-9,972,375","239,208","2,549,727","2,474,274","2,851,315","6,675,253","-2,940,116","-6,381,299","-17,114,545","174,145","4,111","71,956","75,046",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,920,531","-1,629,124","-3,529,800","-5,804,474","-4,239,581","-1,753,230","-6,147,062","-17,305,891","-4,033,021","852,559","-66,291","-1,294,380","656,146","-2,608,378","-2,735,782","-18,291,716","3,371,829","-3,286,823","304,497","-914,955",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,"1,238,379",-,-,"-1,238,379",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-25,802,688",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,"509,392",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-2,393,087",-,"-7,197,418","-39,649,448",-,-,"-6,947,778",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,920,531","-4,022,211","-3,529,800","-13,001,892","-43,889,029","-1,753,230","-6,147,062","-48,308,586","-4,033,021","852,559","-1,304,670","-1,294,380","656,146","-2,608,378","-2,735,782","-18,291,716","3,371,829","-3,286,823","304,497","-914,955",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"4,490,659","4,050,935","2,343,969","3,972,304","2,365,207","2,862,857","2,333,087","881,012","2,222,504","2,892,084","2,756,762","3,845,750","3,397,821","2,956,340","3,278,647","1,680,805","3,010,880","701,272","1,713,559","1,662,213",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-7,411,190","-8,073,146","-5,873,769","-16,974,196","-46,254,236","-4,616,087","-8,480,149","-49,189,598","-6,255,525","-2,039,525","-4,061,432","-5,140,130","-2,741,675","-5,564,718","-6,014,429","-19,972,521","360,949","-3,988,095","-1,409,062","-2,577,168",Upgrade,Financials in USD,Fiscal year is January - December
