Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"79,020","27,650",-,-,"20,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"52,937","16,040",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"26,083","11,610",-,-,"20,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","10,484,229","5,897,594","6,491,704","6,694,619","4,820,762","6,045,317",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,203,917","1,377,028","2,240,270","1,950,500","3,754,913","2,307,033",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,688,146","7,274,622","8,731,974","8,645,119","8,575,675","8,352,350",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-13,662,063","-7,263,012","-8,731,974","-8,645,119","-8,555,675","-8,352,350",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-6,142","-490,379",-,"-233,282","-550,054","-3,157,816",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-23,793","-23,793","-13,319",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-13,691,998","-7,777,184","-8,745,293","-8,878,401","-9,105,729","-11,510,166",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"122,520",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-13,691,998","-7,777,184","-8,745,293","-8,755,881","-9,105,729","-11,510,166",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,691,998","-7,777,184","-8,745,293","-8,755,881","-9,105,729","-11,510,166",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,691,998","-7,777,184","-8,745,293","-8,755,881","-9,105,729","-11,510,166",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,762,963","1,690,009","1,569,943","1,271,512","846,212","575,826",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,762,963","1,690,009","1,569,943","1,271,512","846,212","575,826",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),72.617%,7.648%,23.471%,50.259%,46.956%,76.410%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.956,-4.602,-5.570,-6.886,-10.761,-19.989,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.956,-4.602,-5.570,-6.886,-10.761,-19.989,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-4,123,521","-5,799,893","-7,102,612","-6,803,333","-2,588,415","-3,707,297",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.492,-3.432,-4.524,-5.351,-3.059,-6.438,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,33.008%,41.989%,-,-,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-17289.374%,-26267.675%,-,-,-42778.375%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-17327.256%,-28127.248%,-,-,-45528.645%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5218.326%,-20976.105%,-,-,-12942.075%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-13,662,063","-7,263,012","-8,731,974","-8,645,119","-8,555,675","-8,352,350",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"79,020","27,650",-,-,"20,000",-,Upgrade,Financials in USD,Fiscal year is January - December
