Fiscal Year,TTM,FY 2023,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2018,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2018,,
Operating Revenue,"12,972,331","7,397,331","6,807,000",-,"10,306,000","6,676,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,-,"3,124,000","5,515,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"12,972,331","7,397,331","6,807,000",-,"13,430,000","12,191,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),82.812%,8.672%,-,-,10.163%,150.483%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"15,913,665","7,570,665","4,401,000",-,"53,656,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,941,333","-173,333","2,406,000",-,"-40,226,000","12,191,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,440,329","16,709,329","16,921,000","8,737,000","7,293,000","13,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"16,386,995","18,467,995","18,436,000","8,737,000","21,364,000","19,572,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,328,329","-18,641,329","-16,030,000","-8,737,000","-61,590,000","-7,381,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-16,266,996","-14,551,996","-17,222,000","-5,716,000","-28,000","-36,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"601,667","-229,333","-1,037,000","-1,269,000","-37,917,000","-6,155,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-543,666","-1,842,666","10,004,000","1,009,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,853,333","1,641,333","671,000","-426,000","-29,884,000","1,376,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-33,683,992","-33,623,992","-23,614,000","-15,139,000","-129,419,000","-12,196,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-6,953,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-64,866,650","-64,866,650","-138,937,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,593,332","-5,229,332","-2,418,000","-34,813,000","-15,982,000","-28,421,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"890,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"16,014,000",-,"-16,014,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-5,342,000","-1,976,000","-1,192,000","-3,082,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-157,843,974","-105,695,974","-182,175,000","-52,144,000","-152,354,000","-40,617,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-36,187,662","-20,570,662","-2,916,000","-9,939,000","-18,474,000","-51,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-121,656,312","-85,125,312","-179,259,000","-42,205,000","-133,880,000","-40,566,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-121,656,312","-85,125,312","-179,259,000","-42,205,000","-133,880,000","-40,566,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"131,449,175","135,859,704","164,117,576","142,420,017","186,028,610","188,367,199",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"131,449,175","135,859,704","164,117,576","142,420,017","186,028,610","188,367,199",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-11.768%,-17.218%,15.235%,-23.442%,-1.242%,12.783%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.925,-0.627,-1.092,-0.296,-0.720,-0.215,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.926,-0.627,-1.092,-0.300,-0.720,-0.220,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,578,328","-19,201,328","-27,910,000","-25,190,000","-8,093,000","-7,666,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.027,-0.141,-0.170,-0.177,-0.044,-0.041,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-22.674%,-2.343%,35.346%,-,-299.523%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-148.997%,-252.001%,-235.493%,-,-458.600%,-60.545%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-937.814%,-1150.757%,-2633.451%,-,-996.873%,-332.754%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-27.584%,-259.571%,-410.019%,-,-60.261%,-62.882%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,381,663","-16,882,663","-15,851,000","-8,558,000","-61,558,000","-7,362,000",Upgrade,Financials in USD,Fiscal year is January - December
