Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","9,196,560","9,730,397","6,411,778","5,939,698","5,032,676","3,379,002",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,"13,804,409","8,046,313","16,613,255","6,871,526","6,163,208","6,485,432",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"23,000,969","17,776,710","23,025,033","12,811,224","11,195,884","9,864,434",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-23,000,969","-17,776,710","-23,025,033","-12,811,224","-11,195,884","-9,864,434",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,-,-,"-514,599",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,"764,052","550,074","201,396","29,417","18,852","98,827",Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-61,197","-161,040","706,725","55,229","-9,109",-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,707,547","-4,994,444","1,909,228",-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-24,005,661","-22,382,120","-20,722,283","-12,726,578","-11,186,141","-9,765,607",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-24,005,661","-22,382,120","-20,722,283","-12,726,578","-11,186,141","-9,765,607",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-24,005,661","-22,382,120","-20,722,283","-12,726,578","-11,186,141","-9,765,607",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"64,715,150","59,290,047","52,649,035","39,289,224","32,111,698","25,902,344",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"64,715,150","59,290,047","52,649,035","39,289,224","32,111,698","25,902,344",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),9.518%,12.614%,34.004%,22.352%,23.972%,221.141%,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Basic),-0.371,-0.378,-0.394,-0.324,-0.348,-0.377,Upgrade,Financials in CAD,Fiscal year is January - December
EPS (Diluted),-0.371,-0.378,-0.394,-0.324,-0.348,-0.377,Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow,"-16,267,467","-11,301,217","-17,805,268","-8,271,906","-6,301,145","-8,093,960",Upgrade,Financials in CAD,Fiscal year is January - December
Free Cash Flow Per Share,-0.251,-0.191,-0.338,-0.211,-0.196,-0.312,Upgrade,Financials in CAD,Fiscal year is January - December
EBITDA,"-23,006,811","-17,721,669","-22,909,919","-12,768,598","-11,156,239","-9,826,213",Upgrade,Financials in CAD,Fiscal year is January - December
D&A For EBITDA,"-5,842","55,041","115,114","42,626","39,645","38,221",Upgrade,Financials in CAD,Fiscal year is January - December
EBIT,"-23,000,969","-17,776,710","-23,025,033","-12,811,224","-11,195,884","-9,864,434",Upgrade,Financials in CAD,Fiscal year is January - December
