Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Sep '19 Sep 30, 2019",2018 - 2016,,
Revenue,"12,263,639","8,179,614","4,409,859","3,379,194","690,684",-,Upgrade,Financials in CAD,Fiscal year is October - September
Revenue Growth (YoY),88.733%,85.485%,30.500%,389.253%,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Cost of Revenue,"8,604,362","5,869,334","3,748,621","4,234,223","736,854",-,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Profit,"3,659,277","2,310,280","661,238","-855,029","-46,170",-,Upgrade,Financials in CAD,Fiscal year is October - September
"Selling, General & Admin","2,337,066","1,635,728","2,822,239","2,913,384","3,337,089","3,234,012",Upgrade,Financials in CAD,Fiscal year is October - September
Research & Development,"244,369","132,282","10,551","37,606","251,788","205,358",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Expenses,"4,007,268","1,832,189","3,010,354","3,743,637","5,358,421","6,730,154",Upgrade,Financials in CAD,Fiscal year is October - September
Operating Income,"-347,991","478,091","-2,349,116","-4,598,666","-5,404,591","-6,730,154",Upgrade,Financials in CAD,Fiscal year is October - September
Interest Expense,"-58,959","-143,430","-623,505","-381,468","-39,651",-,Upgrade,Financials in CAD,Fiscal year is October - September
Interest & Investment Income,-,-,-,-,"18,780","13,922",Upgrade,Financials in CAD,Fiscal year is October - September
Currency Exchange Gain (Loss),-,-,-,-,"162,904","-85,190",Upgrade,Financials in CAD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-756,981","-489,517","-550,200","-1,258,620","-866,629","-848,508",Upgrade,Financials in CAD,Fiscal year is October - September
EBT Excluding Unusual Items,"-1,163,931","-154,856","-3,522,821","-6,238,754","-6,129,187","-7,649,930",Upgrade,Financials in CAD,Fiscal year is October - September
Gain (Loss) on Sale of Assets,-,-,-,"16,846","-26,039","50,059",Upgrade,Financials in CAD,Fiscal year is October - September
Asset Writedown,-,-,-,-,"-179,449",-,Upgrade,Financials in CAD,Fiscal year is October - September
Other Unusual Items,"355,255","378,190","36,105","836,555","381,059","-1,414,367",Upgrade,Financials in CAD,Fiscal year is October - September
Pretax Income,"-808,676","223,334","-3,486,716","-5,385,353","-5,953,616","-9,014,238",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income,"-808,676","223,334","-3,486,716","-5,385,353","-5,953,616","-9,014,238",Upgrade,Financials in CAD,Fiscal year is October - September
Net Income to Common,"-808,676","223,334","-3,486,716","-5,385,353","-5,953,616","-9,014,238",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Basic),"160,740,663","152,402,062","138,365,006","122,921,939","112,664,390","90,915,618",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Outstanding (Diluted),"160,740,663","152,402,062","138,365,006","122,921,939","112,664,390","90,915,618",Upgrade,Financials in CAD,Fiscal year is October - September
Shares Change (YoY),8.471%,10.145%,12.563%,9.105%,23.922%,53.458%,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Basic),-0.005,0.001,-0.025,-0.044,-0.053,-0.099,Upgrade,Financials in CAD,Fiscal year is October - September
EPS (Diluted),-0.008,0.001,-0.030,-0.044,-0.053,-0.100,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow,"-274,480","851,893","-911,023","-2,936,100","-5,970,693","-5,605,424",Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Per Share,-0.002,0.006,-0.007,-0.024,-0.053,-0.062,Upgrade,Financials in CAD,Fiscal year is October - September
Gross Margin,29.838%,28.244%,14.994%,-25.303%,-6.685%,-,Upgrade,Financials in CAD,Fiscal year is October - September
Operating Margin,-2.838%,5.845%,-53.270%,-136.088%,-782.498%,-,Upgrade,Financials in CAD,Fiscal year is October - September
Profit Margin,-6.594%,2.730%,-79.066%,-159.368%,-861.988%,-,Upgrade,Financials in CAD,Fiscal year is October - September
Free Cash Flow Margin,-2.238%,10.415%,-20.659%,-86.888%,-864.461%,-,Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA,"254,466","1,165,613","-1,471,262","-3,432,058","-4,338,252","-6,235,642",Upgrade,Financials in CAD,Fiscal year is October - September
EBITDA Margin,2.075%,14.250%,-33.363%,-101.564%,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
D&A For EBITDA,"602,457","687,522","877,854","1,166,608","1,066,339","494,512",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT,"-347,991","478,091","-2,349,116","-4,598,666","-5,404,591","-6,730,154",Upgrade,Financials in CAD,Fiscal year is October - September
EBIT Margin,-2.837%,5.845%,-53.270%,-136.088%,-,-,Upgrade,Financials in CAD,Fiscal year is October - September
Revenue as Reported,"12,263,639","8,179,614","4,409,859","3,379,194","690,684",-,Upgrade,Financials in CAD,Fiscal year is October - September
