Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"5,208,000,000","4,944,000,000","5,225,000,000","5,550,000,000","5,148,000,000","4,758,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"246,000,000","238,000,000","222,000,000","227,000,000","199,000,000","155,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"5,454,000,000","5,182,000,000","5,447,000,000","5,777,000,000","5,347,000,000","4,913,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),3.315%,-4.865%,-5.712%,8.042%,8.834%,6.066%,Upgrade,Financials in EUR,Fiscal year is January - December
Cost of Revenue,"1,756,000,000","1,707,000,000","1,674,000,000","1,438,000,000","1,363,000,000","1,268,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"3,698,000,000","3,475,000,000","3,773,000,000","4,339,000,000","3,984,000,000","3,645,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","2,033,000,000","1,824,000,000","1,714,000,000","1,554,000,000","1,417,000,000","1,303,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"1,660,000,000","1,630,000,000","1,670,000,000","1,629,000,000","1,569,000,000","1,272,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Operating Expenses,"-486,000,000","-557,000,000","-210,000,000","-158,000,000","-38,000,000","-41,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"3,207,000,000","2,897,000,000","3,174,000,000","3,025,000,000","2,948,000,000","2,534,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"491,000,000","578,000,000","599,000,000","1,314,000,000","1,036,000,000","1,111,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-159,000,000","-144,000,000","-72,000,000","-45,000,000","-68,000,000","-60,000,000",Upgrade,Financials in EUR,Fiscal year is January - December
