Fiscal Year,TTM,FY 2018,FY 2017,FY 2016,FY 2015,FY 2014,2013 - 2009,Currency,Fiscal_Year_period
Period Ending,"Sep '19 Sep 30, 2019","Dec '18 Dec 31, 2018","Dec '17 Dec 31, 2017","Dec '16 Dec 31, 2016","Dec '15 Dec 31, 2015","Dec '14 Dec 31, 2014",2013 - 2009,,
Cost of Revenue,800,800,800,"1,775",-,"396,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-800,-800,-800,"-1,775",-,"-396,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","88,698","72,943","80,016","102,189","61,352","67,619",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"90,193","72,943","124,259","102,189","61,352","67,619",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-90,993","-73,743","-125,059","-103,964","-61,352","-463,619",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-21,973","-82,757","-121,799","-105,549","-38,835","-34,707",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-1,463","-40,147",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-114,429","-196,647","-246,858","-209,513","-100,187","-498,326",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-475,258","-815,715",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"675,404","675,404",-,-,"18,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-589,687","-336,958","-246,858","-209,513","-82,187","-498,326",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-589,687","-336,958","-246,858","-209,513","-82,187","-498,326",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-589,687","-336,958","-246,858","-209,513","-82,187","-498,326",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,441,710","2,605,678","2,450,682","2,266,202","1,893,773","1,128,221",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,441,710","2,605,678","2,450,682","2,266,202","1,893,773","1,128,221",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),33.701%,6.325%,8.140%,19.666%,67.855%,8.974%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.171,-0.129,-0.101,-0.092,-0.043,-0.442,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.171,-0.129,-0.101,-0.092,-0.043,-0.442,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-128,101","-76,691","-122,050","-133,849","-33,367","-36,783",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.037,-0.029,-0.050,-0.059,-0.018,-0.033,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-90,993","-73,743","-125,059","-103,964","-61,352","-463,619",Upgrade,Financials in USD,Fiscal year is January - December
