Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Oct '24 Oct 31, 2024","Apr '24 Apr 30, 2024","Apr '23 Apr 30, 2023","Apr '22 Apr 30, 2022","Apr '21 Apr 30, 2021","Apr '20 Apr 30, 2020",2019 - 2015,,
"Selling, General & Admin","2,265,000","2,206,000","2,851,000","3,353,000","2,091,000","2,203,000",Upgrade,Financials in USD,Fiscal year is May - April
Research & Development,"3,554,000","6,561,000","8,313,000","4,025,000","4,684,000","7,154,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Expenses,"5,819,000","8,767,000","11,164,000","7,378,000","6,775,000","9,357,000",Upgrade,Financials in USD,Fiscal year is May - April
Operating Income,"-5,819,000","-8,767,000","-11,164,000","-7,378,000","-6,775,000","-9,357,000",Upgrade,Financials in USD,Fiscal year is May - April
Interest Expense,"-2,023,000","-1,152,000","-293,000","-269,000","-118,000",-,Upgrade,Financials in USD,Fiscal year is May - April
Interest & Investment Income,"609,000","221,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is May - April
Currency Exchange Gain (Loss),"35,000","55,000","80,000","50,000","-139,000","3,000",Upgrade,Financials in USD,Fiscal year is May - April
Other Non Operating Income (Expenses),"-455,000","-815,000","-1,772,000","-45,000","47,000","762,000",Upgrade,Financials in USD,Fiscal year is May - April
EBT Excluding Unusual Items,"-7,653,000","-10,458,000","-13,149,000","-7,642,000","-6,985,000","-8,592,000",Upgrade,Financials in USD,Fiscal year is May - April
Asset Writedown,-,"-115,000",-,-,"-81,000","-986,000",Upgrade,Financials in USD,Fiscal year is May - April
Other Unusual Items,-,"8,000","53,000","-126,000","186,000",-,Upgrade,Financials in USD,Fiscal year is May - April
Pretax Income,"-7,653,000","-10,565,000","-13,096,000","-7,768,000","-6,880,000","-9,578,000",Upgrade,Financials in USD,Fiscal year is May - April
Income Tax Expense,"31,000","31,000","24,000","29,000","33,000","52,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income,"-7,684,000","-10,596,000","-13,120,000","-7,797,000","-6,913,000","-9,630,000",Upgrade,Financials in USD,Fiscal year is May - April
Net Income to Common,"-7,684,000","-10,596,000","-13,120,000","-7,797,000","-6,913,000","-9,630,000",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Basic),"152,450,669","151,536,167","138,843,136","135,622,306","134,007,403","130,328,982",Upgrade,Financials in USD,Fiscal year is May - April
Shares Outstanding (Diluted),"152,450,669","151,536,167","138,843,136","135,622,306","134,007,403","130,328,982",Upgrade,Financials in USD,Fiscal year is May - April
Shares Change (YoY),4.738%,9.142%,2.375%,1.205%,2.822%,1.449%,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Basic),-0.050,-0.070,-0.094,-0.057,-0.052,-0.074,Upgrade,Financials in USD,Fiscal year is May - April
EPS (Diluted),-0.050,-0.070,-0.094,-0.057,-0.052,-0.074,Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow,"-3,222,000","-4,911,000","-8,002,000","-847,000","-7,927,000","-2,743,000",Upgrade,Financials in USD,Fiscal year is May - April
Free Cash Flow Per Share,-0.021,-0.032,-0.058,-0.006,-0.059,-0.021,Upgrade,Financials in USD,Fiscal year is May - April
EBITDA,"-5,708,000","-8,606,000","-10,964,000","-7,186,000","-6,586,000","-9,143,000",Upgrade,Financials in USD,Fiscal year is May - April
D&A For EBITDA,"111,000","161,000","200,000","192,000","189,000","214,000",Upgrade,Financials in USD,Fiscal year is May - April
EBIT,"-5,819,000","-8,767,000","-11,164,000","-7,378,000","-6,775,000","-9,357,000",Upgrade,Financials in USD,Fiscal year is May - April
