Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Operating Revenue,"81,218,146","81,218,146","72,179,047","60,002,220","42,602,594","26,306,148",Upgrade,Financials in AUD,Fiscal year is July - June
Other Revenue,"6,960,162","6,960,162","6,142,271","5,720,072","5,715,192","6,259,275",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue,"88,178,308","88,178,308","78,321,318","65,722,292","48,317,786","32,565,423",Upgrade,Financials in AUD,Fiscal year is July - June
Revenue Growth (YoY),12.585%,12.585%,19.170%,36.021%,48.371%,4.888%,Upgrade,Financials in AUD,Fiscal year is July - June
Cost of Revenue,"7,733,110","7,733,110","7,521,065","9,250,819","4,172,752","7,300,754",Upgrade,Financials in AUD,Fiscal year is July - June
Gross Profit,"80,445,198","80,445,198","70,800,253","56,471,473","44,145,034","25,264,669",Upgrade,Financials in AUD,Fiscal year is July - June
"Selling, General & Admin","22,841,463","22,841,463","15,650,103","13,029,632","11,567,026","12,226,682",Upgrade,Financials in AUD,Fiscal year is July - June
Research & Development,"2,348,296","2,348,296","1,268,456","1,232,989","547,553","341,304",Upgrade,Financials in AUD,Fiscal year is July - June
Other Operating Expenses,"-562,936","-562,936","-23,817","-216,835",-,-,Upgrade,Financials in AUD,Fiscal year is July - June
Operating Expenses,"31,876,421","31,876,421","26,673,938","20,924,589","15,578,404","13,014,115",Upgrade,Financials in AUD,Fiscal year is July - June
Operating Income,"48,568,777","48,568,777","44,126,315","35,546,884","28,566,630","12,250,554",Upgrade,Financials in AUD,Fiscal year is July - June
Interest Expense,"-4,454,292","-4,454,292","-3,192,713","-2,274,357","-1,618,430","-2,053,990",Upgrade,Financials in AUD,Fiscal year is July - June
Interest & Investment Income,"7,324,871","7,324,871","3,905,856","444,071",-,"562,928",Upgrade,Financials in AUD,Fiscal year is July - June
