Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+17 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters,,
Revenue,"3,163,000","3,586,000","3,071,000","2,050,000","3,671,000","3,317,000","2,353,000","2,392,000","1,729,000","1,922,000","2,339,000","1,746,000","2,130,000","2,171,000","2,027,000","1,936,000","1,907,000","2,263,000","1,880,000","1,911,000",Upgrade,Financials in CAD,Fiscal year is July - June
Revenue Growth (YoY),-13.838%,8.110%,30.514%,-14.298%,112.319%,72.581%,0.599%,36.999%,-18.826%,-11.469%,15.392%,-9.814%,11.694%,-4.065%,7.819%,1.308%,-5.920%,-,-37.810%,-48.931%,Upgrade,Financials in CAD,Fiscal year is July - June
Cost of Revenue,"1,565,000","1,753,000","1,531,000","946,000","1,749,000","1,320,000","1,392,000","1,405,000","850,000","1,587,000","1,425,000","1,102,000","1,421,000","2,445,000","1,282,000","1,218,000","1,363,000","2,258,000","1,022,000","1,161,000",Upgrade,Financials in CAD,Fiscal year is July - June
Gross Profit,"1,598,000","1,833,000","1,540,000","1,104,000","1,922,000","1,997,000","961,000","987,000","879,000","335,000","914,000","644,000","709,000","-274,000","745,000","718,000","544,000","5,000","858,000","750,000",Upgrade,Financials in CAD,Fiscal year is July - June
"Selling, General & Admin","1,607,000","1,801,000","1,393,000","1,263,000","1,317,000","1,446,000","1,247,000","968,000","1,043,000","1,352,000","1,547,000","1,759,000","1,487,000","2,609,000","1,730,000","1,993,000","2,181,000","2,824,000","2,434,000","3,093,000",Upgrade,Financials in CAD,Fiscal year is July - June
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,"72,000",-,-,-,"-44,000","25,000","86,000",Upgrade,Financials in CAD,Fiscal year is July - June
Operating Expenses,"2,004,000","2,149,000","1,719,000","1,590,000","1,652,000","1,805,000","1,589,000","1,378,000","1,413,000","1,937,000","2,131,000","2,373,000","2,173,000","3,570,000","1,928,000","2,753,000","3,371,000","3,129,000","4,215,000","4,216,000",Upgrade,Financials in CAD,Fiscal year is July - June
Operating Income,"-406,000","-316,000","-179,000","-486,000","270,000","192,000","-628,000","-391,000","-534,000","-1,602,000","-1,217,000","-1,729,000","-1,464,000","-3,844,000","-1,183,000","-2,035,000","-2,827,000","-3,124,000","-3,357,000","-3,466,000",Upgrade,Financials in CAD,Fiscal year is July - June
Interest Expense,"-67,000",-,"-103,000","-112,000","-55,000","-301,000","-42,000","-80,000",-,"-437,000","-117,000","-79,000","-10,000",-,"-27,000","-96,000","-149,000",-,"-362,000","-87,000",Upgrade,Financials in CAD,Fiscal year is July - June
Interest & Investment Income,-,"99,000",-,-,-,-,-,-,"161,000",-,-,-,-,"313,000",-,-,-,"193,000",-,-,Upgrade,Financials in CAD,Fiscal year is July - June
Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"28,000","-72,000",Upgrade,Financials in CAD,Fiscal year is July - June
Currency Exchange Gain (Loss),"-5,000","-1,000",-,"-62,000","-2,000","-26,000","-7,000","-24,000","5,000","43,000","-12,000","-6,000","-13,000","132,000","-129,000","5,000","27,000","-7,000","-9,000","-2,000",Upgrade,Financials in CAD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,"-24,000",-,"11,000",-,"-765,000","-2,000","777,000",-,"-483,000","96,000","150,000","244,000",-,-,-,-,"-481,000",-,-,Upgrade,Financials in CAD,Fiscal year is July - June
EBT Excluding Unusual Items,"-478,000","-242,000","-282,000","-649,000","213,000","-900,000","-679,000","282,000","-368,000","-2,479,000","-1,250,000","-1,664,000","-1,243,000","-3,399,000","-1,339,000","-2,126,000","-2,949,000","-3,419,000","-3,700,000","-3,627,000",Upgrade,Financials in CAD,Fiscal year is July - June
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-397,000","-407,000","-445,000",Upgrade,Financials in CAD,Fiscal year is July - June
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-5,758,000","-27,465,000",-,Upgrade,Financials in CAD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-2,000","-6,000","-5,000","-2,000",-,"596,000","34,000","-144,000","-358,000","-245,000",-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,-,"-41,000",-,-,-,-,-,"613,000","-11,000",-,"-625,000",-,"-67,000","-232,000","-11,000",-,-,"-100,000","-388,000",-,Upgrade,Financials in CAD,Fiscal year is July - June
Asset Writedown,-,-,-,-,-,-,-,-,-,-,"-398,000",-,-,"-3,412,000","485,000","-8,900,000",-,-,-,"-7,900,000",Upgrade,Financials in CAD,Fiscal year is July - June
Other Unusual Items,-,"1,861,000",-,-,"13,000","896,000",-,-,-,"230,000",-,-,-,"-335,000",-,-,"-163,000","-49,000",-,"-345,000",Upgrade,Financials in CAD,Fiscal year is July - June
Pretax Income,"-478,000","1,578,000","-282,000","-649,000","226,000","-6,000","-685,000","890,000","-381,000","-2,249,000","-1,677,000","-1,630,000","-1,454,000","-7,736,000","-1,110,000","-11,026,000","-3,112,000","-9,723,000","-31,960,000","-12,317,000",Upgrade,Financials in CAD,Fiscal year is July - June
Earnings From Continuing Operations,"-478,000","1,578,000","-282,000","-649,000","226,000","-6,000","-685,000","890,000","-381,000","-2,249,000","-1,677,000","-1,630,000","-1,454,000","-7,736,000","-1,110,000","-11,026,000","-3,112,000","-9,723,000","-31,960,000","-12,317,000",Upgrade,Financials in CAD,Fiscal year is July - June
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,046,000","-606,000","-3,260,000","-642,000","-14,675,000","-3,450,000","-3,838,000",Upgrade,Financials in CAD,Fiscal year is July - June
Net Income to Company,"-478,000","1,578,000","-282,000","-649,000","226,000","-6,000","-685,000","890,000","-381,000","-2,249,000","-1,677,000","-1,630,000","-1,454,000","-8,782,000","-1,716,000","-14,286,000","-3,754,000","-24,398,000","-35,410,000","-16,155,000",Upgrade,Financials in CAD,Fiscal year is July - June
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,157,000","46,000","164,000",Upgrade,Financials in CAD,Fiscal year is July - June
Net Income,"-478,000","1,578,000","-282,000","-649,000","226,000","-6,000","-685,000","890,000","-381,000","-2,249,000","-1,677,000","-1,630,000","-1,454,000","-8,782,000","-1,716,000","-14,286,000","-3,754,000","-23,241,000","-35,364,000","-15,991,000",Upgrade,Financials in CAD,Fiscal year is July - June
Net Income to Common,"-478,000","1,578,000","-282,000","-649,000","226,000","-6,000","-685,000","890,000","-381,000","-2,249,000","-1,677,000","-1,630,000","-1,454,000","-8,782,000","-1,716,000","-14,286,000","-3,754,000","-23,241,000","-35,364,000","-15,991,000",Upgrade,Financials in CAD,Fiscal year is July - June
Shares Outstanding (Basic),"300,617,854","312,519,465","312,617,854","265,145,327","252,617,854","252,617,854","252,617,854","252,617,854","252,617,854","252,617,854","252,617,854","252,617,854","252,617,854","252,625,951","221,148,418","215,079,486","215,079,486","215,079,486","214,753,073","214,753,945",Upgrade,Financials in CAD,Fiscal year is July - June
