Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+10 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters,,
Revenue,"2,722,237","3,647,629","1,271,183","2,115,120","1,174,419","1,158,939","295,318","188,941","100,651","9,339","19,832","30,479","374,212","208,949","70,598","15,061",-,48,"5,068","64,188",Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),131.794%,214.739%,330.445%,1019.461%,1066.823%,12309.669%,1389.098%,519.906%,-73.103%,-95.530%,-71.909%,102.370%,-,435210.417%,1293.015%,-76.536%,-,-99.974%,-98.836%,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"1,978,182","2,695,068","1,157,243","1,368,409","924,779","890,224","266,128","443,604","73,020","8,548","37,790","74,155","194,359","128,618","47,445","-8,045","4,927","5,650","1,015","669,904",Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"744,055","952,561","113,940","746,711","249,640","268,715","29,190","-254,663","27,631",791,"-17,958","-43,676","179,853","80,331","23,153","23,106","-4,927","-5,602","4,053","-605,716",Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","736,912","799,564","742,458","716,684","651,696","617,248","603,035","681,226","882,555","345,143","423,034","875,259","594,878","871,253","554,177","36,373","252,226","1,136,081","1,521,007","2,209,738",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-184,102",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"849,205","900,561","842,991","817,149","752,161","717,570","692,308","764,016","931,907","384,149","475,804","889,050","875,271","1,269,310","888,182","607,481","455,991","1,338,947","1,723,381","2,421,139",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-105,150","52,000","-729,051","-70,438","-502,521","-448,855","-663,118","-1,018,679","-904,276","-383,358","-493,762","-932,726","-695,418","-1,188,979","-865,029","-584,375","-460,918","-1,344,549","-1,719,328","-3,026,855",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-85,650","-46,087","-49,034","-81,864","-44,078","-44,822","-20,916","-59,300","-3,352","-1,882","-1,881","-16,911","-114,704","-239,688","-1,881","-38,262","-1,882","-176,816",-,"-957,636",Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,-,-,"22,628","21,306","6,131","33,903","125,458",-,-,"49,981",-,"78,703",-,"11,449",-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-1,846","12,726",575,"-13,929","13,559","-11,531","-1,733","-30,049","107,721","129,961","-91,319","-85,146",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"13,834",-,-,-,"22,337",-,-,-,"104,487",-,-,-,"274,513","4,561","-446,885",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-192,646","18,639","-777,510","-152,397","-533,040","-505,208","-685,767","-1,063,063","-778,601","-249,148","-553,059","-804,838","-810,122","-1,428,667","-816,929","-348,124","-379,536","-1,968,250","-1,707,879","-3,984,491",Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-195,510",-,-,"-199,012",-,-,-,"-566,426",606,"-2,885","-4,487","336,321","-30,102","20,000",-,"-10,657","26,359","16,000",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-74,574",-,-,-,"3,483",-,-,-,"1,062,994",-,-,-,-,-,-,-,"-5,819,952",Upgrade,Financials in CAD,Fiscal year is January - December
