Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2015,,
Revenue,"4,036,174","4,443,036","2,478,736","910,227","1,631,653","154,002",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1.442%,79.246%,172.321%,-44.214%,959.501%,-75.869%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,073,052","3,451,163","2,143,359","654,177","1,314,080","126,674",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"963,122","991,873","335,377","256,050","317,573","27,328",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,863,798","4,057,370","3,334,489","2,580,749","2,074,448","383,520",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,960,729","4,148,337","3,383,879","2,614,824","3,588,608","383,520",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,997,607","-3,156,464","-3,048,502","-2,358,774","-3,271,035","-356,192",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-952,838","-1,040,651","-982,378","-418,959","-14,986","-2,051",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-318,406","-1,809,357","-807,886","-347,862","1,498,352","1,648",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,268,851","-6,006,472","-4,838,766","-3,125,595","-1,787,669","-356,595",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-1,337,287",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"345,619",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-892,874","-1,306,563","-844,084",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-4,816,106","-7,313,035","-7,020,137","-3,125,595","-1,787,669","-356,595",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,816,106","-7,313,035","-7,020,137","-3,125,595","-1,787,669","-356,595",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,816,106","-7,313,035","-7,020,137","-3,125,595","-1,787,669","-356,595",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,030,230,166","1,598,164,109","875,322,747","775,469,306","710,868,609","525,632,116",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,030,230,166","1,598,164,109","875,322,747","775,469,306","710,868,609","525,632,116",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),43.680%,82.580%,12.877%,9.088%,35.241%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.002,-0.005,-0.008,-0.004,-0.003,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.002,-0.005,-0.008,-0.004,-0.003,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-381,154","-2,543,936","-2,925,388","-1,429,665","-1,358,034","-294,457",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.000,-0.002,-0.003,-0.002,-0.002,-0.001,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,23.862%,22.324%,13.530%,28.130%,19.463%,17.745%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-74.269%,-71.043%,-122.986%,-259.141%,-200.474%,-231.291%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-119.324%,-164.595%,-283.214%,-343.386%,-109.562%,-231.552%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-9.443%,-57.257%,-118.019%,-157.067%,-83.231%,-191.203%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,890,148","-3,055,743","-2,989,789","-2,318,568","-3,210,011","-353,205",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-71.606%,-68.776%,-120.617%,-254.724%,-196.734%,-229.351%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"107,459","100,721","58,713","40,206","61,024","2,987",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,997,607","-3,156,464","-3,048,502","-2,358,774","-3,271,035","-356,192",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-74.269%,-71.043%,-122.986%,-259.141%,-200.474%,-231.291%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"192,786","164,052","36,935","125,000","26,500",Upgrade,Financials in USD,Fiscal year is January - December
