Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2018,Currency,Fiscal_Year_period
Period Ending,"Aug '24 Aug 31, 2024","Aug '24 Aug 31, 2024","Aug '23 Aug 31, 2023","Aug '22 Aug 31, 2022","Aug '21 Aug 31, 2021","Aug '20 Aug 31, 2020",2019 - 2018,,
Revenue,"136,205","136,205","840,534",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Revenue Growth (YoY),-83.795%,-83.795%,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Cost of Revenue,"17,155","17,155","24,012",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Gross Profit,"119,050","119,050","816,522",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
"Selling, General & Admin","1,507,739","1,507,739","2,582,904","3,074,033","4,081,845","1,964,012",Upgrade,Financials in CAD,Fiscal year is September - August
Research & Development,"386,236","386,236","1,247,540","418,343","1,371,796",-,Upgrade,Financials in CAD,Fiscal year is September - August
Operating Expenses,"2,250,560","2,250,560","4,175,908","4,123,210","6,375,239","3,621,187",Upgrade,Financials in CAD,Fiscal year is September - August
Operating Income,"-2,131,510","-2,131,510","-3,359,386","-4,123,210","-6,375,239","-3,621,187",Upgrade,Financials in CAD,Fiscal year is September - August
Interest Expense,"-186,645","-186,645","-38,642",-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Interest & Investment Income,-,-,-,"2,199,169","1,565,603","22,717",Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Equity Investments,-,-,"-17,722","-279,512","-92,053",-,Upgrade,Financials in CAD,Fiscal year is September - August
Currency Exchange Gain (Loss),"-4,778","-4,778","-120,311","-114,915","-107,613","-19,138",Upgrade,Financials in CAD,Fiscal year is September - August
Other Non Operating Income (Expenses),"-40,982","-40,982","44,381","-9,733,458","-8,446,328",-,Upgrade,Financials in CAD,Fiscal year is September - August
EBT Excluding Unusual Items,"-2,363,915","-2,363,915","-3,491,680","-12,051,926","-13,455,630","-3,617,608",Upgrade,Financials in CAD,Fiscal year is September - August
Gain (Loss) on Sale of Investments,-,-,"-664,274","-200,926","-461,815",-,Upgrade,Financials in CAD,Fiscal year is September - August
Asset Writedown,"-2,593,677","-2,593,677",-,-,"-7,345,387",-,Upgrade,Financials in CAD,Fiscal year is September - August
Other Unusual Items,"569,865","569,865","-346,395",-,"-2,581,648","-64,731",Upgrade,Financials in CAD,Fiscal year is September - August
Pretax Income,"-4,387,727","-4,387,727","-4,502,349","-12,252,852","-23,844,480","-3,682,339",Upgrade,Financials in CAD,Fiscal year is September - August
Income Tax Expense,"33,000","33,000","205,000",-,"-1,023,688",-,Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Continuing Operations,"-4,420,727","-4,420,727","-4,707,349","-12,252,852","-22,820,792","-3,682,339",Upgrade,Financials in CAD,Fiscal year is September - August
Earnings From Discontinued Operations,-,-,-,-,"13,162,380","246,266",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income,"-4,420,727","-4,420,727","-4,707,349","-12,252,852","-9,658,412","-3,436,073",Upgrade,Financials in CAD,Fiscal year is September - August
Net Income to Common,"-4,420,727","-4,420,727","-4,707,349","-12,252,852","-9,658,412","-3,436,073",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Basic),"122,134,338","122,134,338","104,351,277","37,861,638","32,493,654","12,550,662",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Outstanding (Diluted),"122,134,338","122,134,338","104,351,277","37,861,638","32,663,846","12,550,662",Upgrade,Financials in CAD,Fiscal year is September - August
Shares Change (YoY),17.042%,17.042%,175.612%,15.913%,160.256%,57.507%,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Basic),-0.036,-0.036,-0.045,-0.324,-0.297,-0.274,Upgrade,Financials in CAD,Fiscal year is September - August
EPS (Diluted),-0.036,-0.036,-0.045,-0.324,-0.317,-0.280,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow,"-462,293","-462,293","-1,718,644","-2,730,729","-5,037,358","-1,222,417",Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Per Share,-0.004,-0.004,-0.016,-0.072,-0.154,-0.097,Upgrade,Financials in CAD,Fiscal year is September - August
Gross Margin,87.405%,87.405%,97.143%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Operating Margin,-1564.928%,-1564.928%,-399.673%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Profit Margin,-3245.642%,-3245.642%,-560.043%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
Free Cash Flow Margin,-339.410%,-339.410%,-204.470%,-,-,-,Upgrade,Financials in CAD,Fiscal year is September - August
EBITDA,"-2,046,801","-2,046,801","-3,315,690","-4,112,988","-6,159,339","-3,405,287",Upgrade,Financials in CAD,Fiscal year is September - August
D&A For EBITDA,"84,709","84,709","43,696","10,222","215,900","215,900",Upgrade,Financials in CAD,Fiscal year is September - August
EBIT,"-2,131,510","-2,131,510","-3,359,386","-4,123,210","-6,375,239","-3,621,187",Upgrade,Financials in CAD,Fiscal year is September - August
Advertising Expenses,"10,258","10,258","289,031","248,134","1,704,029","936,698",Upgrade,Financials in CAD,Fiscal year is September - August
