Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","11,294,000","22,836,000","20,214,000","20,951,000","15,708,000","8,358,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"6,412,000","24,115,000","31,012,000","52,417,000","54,845,000","42,333,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"17,706,000","46,951,000","51,226,000","73,368,000","70,553,000","50,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,706,000","-46,951,000","-51,226,000","-73,368,000","-70,553,000","-50,691,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-705,000","-11,414,000","-11,571,000","-7,194,000","-4,880,000","-3,031,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"766,000","1,595,000","506,000","32,000","1,174,000","1,823,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-7,000","-3,000","-1,000","-4,000","25,000","-40,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,652,000","-56,773,000","-62,292,000","-80,534,000","-74,234,000","-51,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,"-2,309,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-19,816,000","-59,082,000","-62,292,000","-80,534,000","-74,234,000","-51,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-203,000",-,"-70,000",-,"-16,000","-9,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-19,613,000","-59,082,000","-62,222,000","-80,534,000","-74,218,000","-51,930,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"7,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-19,613,000","-59,082,000","-62,222,000","-80,534,000","-74,218,000","-59,106,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"54,417,403","44,549,285","27,086,664","25,789,458","24,869,770","3,625,005",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"54,417,403","44,549,285","27,086,664","25,789,458","24,869,770","3,625,005",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),43.529%,64.469%,5.030%,3.698%,586.062%,1105.935%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.360,-1.326,-2.297,-3.123,-2.984,-16.305,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.360,-1.326,-2.297,-3.123,-2.984,-16.305,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-19,730,000","-44,907,000","-43,451,000","-68,241,000","-59,994,000","-47,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.363,-1.008,-1.604,-2.646,-2.412,-13.047,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,471,000","-46,692,000","-51,112,000","-72,590,000","-70,185,000","-50,424,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"235,000","259,000","114,000","778,000","368,000","267,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,706,000","-46,951,000","-51,226,000","-73,368,000","-70,553,000","-50,691,000",Upgrade,Financials in USD,Fiscal year is January - December
