Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,176,038,000,000","1,207,990,000,000","1,050,869,000,000","1,111,186,000,000","1,043,089,000,000","1,058,618,000,000","956,156,000,000","1,096,551,000,000","1,002,307,000,000","972,465,000,000","873,289,000,000","901,294,000,000","844,819,000,000","949,603,000,000","770,274,000,000","836,753,000,000","788,935,000,000","801,850,000,000","771,702,000,000","859,317,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Revenue Growth (YoY),12.746%,14.110%,9.906%,1.335%,4.069%,8.859%,9.489%,21.664%,18.642%,2.408%,13.374%,7.713%,7.083%,18.427%,-0.185%,-2.626%,-2.726%,-5.567%,7.598%,72.069%,Upgrade,Financials in JPY,Fiscal year is April - March
Cost of Revenue,"394,311,000,000","386,954,000,000","387,328,000,000","379,481,000,000","343,582,000,000","321,114,000,000","299,879,000,000","335,973,000,000","305,445,000,000","292,882,000,000","316,447,000,000","281,404,000,000","275,797,000,000","241,264,000,000","261,313,000,000","253,142,000,000","249,642,000,000","237,154,000,000","400,230,000,000","279,575,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Gross Profit,"781,727,000,000","821,036,000,000","663,541,000,000","731,705,000,000","699,507,000,000","737,504,000,000","656,277,000,000","760,578,000,000","696,862,000,000","679,583,000,000","556,842,000,000","619,890,000,000","569,022,000,000","708,339,000,000","508,961,000,000","583,611,000,000","539,293,000,000","564,696,000,000","371,472,000,000","579,742,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
"Selling, General & Admin","268,282,000,000","270,030,000,000","285,234,000,000","267,520,000,000","252,952,000,000","248,113,000,000","254,721,000,000","262,299,000,000","248,734,000,000","231,480,000,000","223,395,000,000","231,078,000,000","212,011,000,000","219,843,000,000","234,239,000,000","222,644,000,000","216,257,000,000","202,374,000,000","254,189,000,000","249,210,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Research & Development,"175,564,000,000","168,463,000,000","194,549,000,000","187,381,000,000","183,946,000,000","162,741,000,000","160,944,000,000","174,629,000,000","154,145,000,000","143,607,000,000","143,628,000,000","128,378,000,000","131,600,000,000","122,480,000,000","113,221,000,000","117,566,000,000","118,157,000,000","106,821,000,000","144,116,000,000","122,709,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Other Operating Expenses,"-44,309,000,000","53,384,000,000","-1,432,000,000","34,552,000,000","33,210,000,000","28,656,000,000","-14,523,000,000","41,084,000,000","47,180,000,000","22,703,000,000","16,165,000,000","25,862,000,000","25,263,000,000","14,640,000,000","6,722,000,000","787,000,000","52,729,000,000","1,681,000,000","3,540,000,000","50,387,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Expenses,"540,189,000,000","628,708,000,000","612,180,000,000","626,791,000,000","602,429,000,000","561,104,000,000","518,994,000,000","613,588,000,000","592,425,000,000","514,829,000,000","478,345,000,000","503,405,000,000","471,595,000,000","459,734,000,000","454,841,000,000","440,470,000,000","490,990,000,000","413,226,000,000","499,240,000,000","526,231,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Operating Income,"241,538,000,000","192,328,000,000","51,361,000,000","104,914,000,000","97,078,000,000","176,400,000,000","137,283,000,000","146,990,000,000","104,437,000,000","164,754,000,000","78,497,000,000","116,485,000,000","97,427,000,000","248,605,000,000","54,120,000,000","143,141,000,000","48,303,000,000","151,470,000,000","-127,768,000,000","53,511,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest Expense,"-83,225,000,000","-26,600,000,000","-34,473,000,000","-67,329,000,000","-79,495,000,000","-26,600,000,000","-49,349,000,000","-79,749,000,000","-53,803,000,000","-55,469,000,000","-38,186,000,000","-46,706,000,000","-39,676,000,000","-71,068,000,000","-55,877,000,000","-62,669,000,000","-63,874,000,000","-46,846,000,000","-60,926,000,000","-43,737,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Interest & Investment Income,"34,085,000,000",-,"50,094,000,000","22,550,000,000","24,312,000,000",-,"9,792,000,000","41,679,000,000","14,782,000,000","60,925,000,000","21,107,000,000","4,145,000,000","6,864,000,000","45,851,000,000","42,583,000,000","28,402,000,000","10,017,000,000","19,611,000,000",-,"34,197,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Equity Investments,"-535,000,000","-712,000,000","3,742,000,000","1,125,000,000","2,025,000,000","-418,000,000","-5,497,000,000","-1,767,000,000","-869,000,000","-497,000,000","-10,112,000,000","-1,730,000,000","-3,168,000,000","-357,000,000","8,089,000,000","922,000,000","824,000,000","-9,759,000,000","-8,889,000,000","-19,129,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Currency Exchange Gain (Loss),-,-,"-13,612,000,000",-,-,-,"-9,729,000,000",-,-,-,"-3,903,000,000",-,-,-,"-97,319,000,000",-,-,-,"10,979,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Other Non Operating Income (Expenses),"3,121,000,000","-2,413,000,000","-31,521,000,000",-,"6,522,000,000","-6,520,000,000","3,974,000,000",-,"2,000,000","-2,000,000","-25,076,000,000",-,-,"1,000,000","83,169,000,000",-,-,-,"769,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
EBT Excluding Unusual Items,"194,984,000,000","162,603,000,000","25,591,000,000","61,260,000,000","50,442,000,000","142,862,000,000","86,474,000,000","107,153,000,000","64,549,000,000","169,711,000,000","22,327,000,000","72,194,000,000","61,447,000,000","223,032,000,000","34,765,000,000","109,796,000,000","-4,730,000,000","114,476,000,000","-185,835,000,000","24,842,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Merger & Restructuring Charges,"-61,629,000,000",-,"-21,228,000,000",-,"-38,500,000,000",-,"-20,761,000,000",-,-,-,"-24,734,000,000",-,-,-,"-29,440,000,000",-,-,"-23,902,000,000","86,669,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Investments,"-18,320,000,000",-,"12,957,000,000",-,-,-,"22,416,000,000",-,-,-,"8,482,000,000",-,-,-,-,-,-,-,"-2,156,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Gain (Loss) on Sale of Assets,"6,100,000,000",-,"7,975,000,000",-,-,-,"8,901,000,000",-,-,-,"8,164,000,000",-,-,-,"197,914,000,000",-,-,-,"9,063,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Asset Writedown,"-1,762,000,000","-26,000,000,000","-20,502,000,000",-,"-107,921,000,000","-7,829,000,000","-20,515,000,000",-,-,"-14,238,000,000","-54,421,000,000",-,-,"-53,000,000","-14,521,000,000",-,-,"-1,900,000,000","-41,774,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Legal Settlements,-,-,"-13,296,000,000",-,-,-,"-16,455,000,000",-,-,-,"-20,319,000,000",-,-,-,"-17,401,000,000",-,-,-,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Other Unusual Items,-,-,"-39,019,000,000",-,-,-,"-12,145,000,000",-,-,-,"6,454,000,000",-,-,-,"-40,918,000,000",-,-,"41,617,000,000","17,224,000,000",-,Upgrade,Financials in JPY,Fiscal year is April - March
Pretax Income,"119,373,000,000","136,603,000,000","-47,522,000,000","61,260,000,000","-95,979,000,000","135,033,000,000","47,915,000,000","107,153,000,000","64,549,000,000","155,473,000,000","-54,047,000,000","72,194,000,000","61,447,000,000","222,979,000,000","130,878,000,000","109,796,000,000","-4,730,000,000","130,291,000,000","-116,762,000,000","24,842,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Income Tax Expense,"27,266,000,000","41,304,000,000","-44,528,000,000","-44,496,000,000","-48,009,000,000","45,627,000,000","16,779,000,000","-11,996,000,000","2,817,000,000","50,452,000,000","-42,672,000,000","14,373,000,000","15,452,000,000","85,252,000,000","-66,266,000,000","17,358,000,000","-8,800,000,000","47,772,000,000","-118,324,000,000","56,948,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Earnings From Continuing Operations,"92,107,000,000","95,299,000,000","-2,994,000,000","105,756,000,000","-47,970,000,000","89,406,000,000","31,136,000,000","119,149,000,000","61,732,000,000","105,021,000,000","-11,375,000,000","57,821,000,000","45,995,000,000","137,727,000,000","197,144,000,000","92,438,000,000","4,070,000,000","82,519,000,000","1,562,000,000","-32,106,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Minority Interest in Earnings,"-61,000,000","-51,000,000","-24,000,000","-36,000,000","-60,000,000","-11,000,000","-2,000,000","-22,000,000","10,000,000","-7,000,000","17,000,000","-51,000,000","-31,000,000","-43,000,000","-46,000,000","-79,000,000","-33,000,000","-8,000,000","162,000,000","-115,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income,"92,046,000,000","95,248,000,000","-3,018,000,000","105,720,000,000","-48,030,000,000","89,395,000,000","31,134,000,000","119,127,000,000","61,742,000,000","105,014,000,000","-11,358,000,000","57,770,000,000","45,964,000,000","137,684,000,000","197,098,000,000","92,359,000,000","4,037,000,000","82,511,000,000","1,724,000,000","-32,221,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income to Common,"92,046,000,000","95,248,000,000","-3,018,000,000","105,720,000,000","-48,030,000,000","89,395,000,000","31,134,000,000","119,127,000,000","61,742,000,000","105,014,000,000","-11,358,000,000","57,770,000,000","45,964,000,000","137,684,000,000","197,098,000,000","92,359,000,000","4,037,000,000","82,511,000,000","1,724,000,000","-32,221,000,000",Upgrade,Financials in JPY,Fiscal year is April - March
Net Income Growth,-,6.547%,-,-11.254%,-,-14.873%,-,106.209%,34.327%,-23.728%,-,-37.451%,1038.568%,66.867%,11332.599%,-,-94.039%,1077.215%,-,-,Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Basic),"1,582,848,521","1,568,915,479","1,568,497,000","1,568,902,000","1,564,537,157","1,554,419,453","1,555,000,000","1,554,524,000","1,552,407,000","1,545,706,000","1,553,814,000","1,565,162,000","1,571,786,000","1,565,249,000","1,563,224,000","1,563,356,000","1,563,290,000","1,558,969,000","1,557,702,000","1,557,746,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Outstanding (Diluted),"1,609,536,278","1,589,055,722","1,568,497,000","1,585,118,000","1,564,537,157","1,565,038,515","1,555,000,000","1,570,416,000","1,563,733,000","1,554,350,000","1,553,814,000","1,574,920,000","1,580,421,000","1,574,426,000","1,574,479,000","1,575,702,000","1,573,055,000","1,566,120,000","1,573,119,000","1,557,746,000",Upgrade,Financials in JPY,Fiscal year is April - March
Shares Change (YoY),2.876%,1.535%,0.868%,0.936%,0.051%,0.688%,0.076%,-0.286%,-1.056%,-1.275%,-1.312%,-0.050%,0.468%,0.530%,0.086%,1.153%,0.668%,0.398%,5.194%,97.809%,Upgrade,Financials in JPY,Fiscal year is April - March
EPS (Basic),58.152,60.709,-1.924,67.385,-30.699,57.510,20.022,76.632,39.772,67.939,-7.310,36.910,29.243,87.963,126.084,59.077,2.582,52.927,1.107,-20.684,Upgrade,Financials in JPY,Fiscal year is April - March
