Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"15,828,260","14,191,612","15,698,290","10,615,231","9,521,121","10,277,635",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-4.738%,-9.598%,47.885%,11.491%,-7.361%,51.569%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"271,802","243,698","464,130","745,977","526,356","430,149",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"15,556,457","13,947,914","15,234,160","9,869,254","8,994,765","9,847,486",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,138,909","3,606,042","3,568,834","3,671,015","3,691,103","3,342,814",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"16,453,811","14,752,481","16,995,547","13,067,064","9,449,185","10,189,406",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,602,235","18,511,407","20,731,043","16,882,410","13,285,339","13,681,871",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-45,778","-4,563,493","-5,496,883","-7,013,156","-4,290,574","-3,834,385",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,518,541","-1,894,000","-1,119,000","-456,000","-469,088","-772,186",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,"33,968","11,581","5,723",127,"16,429",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"111,681","100,133","236,156","280,543","-15,546","18,734",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-5,187,285","205,066","-195,333",428,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-7,639,922","-6,118,326","-6,563,479","-7,182,462","-4,775,081","-4,571,408",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-3,743","-4,584","-10,705",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"15,949","14,300","6,973","6,334",935,"5,720",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-7,623,973","-6,104,026","-6,556,506","-7,179,871","-4,778,730","-4,576,393",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-3,068,352","-2,751,083","-2,325,103","-2,492,901","-1,379,173","-891,585",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-4,555,621","-3,352,943","-4,231,403","-4,686,970","-3,399,557","-3,684,808",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-4,555,621","-3,352,943","-4,231,403","-4,686,970","-3,399,557","-3,684,808",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"63,383,939","60,879,328","55,292,470","52,761,554","52,761,554","45,488,554",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"63,383,939","60,879,328","55,292,470","52,761,554","52,761,554","45,488,554",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),8.993%,10.104%,4.797%,-,15.989%,18.291%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.072,-0.055,-0.077,-0.089,-0.064,-0.081,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.072,-0.055,-0.077,-0.089,-0.064,-0.081,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,-,"-574,961","-1,923,174","-3,801,802","-4,969,960","-4,049,350",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-,-0.009,-0.035,-0.072,-0.094,-0.089,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,98.283%,98.283%,97.043%,92.972%,94.472%,95.815%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-0.289%,-32.156%,-35.016%,-66.067%,-45.064%,-37.308%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-28.782%,-23.626%,-26.955%,-44.153%,-35.705%,-35.853%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-4.051%,-12.251%,-35.815%,-52.199%,-39.400%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"91,854","-4,433,358","-5,350,290","-6,880,015","-4,157,958","-3,696,131",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,0.580%,-31.239%,-34.082%,-64.813%,-43.671%,-35.963%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"137,632","130,135","146,593","133,141","132,616","138,254",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-45,778","-4,563,493","-5,496,883","-7,013,156","-4,290,574","-3,834,385",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-0.289%,-32.156%,-35.016%,-66.067%,-45.064%,-37.308%,Upgrade,Financials in USD,Fiscal year is January - December
