Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"1,517","1,254",282,-493,"5,906",75,"2,101","49,278","33,373","32,864","10,147","-35,186","7,845","42,323","23,282","-43,816","42,598","60,786",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-74.314%,1572.000%,-86.578%,-,-82.303%,-99.772%,-79.294%,-,325.405%,-22.350%,-56.417%,-,-81.584%,-30.374%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,310,229,49,"171,256",767,132,967,"245,992","23,969","20,840","9,956","4,934","7,058",173,"7,579","80,296","7,682","16,751",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,207","1,025",233,"-171,749","5,139",-57,"1,134","-196,714","9,404","12,024",191,"-40,120",787,"42,150","15,703","-124,112","34,916","44,035",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","372,838","374,452","777,518","559,826","378,603","491,498","451,145","489,853","474,856","500,612","552,433","1,055,906","506,866","666,840","952,889","1,090,822","1,157,957","4,418,523","1,171,495","1,634,092",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"372,838","374,452","777,518","568,514","387,877","499,945","459,002","497,600","484,739","512,784","564,918","1,066,290","513,805","679,954","962,773","1,100,726","1,167,453","4,426,821","1,177,407","1,653,760",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-371,631","-373,427","-777,285","-740,263","-382,738","-500,002","-457,868","-694,314","-475,335","-500,760","-564,727","-1,106,410","-513,018","-637,804","-947,070","-1,224,838","-1,132,537","-4,382,786","-1,177,407","-1,653,760",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-340,609","-369,032","-101,979","-131,572","-67,571","-51,528","-58,070","-70,024","-529,915","-190,730","-166,192","-163,173","-137,863","-116,634","-93,461","-19,021","-7,517","-10,545","-10,509","-5,698",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,1,3,3,-,-,-,-,41,35,765,"1,244",314,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-712,240","-742,459","-879,264","-871,834","-450,306","-551,527","-515,938","-764,338","-1,005,250","-691,490","-730,878","-1,269,548","-650,116","-753,194","-1,040,217","-1,243,859","-1,140,054","-4,393,331","-1,187,916","-1,659,458",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-102,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-22,359","-122,600","-97,672","-1,568,113",-,-,-,-,"-9,041",-,-,"-53,924","-17,563",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-724,086",-,-,"4,397",-,-,"20,148",-,"121,372",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-734,599","-865,059","-1,701,022","-2,439,947","-450,306","-547,130","-515,938","-764,338","-994,143","-691,490","-609,506","-1,323,472","-667,679","-753,194","-1,040,217","-1,243,859","-1,140,054","-4,393,331","-1,187,916","-1,761,458",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-734,599","-865,059","-1,701,022","-2,439,947","-450,306","-547,130","-515,938","-764,338","-994,143","-691,490","-609,506","-1,323,472","-667,679","-753,194","-1,040,217","-1,243,859","-1,140,054","-4,393,331","-1,187,916","-1,761,458",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-734,599","-865,059","-1,701,022","-2,439,947","-450,306","-547,130","-515,938","-764,338","-994,143","-691,490","-609,506","-1,323,472","-667,679","-753,194","-1,040,217","-1,243,859","-1,140,054","-4,393,331","-1,187,916","-1,761,458",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"15,083","14,916","14,916","15,083","15,083","15,952","12,773","9,952","9,866","8,847","10,258","12,438","14,403","-12,616","22,227","1,524,696","14,870",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
