Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Mar '24 Mar 31, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020","Jun '19 Jun 30, 2019",2018 - 2014,,
Revenue,"95,946","111,579",267,"6,492,720","9,931,887","9,275,386",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),77.467%,41689.888%,-99.996%,-34.628%,7.078%,41.502%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"101,064","111,359","1,748","2,850,729","2,657,044","2,238,011",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"-5,118",220,"-1,481","3,641,991","7,274,843","7,037,375",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","1,098,986","1,285,313","934,927","1,168,385","1,781,680","1,864,636",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"1,376,230","1,842,821","1,646,442","1,778,083","2,382,748","2,475,457",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-1,381,348","-1,842,601","-1,647,923","1,863,908","4,892,095","4,561,918",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,-50,-,-,-,-1,-6,Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"28,070","113,615","157,860","137,485","125,627","114,228",Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-8,677","1,320,214","1,139,047","20,190",-751,"14,562",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-1,362,005","-408,772","-351,016","2,021,583","5,016,970","4,690,702",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,-,-,"2,934","730,461","1,466,360","1,383,663",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Continuing Operations,"-1,362,005","-408,772","-353,950","1,291,122","3,550,610","3,307,039",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Company,"-1,362,005","-408,772","-353,950","1,291,122","3,550,610","3,307,039",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-1,362,005","-408,772","-353,950","1,291,122","3,550,610","3,307,039",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-1,362,005","-408,772","-353,950","1,291,122","3,550,610","3,307,039",Upgrade,Financials in USD,Fiscal year is July - June
Net Income Growth,-,-,-,-63.637%,7.365%,-,Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"65,539,737","65,539,737","65,539,737","65,539,737","65,539,737","65,539,737",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"65,539,737","65,539,737","65,539,737","65,539,737","65,539,737","65,539,737",Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.021,-0.006,-0.005,0.020,0.054,0.050,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.021,-0.006,-0.005,0.020,0.054,0.050,Upgrade,Financials in USD,Fiscal year is July - June
EPS Growth,-,-,-,-63.638%,7.365%,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-42,793,980","-42,272,498","2,115,726","5,543,039","2,247,178","4,961,809",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.653,-0.645,0.032,0.085,0.034,0.076,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-5.334%,0.197%,-,56.093%,73.247%,75.871%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-1439.714%,-1651.387%,-617199.625%,28.708%,49.256%,49.183%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-1419.554%,-366.352%,-132565.543%,19.886%,35.750%,35.654%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-44602.151%,-37885.711%,792406.742%,85.373%,22.626%,53.494%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-974,936","-1,155,925","-817,378","2,742,702","5,697,403","5,379,597",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,-,-,-,42.243%,57.365%,57.999%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"406,412","686,676","830,545","878,794","805,308","817,679",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-1,381,348","-1,842,601","-1,647,923","1,863,908","4,892,095","4,561,918",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,-,-,-,28.708%,49.256%,49.183%,Upgrade,Financials in USD,Fiscal year is July - June
Effective Tax Rate,-,-,-,36.133%,29.228%,29.498%,Upgrade,Financials in USD,Fiscal year is July - June
Advertising Expenses,-,-,-,-,-,"16,432",Upgrade,Financials in USD,Fiscal year is July - June
