Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2013,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2013,,
Revenue,"80,000","5,325,000","5,514,000","1,440,000","5,633,000","24,291,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-98.670%,-3.428%,282.917%,-74.436%,-76.810%,555.097%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"18,775,000","56,291,000","71,080,000","62,994,000","39,045,000","38,656,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-18,695,000","-50,966,000","-65,566,000","-61,554,000","-33,412,000","-14,365,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,522,000","14,583,000","20,065,000","15,888,000","11,378,000","10,442,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"10,032,000","16,003,000","21,492,000","16,778,000","12,076,000","11,297,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-28,727,000","-66,969,000","-87,058,000","-78,332,000","-45,488,000","-25,662,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"135,000","4,475,000","103,000","-433,000","906,000","762,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,943,000","-62,494,000","-86,955,000","-78,765,000","-44,582,000","-24,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-2,830,000","-2,800,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-10,205,000","-7,240,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-37,507,000","-72,534,000","-86,955,000","-78,765,000","-44,582,000","-24,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-37,507,000","-72,534,000","-86,955,000","-78,765,000","-44,582,000","-24,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-37,507,000","-72,534,000","-86,955,000","-78,765,000","-44,582,000","-24,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"19,826,000","11,945,000","8,971,000","7,499,000","6,067,840","5,465,640",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,826,000","11,945,000","8,971,000","7,499,000","6,067,840","5,465,640",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),91.053%,33.151%,19.629%,23.586%,11.018%,21.943%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.892,-6.072,-9.693,-10.503,-7.347,-4.443,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.892,-6.072,-9.693,-10.503,-7.347,-4.443,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-24,711,000","-59,347,000","-77,545,000","-62,972,000","-35,905,000","-14,882,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.246,-4.968,-8.644,-8.397,-5.917,-2.723,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,-59.137%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-35908.750%,-1257.634%,-1578.854%,-5439.722%,-807.527%,-105.644%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-46883.750%,-1362.141%,-1576.986%,-5469.792%,-791.443%,-99.967%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-30888.750%,-1114.498%,-1406.329%,-4373.056%,-637.405%,-61.265%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-28,217,000","-65,549,000","-85,631,000","-77,442,000","-44,790,000","-24,807,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-102.124%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"510,000","1,420,000","1,427,000","890,000","698,000","855,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,727,000","-66,969,000","-87,058,000","-78,332,000","-45,488,000","-25,662,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-105.644%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"80,000","5,325,000","5,514,000","1,440,000","5,633,000","24,291,000",Upgrade,Financials in USD,Fiscal year is January - December
