Fiscal Quarter,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,Q2 2010,Q1 2010,Q4 2009,Q3 2009,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010","Jun '10 Jun 30, 2010","Mar '10 Mar 31, 2010","Dec '09 Dec 31, 2009","Sep '09 Sep 30, 2009",+18 Quarters,,
Revenue,"42,000",-,-,-,"525,000","844,000","14,799,000","13,607,000","2,755,000","63,209,000","3,677,000","13,209,000","14,151,000","16,683,000","6,735,000","16,790,000","54,346,000","34,650,000","32,962,000","29,161,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-92.000%,-,-,-,-80.944%,-98.665%,302.475%,3.013%,-80.531%,278.883%,-45.405%,-21.328%,-73.961%,-51.853%,-79.567%,-42.423%,101.857%,34.027%,29.987%,34.705%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,"52,000","-166,000","2,235,000","9,789,000","56,209,000","11,416,000","12,963,000","16,107,000","23,727,000","14,863,000","18,594,000","18,149,000","10,518,000","21,118,000","28,909,000","33,093,000","38,663,000","37,237,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"42,000",-,"-52,000","166,000","-1,710,000","-8,945,000","-41,410,000","2,191,000","-10,208,000","47,102,000","-20,050,000","-1,654,000","-4,443,000","-1,466,000","-3,783,000","-4,328,000","25,437,000","1,557,000","-5,701,000","-8,076,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,066,000","1,493,000","789,000","1,886,000","528,000","24,644,000","24,778,000","26,181,000","21,173,000","15,582,000","7,451,000","8,172,000","8,088,000","8,166,000","7,959,000","7,781,000","8,172,000","9,419,000","9,953,000","10,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,"43,451,000",-,"-23,073,000","-20,378,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,066,000","1,493,000","44,240,000","1,886,000","-22,545,000","4,266,000","24,778,000","26,181,000","21,173,000","15,582,000","7,451,000","8,172,000","8,088,000","8,166,000","7,959,000","7,781,000","8,172,000","9,419,000","9,953,000","10,657,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,024,000","-1,493,000","-44,292,000","-1,720,000","20,835,000","-13,211,000","-66,188,000","-23,990,000","-31,381,000","31,520,000","-27,501,000","-9,826,000","-12,531,000","-9,632,000","-11,742,000","-12,109,000","17,265,000","-7,862,000","-15,654,000","-18,733,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-1,073,000","-492,000","-126,000","-668,000","-591,000","-57,000","-33,000","-38,000","-37,000","-36,000","-36,000","-35,000","-35,000","-34,000","-104,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,"6,000","15,000","21,000","23,000","20,000","13,000","33,000","45,000","47,000","44,000","48,000","47,000","83,000","97,000","108,000","164,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,"95,000","61,000",-,"-87,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"-2,000",-,"10,000",-,"25,000","-3,000","-4,000","8,000","-11,000","3,000","2,000","8,000","-300,000","6,000","-1,000",-,"-341,000","163,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,024,000","-1,493,000","-44,294,000","-1,720,000","19,778,000","-13,688,000","-66,268,000","-24,638,000","-31,956,000","31,484,000","-27,512,000","-9,816,000","-12,519,000","-9,616,000","-11,935,000","-12,030,000","17,312,000","-7,886,000","-15,991,000","-18,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"71,000","101,000","-588,000","-138,000","-7,124,000","-8,216,000",-,-,-,-,"-1,916,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"437,000",-,-,"20,000","349,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"4,414,000","166,000","560,000",-,"-30,000",-,-,"-30,000","-26,000",-,-,"26,000","8,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-4,414,000",-,-,"-5,140,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"8,162,000",-,"43,451,000",-,-,-,"-2,000,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"7,209,000","-1,392,000","-1,431,000","-1,692,000","13,214,000","-27,044,000","-68,298,000","-24,638,000","-31,956,000","31,454,000","-29,441,000","-9,816,000","-12,519,000","-9,590,000","-11,490,000","-12,030,000","17,312,000","-7,866,000","-15,642,000","-18,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,"-2,158,000","1,000","-27,000",-,-,"1,000",-,-,-,"1,000","1,000",-,-,-,"-1,325,000","-24,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"7,209,000","-1,392,000","-1,431,000","-1,692,000","15,372,000","-27,045,000","-68,271,000","-24,638,000","-31,956,000","31,453,000","-29,441,000","-9,816,000","-12,519,000","-9,591,000","-11,491,000","-12,030,000","17,312,000","-7,866,000","-14,317,000","-18,382,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"7,209,000","-1,392,000","-1,431,000","-1,692,000","15,372,000","-27,045,000","-68,271,000","-24,638,000","-31,956,000","31,453,000","-29,441,000","-9,816,000","-12,519,000","-9,591,000","-11,491,000","-12,030,000","17,312,000","-7,866,000","-14,317,000","-18,382,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-53.103%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"37,490,000","37,490,000","37,343,000","37,490,000","37,490,000","37,469,000","36,846,000","36,350,000","36,075,000","35,772,000","35,730,000","35,578,000","35,388,000","26,354,000","25,448,000","24,369,000","24,219,000","23,932,000","21,100,000","18,951,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"37,490,000","37,490,000","37,343,000","37,490,000","37,495,000","37,469,000","36,846,000","36,350,000","36,075,000","36,338,000","35,730,000","35,578,000","35,388,000","26,354,000","25,448,000","24,369,000","24,736,000","23,932,000","21,100,000","18,951,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.013%,0.056%,1.349%,3.136%,3.936%,3.112%,3.123%,2.170%,1.941%,37.884%,40.404%,45.997%,43.063%,10.120%,20.607%,28.590%,30.920%,45.148%,37.899%,24.391%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.192,-0.037,-0.038,-0.045,0.410,-0.722,-1.853,-0.678,-0.886,0.879,-0.824,-0.276,-0.354,-0.364,-0.452,-0.494,0.715,-0.329,-0.679,-0.970,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.190,-0.037,-0.038,-0.045,0.410,-0.722,-1.853,-0.678,-0.890,0.870,-0.827,-0.280,-0.354,-0.364,-0.452,-0.494,0.700,-0.329,-0.679,-0.970,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-53.659%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,457,000","-741,000","-1,257,000","-4,911,000","-36,551,000","-24,620,000","-26,723,000","-19,473,000","24,931,000","-17,477,000","-17,042,000","-7,973,000","-29,019,000","-19,197,000","-23,903,000","-15,688,000","4,518,000","-14,891,000","-25,560,000","-19,490,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.039,-0.020,-0.034,-0.131,-0.975,-0.657,-0.725,-0.536,0.691,-0.481,-0.477,-0.224,-0.820,-0.728,-0.939,-0.644,0.183,-0.622,-1.211,-1.028,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,-,-,-,-,-,-279.816%,16.102%,-,74.518%,-,-12.522%,-31.397%,-8.787%,-56.169%,-25.777%,46.806%,4.494%,-17.296%,-27.694%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2438.095%,-,-,-,3968.571%,-1565.284%,-447.246%,-176.306%,-1139.056%,49.866%,-747.919%,-74.389%,-88.552%,-57.735%,-174.343%,-72.120%,31.769%,-22.690%,-47.491%,-64.240%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,17164.286%,-,-,-,2928.000%,-3204.384%,-461.322%,-181.069%,-1159.927%,49.760%,-800.680%,-74.313%,-88.467%,-57.490%,-170.616%,-71.650%,31.855%,-22.701%,-43.435%,-63.036%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3469.048%,-,-,-,-6962.095%,-2917.062%,-180.573%,-143.110%,904.936%,-27.650%,-463.476%,-60.360%,-205.067%,-115.069%,-354.907%,-93.437%,8.313%,-42.975%,-77.544%,-66.836%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-843,500","-1,312,500","-44,144,000","-1,720,000","21,023,000","-12,825,000","-65,651,000","-23,485,000","-30,885,000","31,969,000","-27,015,000","-9,270,000","-11,953,000","-9,070,000","-11,193,000","-11,556,000","17,822,000","-7,309,000","-15,098,000","-18,172,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,4004.381%,-,-,-172.595%,-,50.577%,-,-70.179%,-84.468%,-54.367%,-166.191%,-68.827%,32.794%,-21.094%,-45.804%,-62.316%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"180,500","180,500","148,000",-,"188,000","386,000","537,000","505,000","496,000","449,000","486,000","556,000","578,000","562,000","549,000","553,000","557,000","553,000","556,000","561,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,024,000","-1,493,000","-44,292,000","-1,720,000","20,835,000","-13,211,000","-66,188,000","-23,990,000","-31,381,000","31,520,000","-27,501,000","-9,826,000","-12,531,000","-9,632,000","-11,742,000","-12,109,000","17,265,000","-7,862,000","-15,654,000","-18,733,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,3968.571%,-,-,-176.306%,-,49.866%,-,-74.389%,-88.552%,-57.735%,-174.343%,-72.120%,31.769%,-22.690%,-47.491%,-64.240%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,0.003%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"42,000",-,-,-,"525,000","844,000","14,799,000","13,607,000","2,755,000","63,209,000","3,677,000","13,209,000","14,151,000","16,683,000","6,735,000","16,790,000","54,346,000","34,650,000","32,962,000","29,161,000",Upgrade,Financials in USD,Fiscal year is January - December
