Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+8 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+8 Quarters,,
Revenue,"417,000","19,647,000","1,082,000","1,213,000","399,000","292,000","1,187,000","987,000","515,000","33,000",-,-,-,"1,000,000",-,-,-,-,"1,022,000","1,390,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),4.511%,6628.425%,-8.846%,22.898%,-22.524%,784.848%,-,-,-,-96.700%,-,-,-,-,-,-,-,-,217.391%,75.284%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"175,000","4,668,000","5,531,000","6,780,000","6,118,000","6,348,000","6,450,000","7,566,000","19,842,000","4,573,000","4,955,000","4,231,000","4,161,000","3,647,000","4,917,000","4,301,000","6,011,000","6,653,000","7,118,000","5,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"242,000","14,979,000","-4,449,000","-5,567,000","-5,719,000","-6,056,000","-5,263,000","-6,579,000","-19,327,000","-4,540,000","-4,955,000","-4,231,000","-4,161,000","-2,647,000","-4,917,000","-4,301,000","-6,011,000","-6,653,000","-6,096,000","-4,192,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,111,000","1,310,000","1,814,000","1,626,000","1,693,000","1,681,000","2,161,000","1,973,000","1,699,000","1,694,000","1,944,000","1,592,000","1,631,000","1,583,000","1,639,000","1,388,000","1,384,000","1,613,000","1,641,000","1,385,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,111,000","1,310,000","1,814,000","1,626,000","1,693,000","1,681,000","2,161,000","1,973,000","1,699,000","1,694,000","1,944,000","1,592,000","1,631,000","1,583,000","1,639,000","1,388,000","1,384,000","1,613,000","1,641,000","1,385,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-869,000","13,669,000","-6,263,000","-7,193,000","-7,412,000","-7,737,000","-7,424,000","-8,552,000","-21,026,000","-6,234,000","-6,899,000","-5,823,000","-5,792,000","-4,230,000","-6,556,000","-5,689,000","-7,395,000","-8,266,000","-7,737,000","-5,577,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-27,000",-,"-248,000","-247,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,000","3,000","27,000","146,000",-,"8,000",-,-,"1,000",-,"1,000",-,"6,000","10,000","61,000","82,000","90,000","69,000","116,000","158,000",Upgrade,Financials in USD,Fiscal year is January - December
