Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"64,931","196,294","685,379","889,899","1,029,543","1,014,266",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-77.682%,-71.360%,-22.982%,-13.564%,1.506%,-10.763%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"36,621","81,345","225,107","279,333","310,685","410,250",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"28,310","114,949","460,272","610,566","718,858","604,016",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,185,626","1,359,368","2,171,712","2,040,408","2,466,829","2,868,899",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,185,626","1,359,368","2,171,712","2,040,408","2,466,829","2,868,899",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,157,316","-1,244,419","-1,711,440","-1,429,842","-1,747,971","-2,264,883",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-898,532","-1,052,499","-932,784","-969,106","-844,561","-1,992,270",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-77,000","3,306,865","-1,010,737","12,381,015","-9,443,881","11,804,014",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,132,848","1,009,947","-3,654,961","9,982,067","-12,036,413","7,546,861",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"3,500","386,229","17,177","142,844","-173,658",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"151,082","151,082",-,-,"-87,151",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-38,522","112,560",-,"50,449",-,"-25,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,016,788","1,659,818","-3,637,784","10,175,360","-12,297,222","7,521,861",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"7,037","23,327","93,910","782,107",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,023,825","1,636,491","-3,731,694","9,393,253","-12,297,222","7,521,861",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"125,815","-26,794","155,080","331,009","198,401","282,264",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,898,010","1,609,697","-3,576,614","9,724,262","-12,098,821","7,804,125",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,898,010","1,609,697","-3,576,614","9,724,262","-12,098,821","7,804,125",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,64.391%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"23,263,346","22,172,835","15,049,410","14,760,118","13,161,972","11,767,452",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"23,263,346","203,750,520","15,049,410","72,181,499","13,161,972","28,272,041",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-79.191%,1253.877%,-79.151%,448.409%,-53.445%,10.781%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.125,0.073,-0.238,0.659,-0.919,0.663,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.125,0.010,-0.240,0.130,-0.920,0.300,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,100.001%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-932,100","-1,045,799","-918,799","-1,055,203","-321,305","-794,545",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.040,-0.005,-0.061,-0.015,-0.024,-0.028,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,43.600%,58.560%,67.156%,68.611%,69.823%,59.552%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3322.475%,-633.957%,-249.707%,-160.675%,-169.781%,-223.303%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4463.215%,820.044%,-521.845%,1092.738%,-1175.164%,769.436%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1435.524%,-532.772%,-134.057%,-118.576%,-31.209%,-78.337%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,152,026","-1,232,574","-1,689,503","-1,310,803","-1,606,244","-2,036,766",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-246.506%,-147.298%,-156.015%,-200.812%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,290","11,845","21,937","119,039","141,727","228,117",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,157,316","-1,244,419","-1,711,440","-1,429,842","-1,747,971","-2,264,883",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-249.707%,-160.675%,-169.781%,-223.303%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,1.405%,-,7.686%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
