Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
"Selling, General & Admin","754,272","1,158,959","1,181,990","1,047,413","1,649,343","5,741,514",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"261,550","261,550","490,291","821,321","352,274",-,Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"1,015,822","1,420,509","1,672,281","1,868,734","2,001,617","5,741,514",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-1,015,822","-1,420,509","-1,672,281","-1,868,734","-2,001,617","-5,741,514",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-199,044","-218,973","-178,652","-474,768","-1,285,460","-1,109,031",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),-,-,"100,000","9,000","-650,000","-179,368",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-1,214,866","-1,639,482","-1,750,933","-2,334,502","-3,937,077","-7,029,913",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,"5,190,569",-,"4,393,242",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-1,"-42,195","-2,374,261",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,"85,000","320,000",-,"-3,002,595","604,227","-2,112,388",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-1,129,867","-1,361,677","-4,125,194","-146,528","-3,332,850","-4,749,059",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-1,129,867","-1,361,677","-4,125,194","-146,528","-3,332,850","-4,749,059",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Discontinued Operations,-,-,-,"-384,345","-392,177","-8,362,626",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Company,"-1,129,867","-1,361,677","-4,125,194","-530,873","-3,725,027","-13,111,685",Upgrade,Financials in USD,Fiscal year is April - March
Minority Interest in Earnings,-,-,-,-,-,"738,106",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-1,129,867","-1,361,677","-4,125,194","-530,873","-3,725,027","-12,373,579",Upgrade,Financials in USD,Fiscal year is April - March
Preferred Dividends & Other Adjustments,"12,559","278,315",-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-1,142,426","-1,639,992","-4,125,194","-530,873","-3,725,027","-12,373,579",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"405,589,683","396,728,680","357,721,189","317,621,942","285,190,729","258,450,641",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"405,589,683","396,728,680","357,721,189","317,621,942","285,190,729","258,450,641",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),5.592%,10.904%,12.625%,11.372%,10.346%,23.343%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.003,-0.004,-0.012,-0.002,-0.013,-0.048,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.003,-0.004,-0.012,-0.002,-0.013,-0.048,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-587,544","-975,698","-1,526,861","-1,866,154","-2,185,220","-4,479,713",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.001,-0.002,-0.004,-0.006,-0.008,-0.017,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-1,015,510","-1,419,885","-1,610,621","-1,798,246","-1,954,264","-5,616,012",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,312,624,"61,660","70,488","47,353","125,502",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-1,015,822","-1,420,509","-1,672,281","-1,868,734","-2,001,617","-5,741,514",Upgrade,Financials in USD,Fiscal year is April - March
