Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019",+20 Quarters,,
Operating Revenue,"7,635,799","8,739,888","10,608,841","12,128,419","12,208,908","11,973,787","16,252,287","11,511,869","14,647,765","12,498,348","10,057,707","3,579,907","3,131,178","19,135,801","11,222,801","9,505,870","9,146,574","6,369,483","4,331,361","5,664,145",Upgrade,Financials in USD,Fiscal year is April - March
Other Revenue,"-36,047",-,"18,976","18,941",-,"13,055","19,941","20,186","20,164","20,283","20,802","-12,994","22,332",11,"24,236","24,236","27,835","142,798","29,647",-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue,"7,599,752","8,739,888","10,627,817","12,147,360","12,208,908","11,986,842","16,272,228","11,532,055","14,667,929","12,518,631","10,078,509","3,566,914","3,153,510","19,135,811","11,247,037","9,530,106","9,174,409","6,512,281","4,361,008","5,664,145",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-37.752%,-27.088%,-34.687%,5.336%,-16.765%,-4.248%,61.455%,223.306%,365.130%,-34.580%,-10.390%,-62.572%,-65.627%,193.842%,157.900%,68.253%,40.321%,-7.907%,-15.620%,-19.144%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"6,564,684","9,307,623","9,285,699","14,715,605","10,328,349","10,878,974","20,751,695","18,152,253","13,013,839","13,690,979","12,401,043","27,987,677","10,840,837","22,643,630","7,990,612","10,626,525","9,212,937","6,503,606","5,073,183","4,128,194",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"1,035,068","-567,735","1,342,118","-2,568,245","1,880,559","1,107,868","-4,479,467","-6,620,198","1,654,090","-1,172,348","-2,322,534","-24,420,763","-7,687,327","-3,507,819","3,256,425","-1,096,419","-38,528","8,675","-712,175","1,535,951",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","18,732,654","3,836,411","11,972,409","11,235,600","8,727,323","15,907,638","8,968,614","10,736,177","18,429,528","15,447,682","16,014,634","25,804,122","24,334,088","11,533,095","12,854,882","29,104,295","13,105,063","14,989,456","4,550,376","3,865,647",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,727,"24,675","21,864","33,103","28,836","207,598","214,687","227,730","301,645","91,110","259,666","779,488","435,751","571,911","434,952","946,088","1,041,123","540,950","342,336","2,069,879",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"18,733,381","3,861,086","11,994,273","11,268,703","8,756,159","16,115,236","9,183,301","10,963,907","18,731,173","15,538,792","16,274,300","26,583,610","24,769,839","12,105,006","13,289,834","30,050,383","14,146,186","15,530,406","4,892,712","5,935,526",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-17,698,313","-4,428,821","-10,652,155","-13,836,948","-6,875,600","-15,007,368","-13,662,768","-17,584,105","-17,077,083","-16,711,140","-18,596,834","-51,004,373","-32,457,166","-15,612,825","-10,033,409","-31,146,802","-14,184,714","-15,521,731","-5,604,887","-4,399,575",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-1,602,981","-3,174,627","-1,793,179","-1,045,382","-1,362,776","-379,007","-916,522","-966,786","-363,466","-458,786","-358,116","-903,990","-635,008","-116,246","-135,643","-137,737","-94,994","-220,136","-137,557","-82,919",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,-,-,-,5,-,16,"1,424",-,"2,956",4,"7,339",-,"14,522","10,083","17,643","26,128","42,288","63,966",-,"37,774",Upgrade,Financials in USD,Fiscal year is April - March
Currency Exchange Gain (Loss),"600,316","526,436","-184,156","-110,891","524,571","4,613,545","1,407,285","-298,843","-601,347","1,501,869","-1,287,387","-997,028","-1,362,924","-709,938","-1,339,192","1,656,343","-516,532","767,685","23,497","7,443",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"1,596,901","1,740,494","2,829,008","-1,614,240","7,338,257","-1,807,890","7,396,745","-1,671,855","1,245,134","5,528,509","1,933,330","4,495,710","4,118,492",-,-,-,-,-,"-4,660",-,Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-17,104,077","-5,336,518","-9,800,482","-16,607,456","-375,548","-12,580,704","-5,773,836","-20,521,589","-16,793,806","-10,139,544","-18,301,668","-48,409,681","-30,322,084","-16,428,925","-11,490,601","-29,602,068","-14,753,952","-14,910,216","-5,723,607","-4,437,277",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,"-2,066,405",-,-,-,-,-,-,-,-,-,-,"-314,122",-,-,-,273,"-51,000","-1,792,000","-367,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Impairment of Goodwill,-,-,-,"-11,971,965",-,"-7,570,471",-,"-3,288,847",-,-,-,"1,377,767","-27,296,428",-,-,"-41,451,681","-44,096,585",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,361,"-17,640","-77,712","-12,212","169,216","186,025","-195,254",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,"-342,945","84,998","-14,530,458","-730,659",-21,"6,490",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,-,"-15,538,928","-271,057","-2,593,529",-,"-13,888,123",-,"-1,884,970","-529,732","7,815,196","-1,643,010",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Legal Settlements,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-292,983",-,-,-,"-7,930,383",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,"-66,169","66,169",-,-,"1,024,484",-,-,-,"1,418,628",-,-,-,"36,782,279","64,509,107","-4,100,000","-412,488",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-19,170,482","-5,336,518","-9,800,482","-44,527,463","-495,438","-37,275,162","-6,504,495","-36,673,735","-16,804,956","-12,102,226","-18,843,612","-37,942,997","-59,075,497","-16,624,179","-11,490,601","-34,564,180","5,607,570","-20,802,216","-6,503,095","-12,367,660",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,-,-,-,"-14,543","2,013","12,530",-,"-11,894",-50,-154,"12,098","250,847","-1,450,791","-2,101,198","-63,190","4,674,700","4,996","-27,409","-50,947","16,093",Upgrade,Financials in USD,Fiscal year is April - March
Earnings From Continuing Operations,"-19,170,482","-5,336,518","-9,800,482","-44,512,920","-497,451","-37,287,692","-6,504,495","-36,661,841","-16,804,906","-12,102,072","-18,855,710","-38,193,844","-57,624,706","-14,522,981","-11,427,411","-39,238,880","5,602,574","-20,774,807","-6,452,148","-12,383,753",Upgrade,Financials in USD,Fiscal year is April - March
Minority Interest in Earnings,"1,421,144","4,446,328","1,486,114","17,946,952","1,785,561","6,390,234","2,220,145","4,719,602","1,795,891","989,209","1,948,082","1,094,210",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-17,749,338","-890,190","-8,314,368","-26,565,968","1,288,110","-30,897,458","-4,284,350","-31,942,239","-15,009,015","-11,112,863","-16,907,628","-37,099,634","-57,624,706","-14,522,981","-11,427,411","-39,238,880","5,602,574","-20,774,807","-6,452,148","-12,383,753",Upgrade,Financials in USD,Fiscal year is April - March
Preferred Dividends & Other Adjustments,-,-,-,-,"620,910",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-17,749,338","-890,190","-8,314,368","-26,565,968","667,200","-30,897,458","-4,284,350","-31,942,239","-15,009,015","-11,112,863","-16,907,628","-37,099,634","-57,624,706","-14,522,981","-11,427,411","-39,238,880","5,602,574","-20,774,807","-6,452,148","-12,383,753",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"4,285,229","646,813","406,433","546,525","284,619","204,388","148,957","125,000","119,530","119,410","118,617","104,002","89,784","79,446","73,272","67,893","66,873","64,485","57,681","57,120",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"4,285,229","646,813","406,433","546,525","284,690","204,388","148,957","125,000","119,530","119,410","118,617","104,002","89,784","79,446","73,272","67,893","66,873","64,485","57,681","57,120",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),1405.226%,216.463%,172.853%,337.220%,138.175%,71.165%,25.578%,20.190%,33.131%,50.303%,61.886%,53.185%,34.260%,23.201%,27.030%,18.860%,17.169%,13.702%,2.375%,1.514%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-4.142,-1.376,-20.457,-48.609,2.344,-151.171,-28.762,-255.538,-125.567,-93.065,-142.540,-356.720,-641.815,-182.803,-155.959,-577.952,83.779,-322.165,-111.859,-216.802,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-4.142,-1.380,-20.457,-48.609,2.340,-151.171,-28.800,-255.538,-125.600,-93.065,-142.540,-356.720,-641.815,-182.803,-155.959,-577.952,83.779,-322.165,-111.859,-216.802,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-3,026,967","684,299","-5,301,663","-8,225,201","-6,586,316","-8,303,189","-6,382,130","-11,429,412","-10,765,099","-14,350,083","-19,740,403","-10,570,040","-21,001,823","-25,446,331","-11,579,867","-10,412,717","-14,367,739","-12,346,539","-8,089,693","-4,090,329",Upgrade,Financials in USD,Fiscal year is April - March
