Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+1 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+1 Quarters,,
Revenue,"322,109","396,312","482,814","237,082","489,493","629,462","624,237","621,229","621,131","605,404","624,138","774,061","759,029","517,900",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Revenue Growth (YoY),-34.195%,-37.040%,-22.655%,-61.837%,-21.193%,3.974%,0.016%,-19.744%,-18.168%,16.896%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Cost of Revenue,"169,359","215,801","246,868","193,052","214,055","227,766","311,241","419,105","473,201","442,933","425,173","480,730","422,064","1,175,758",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Gross Profit,"152,750","180,511","235,946","44,030","275,438","401,696","312,996","202,124","147,930","162,471","198,965","293,331","336,965","-657,858",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
"Selling, General & Admin","490,090","523,856","465,524","330,296","245,713","273,169","165,747","1,122,415","1,035,464","1,389,709","1,140,714","269,839","791,817","709,643","163,900","372,593","381,252","348,192","17,547","16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,"79,926",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Operating Expenses,"-22,837","-149,244",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Operating Expenses,"529,889","476,570","652,699","2,431,655","296,819","305,925","239,480","1,201,708","1,251,273","1,473,754","1,480,013","741,188","871,416","800,213","196,257","406,931","381,252","348,192","17,547","16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Operating Income,"-377,139","-296,059","-416,753","-2,387,625","-21,381","95,771","73,516","-999,584","-1,103,343","-1,311,283","-1,281,048","-447,857","-534,451","-1,458,071","-196,257","-406,931","-381,252","-348,192","-17,547","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Interest Expense,"-94,234","-111,117","-85,775","-143,555","-50,459","-76,421","-70,079","-99,768","-109,122","-115,117","-127,749","-73,077","-191,728","-136,162",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Interest & Investment Income,-,-,"1,168",-,"106,087","110,867","109,057","103,757","105,043","77,144","86,500","74,089","107,703","74,831",-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,530",135,-,-,-,1,-1,"62,476","-133,897","41,759",-69,"-4,037","-4,467","-4,699","-7,960",741,-698,"-2,447",-112,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-22,762","-50,217","31,466","-1,569,870","19,359","6,383","67,243","407,814","346,492","507,769","-420,061","-15,022","-5,899","-22,073",-,"-9,647","-3,649","-1,481",-,-,Upgrade,Financials in CAD,Fiscal year is January - December
EBT Excluding Unusual Items,"-492,605","-457,258","-469,894","-4,101,050","53,606","136,601","179,736","-525,305","-894,827","-799,728","-1,742,427","-465,904","-628,842","-1,546,174","-204,217","-415,837","-385,599","-352,120","-17,659","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,"-3,780,891",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Asset Writedown,-,-,"-755,339",-,-,"-16,116",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Other Unusual Items,-,"15,104",-,"119,756","99,692","-20,607","30,000",-,-,-,-,"25,923",-,-,-,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
Pretax Income,"-492,605","-442,154","-1,225,233","-3,981,294","153,298","99,878","209,736","-525,305","-894,827","-799,728","-1,742,427","-4,220,872","-628,842","-1,546,174","-204,217","-415,837","-385,599","-352,120","-17,659","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income,"-492,605","-442,154","-1,225,233","-3,981,294","153,298","99,878","209,736","-525,305","-894,827","-799,728","-1,742,427","-4,220,872","-628,842","-1,546,174","-204,217","-415,837","-385,599","-352,120","-17,659","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Net Income to Common,"-492,605","-442,154","-1,225,233","-3,981,294","153,298","99,878","209,736","-525,305","-894,827","-799,728","-1,742,427","-4,220,872","-628,842","-1,546,174","-204,217","-415,837","-385,599","-352,120","-17,659","-16,016",Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Basic),"24,630,250","22,107,700","24,504,660","12,593,802","12,244,773","6,192,280","11,769,877","10,753,547","10,257,742","9,803,235","8,792,241","7,639,900","7,091,775","5,004,591","2,529,000","2,463,120","2,400,000","2,400,040","880,040",-,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Outstanding (Diluted),"24,630,250","22,107,700","24,504,660","12,593,802","12,761,547","6,192,280","12,335,205","10,753,547","10,257,742","9,803,235","8,792,241","7,639,900","7,091,775","5,004,591","2,529,000","2,463,120","2,400,000","2,400,040","880,040",-,Upgrade,Financials in CAD,Fiscal year is January - December
Shares Change (YoY),93.004%,257.020%,98.656%,17.113%,24.409%,-36.834%,40.296%,40.755%,44.643%,95.885%,247.657%,210.172%,195.491%,108.521%,187.373%,-,-,-,-,-,Upgrade,Financials in CAD,Fiscal year is January - December
