Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"3,000",-,"28,009","33,922","59,011","55,116","48,245","128,561","172,968","195,186","188,664","199,632","214,051","239,198","237,018","255,385","274,985","263,862","235,311","292,544",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-94.916%,-,-41.944%,-73.614%,-65.883%,-71.762%,-74.428%,-35.601%,-19.193%,-18.400%,-20.401%,-21.831%,-22.159%,-9.347%,0.725%,-12.702%,31.671%,5.917%,-10.785%,2.212%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,272,-,"13,406","22,943","22,088","19,717","16,597","42,738","59,771","58,698","63,900","54,545","62,245","86,729","75,814","96,036","105,862","59,900","48,887","72,559",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,728",-,"14,603","10,979","36,923","35,399","31,648","85,823","113,197","136,488","124,764","145,087","151,806","152,469","161,204","159,349","169,123","203,962","186,424","219,985",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,143,124","399,236","313,189","330,077","313,053","348,712","367,526","928,936","383,061","406,007","453,708","461,374","638,660","450,027","490,347","549,635","938,447","462,203","516,544","1,509,014",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,143,124","399,236","313,189","330,077","313,053","348,712","367,526","928,936","383,061","406,007","453,708","461,374","638,660","450,027","490,347","549,635","938,447","462,203","516,544","1,509,014",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,140,396","-399,236","-298,586","-319,098","-276,130","-313,313","-335,878","-843,113","-269,864","-269,519","-328,944","-316,287","-486,854","-297,558","-329,143","-390,286","-769,324","-258,241","-330,120","-1,289,029",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-271,766","-190,720","-185,968","-250,078","-234,536","-224,303","-343,582","-302,648","-165,493","-244,692","-219,951","-231,356","-213,859","-231,055","-292,836","-200,182","-230,230","-162,483","-276,226","-480,801",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,084,865","947,166","-618,307","679,006","2,392,672","-307,796","542,983","2,893,902","-6,994,461","3,638,827","-549,005","3,122,066","4,562,135","9,612,314","-4,915,500","4,108,200","-12,414,153","-1,009,711","-103,657","620,704",Upgrade,Financials in USD,Fiscal year is January - December
