Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","9,316","205,000","59,980","252,855","111,421","287,099","12,051","132,718","6,816","119,970","16,052","10,787",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),0%,0%,0%,0%,-46.329%,-97.561%,-91.664%,-98.023%,-91.639%,-28.596%,397.718%,90.521%,1534.698%,139.309%,-24.925%,1130.351%,-39.655%,843.383%,91.849%,-15.436%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,"3,300",-,"1,508",-,-,-,"3,300",-,-,-,-,"10,352",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,000","5,000","5,000","5,000","5,000","5,000","5,000","5,000","6,016","205,000","58,472","252,855","111,421","287,099","8,751","132,718","6,816","119,970","16,052",435,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","124,032","142,937","123,489","136,791","113,570","112,983","128,260","117,978","128,454","114,332","133,418","100,620","114,578","123,282","115,627","116,958","121,146","122,771","136,324","108,098",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"129,969","147,693","128,184","141,538","118,110","117,823","132,904","122,716","133,183","119,010","138,011","105,315","119,274","127,579","119,878","125,007","125,438","132,732","146,044","117,899",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-124,969","-142,693","-123,184","-136,538","-113,110","-112,823","-127,904","-117,716","-127,167","85,990","-79,539","147,540","-7,853","159,520","-111,127","7,711","-118,622","-12,762","-129,992","-117,464",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-167,757","-166,610","-166,408","-167,757","-167,757","-167,522","-1,384,114","-291,177","-291,178","-290,945","-289,569","-326,836","-294,216","-308,084","-283,907","-302,687","-291,137","-300,031","-300,092","-294,523",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"6,122","5,854",-780,504,"-6,651","4,270","-3,038","8,316",277,"4,714","18,728","7,051","79,445","-203,503","-40,471",-,-,-,-,"-90,292",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-286,604","-303,449","-290,372","-303,791","-287,518","-276,075","-1,515,056","-400,577","-418,068","-200,241","-350,380","-172,245","-222,624","-352,067","-435,505","-294,976","-409,759","-312,793","-430,084","-502,279",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"75,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,"8,518","135,861","6,863","19,272","83,553",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-286,604","-303,449","-290,372","-303,791","-287,518","-276,075","-1,515,056","-400,577","-418,068","-191,723","-214,519","-165,382","-203,352","-268,514","-435,505","-294,976","-409,759","-312,793","-430,084","-427,279",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-286,604","-303,449","-290,372","-303,791","-287,518","-276,075","-1,515,056","-400,577","-418,068","-191,723","-214,519","-165,382","-203,352","-268,514","-435,505","-294,976","-409,759","-312,793","-430,084","-427,279",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-286,604","-303,449","-290,372","-303,791","-287,518","-276,075","-1,515,056","-400,577","-418,068","-191,723","-214,519","-165,382","-203,352","-268,514","-435,505","-294,976","-409,759","-312,793","-430,084","-427,279",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-286,604","-303,449","-290,372","-303,791","-287,518","-276,075","-1,515,056","-400,577","-418,068","-191,723","-214,519","-165,382","-203,352","-268,514","-435,505","-294,976","-409,759","-312,793","-430,084","-427,279",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,471,746","4,539,843","4,540,188","4,471,746","4,471,746","4,471,746","2,896,689",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"4,539,843","4,639,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,539,843","4,471,746","4,539,843","4,540,188","4,471,746","4,471,746","4,471,746","2,896,689",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,2.203%,-,-,-,-,-,-,-,1.523%,-,-0.008%,1.523%,-,1.523%,56.737%,54.374%,54.374%,54.374%,1.173%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.063,-0.067,-0.064,-0.067,-0.063,-0.061,-0.334,-0.088,-0.092,-0.042,-0.047,-0.036,-0.045,-0.060,-0.096,-0.065,-0.092,-0.070,-0.096,-0.148,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.063,-0.070,-0.064,-0.067,-0.063,-0.061,-0.334,-0.090,-0.092,-0.042,-0.050,-0.040,-0.045,-0.060,-0.100,-0.065,-0.092,-0.070,-0.100,-0.150,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-12,542","-28,089","-12,291","-3,843","-4,818","-16,781","-51,715","-45,510","-32,923","164,543","-40,940","174,678","28,884","186,706","-15,663","46,944","-37,643","52,313","-15,849","-86,236",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.003,-0.006,-0.003,-0.001,-0.001,-0.004,-0.011,-0.010,-0.007,0.036,-0.009,0.038,0.006,0.042,-0.003,0.010,-0.008,0.012,-0.004,-0.030,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,64.577%,100.000%,97.486%,100.000%,100.000%,100.000%,72.616%,100.000%,100.000%,100.000%,100.000%,4.033%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2499.380%,-2853.860%,-2463.680%,-2730.760%,-2262.200%,-2256.460%,-2558.080%,-2354.320%,-1365.039%,41.946%,-132.609%,58.350%,-7.048%,55.563%,-922.139%,5.810%,-1740.346%,-10.638%,-809.818%,-1088.940%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-5732.080%,-6068.980%,-5807.440%,-6075.820%,-5750.360%,-5521.500%,-30301.120%,-8011.540%,-4487.634%,-93.523%,-357.651%,-65.406%,-182.508%,-93.527%,-3613.849%,-222.258%,-6011.722%,-260.726%,-2679.317%,-3961.055%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-250.840%,-561.780%,-245.820%,-76.860%,-96.360%,-335.620%,-1034.300%,-910.200%,-353.403%,80.265%,-68.256%,69.082%,25.923%,65.032%,-129.973%,35.371%,-552.274%,43.605%,-98.735%,-799.444%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-119,032","-137,937","-118,489","-131,791","-108,570","-107,983","-123,260","-112,978","-122,438","90,668","-74,946","152,235","-3,157","163,817","-106,876","15,760","-114,330","-2,801","-120,272","-107,664",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-,-,-,-,44.228%,-124.952%,60.206%,-2.833%,57.059%,-,11.875%,-,-2.335%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,937","4,756","4,695","4,747","4,540","4,840","4,644","4,738","4,729","4,678","4,593","4,695","4,696","4,297","4,251","8,049","4,292","9,961","9,720","9,800",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-124,969","-142,693","-123,184","-136,538","-113,110","-112,823","-127,904","-117,716","-127,167","85,990","-79,539","147,540","-7,853","159,520","-111,127","7,711","-118,622","-12,762","-129,992","-117,464",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-,-,-,-,41.946%,-132.609%,58.350%,-7.048%,55.563%,-,5.810%,-,-10.638%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
