Fiscal Year,TTM,FY 2021,FY 2020,FY 2019,FY 2018,FY 2017,2016 - 2012,Currency,Fiscal_Year_period
Period Ending,"Dec '21 Dec 31, 2021","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018","Dec '17 Dec 31, 2017",2016 - 2012,,
Revenue,"1,563,000","1,563,000","3,570,000","2,657,000","410,000","2,966,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-56.218%,-56.218%,34.362%,548.049%,-86.177%,-33.557%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,524,000","1,524,000","1,781,000","1,505,000","1,759,000","3,849,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"39,000","39,000","1,789,000","1,152,000","-1,349,000","-883,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,253,000","1,253,000","1,879,000","1,877,000","2,566,000","4,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,253,000","1,253,000","1,879,000","1,877,000","2,566,000","4,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,214,000","-1,214,000","-90,000","-725,000","-3,915,000","-5,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-200,000","-200,000","-450,000","-462,000","-395,000","-596,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"13,000","172,000","4,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,414,000","-1,414,000","-540,000","-1,174,000","-4,138,000","-5,817,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-668,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"535,000","535,000",-,"-2,600,000","296,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-879,000","-879,000","-1,208,000","-3,774,000","-3,842,000","-5,817,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-135,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-879,000","-879,000","-1,208,000","-3,774,000","-3,842,000","-5,682,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-879,000","-879,000","-1,208,000","-3,774,000","-3,842,000","-5,682,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,801,000","56,801,000","32,320,000","26,720,000","21,146,000","15,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"56,801,000","56,801,000","32,320,000","26,720,000","21,146,000","15,903,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),75.746%,75.746%,20.958%,26.360%,32.969%,33.976%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.015,-0.015,-0.037,-0.141,-0.182,-0.357,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.020,-0.020,-0.040,-0.141,-0.182,-0.360,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-742,000","-742,000","-719,000","-618,000","-3,908,000","-4,510,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.013,-0.013,-0.022,-0.023,-0.185,-0.284,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,2.495%,2.495%,50.112%,43.357%,-,-29.771%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-77.671%,-77.671%,-2.521%,-27.286%,-954.878%,-176.163%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-56.238%,-56.238%,-33.838%,-142.040%,-937.073%,-191.571%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-47.473%,-47.473%,-20.140%,-23.259%,-953.171%,-152.057%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,141,000","-1,141,000","35,000","-452,000","-3,635,000","-4,931,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-73.001%,-73.001%,0.980%,-17.012%,-,-166.251%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"73,000","73,000","125,000","273,000","280,000","294,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,214,000","-1,214,000","-90,000","-725,000","-3,915,000","-5,225,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-77.671%,-77.671%,-2.521%,-27.286%,-,-176.163%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"1,563,000","1,563,000","3,570,000","2,657,000","410,000","2,966,000",Upgrade,Financials in USD,Fiscal year is January - December
