Fiscal Quarter,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,Q2 2018,Q1 2018,Q4 2017,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Dec '17 Dec 31, 2017","Sep '17 Sep 30, 2017",+20 Quarters,,
Revenue,"107,500","99,990","164,552","19,193","78,620","51,650","90,499",-,-,"5,000",-,-,"7,625","12,875","12,875","74,473","71,500","41,250","26,500","16,249",Upgrade,Financials in USD,Fiscal year is October - September
Revenue Growth (YoY),36.734%,93.591%,81.827%,-,-,933.000%,-,-,-,-61.165%,-,-,-89.336%,-68.788%,-51.415%,358.324%,273.856%,-69.268%,-74.303%,-,Upgrade,Financials in USD,Fiscal year is October - September
Cost of Revenue,"10,400","10,400","26,000","79,130","10,400","58,950","80,100",-,-,-,-,-,"4,575","7,725","7,725","28,335","16,967","17,666","16,992","17,193",Upgrade,Financials in USD,Fiscal year is October - September
Gross Profit,"97,100","89,590","138,552","-59,937","68,220","-7,300","10,399",-,-,"5,000",-,-,"3,050","5,150","5,150","46,138","54,533","23,584","9,508",-944,Upgrade,Financials in USD,Fiscal year is October - September
"Selling, General & Admin","430,227","310,702","287,749","295,813","272,666","362,218","308,541","352,811","813,380","423,130","337,273","364,267","404,210","535,593","475,864","493,514","837,368","561,317","334,163","514,987",Upgrade,Financials in USD,Fiscal year is October - September
Operating Expenses,"430,227","310,702","287,749","295,813","272,666","362,218","308,541","352,811","836,060","423,130","337,273","364,267","404,210","535,593","475,864","493,514","837,368","561,317","334,163","514,987",Upgrade,Financials in USD,Fiscal year is October - September
Operating Income,"-333,127","-221,112","-149,197","-355,750","-204,446","-369,518","-298,142","-352,811","-836,060","-418,130","-337,273","-364,267","-401,160","-530,443","-470,714","-447,376","-782,835","-537,733","-324,655","-515,931",Upgrade,Financials in USD,Fiscal year is October - September
Interest Expense,"-55,541","-49,039","-45,962","-41,746","-36,230","-31,993","-26,158","-22,576","-19,751","-16,211","-9,323","-7,527","-6,042","-28,267","-55,540","-119,382","-77,085","-75,578","-73,347","-52,235",Upgrade,Financials in USD,Fiscal year is October - September
Other Non Operating Income (Expenses),"-353,000",-,-,-,-,-,-,-,"-43,815",-,-,"160,064","-108,630","-22,000",-,"-100,644","-720,517","-70,422",-,"-51,150",Upgrade,Financials in USD,Fiscal year is October - September
EBT Excluding Unusual Items,"-741,668","-270,151","-195,159","-397,496","-240,676","-401,511","-324,300","-375,387","-899,626","-434,341","-346,596","-211,730","-515,832","-580,710","-526,254","-667,402","-1,580,437","-683,733","-398,002","-619,316",Upgrade,Financials in USD,Fiscal year is October - September
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-405,383",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Other Unusual Items,-,"4,914",-,"37,166",-,-,-,"56,840","4,000","-507,265",-,"-160,064",-,-,"-51,434",-,-,"-163,845",-,-,Upgrade,Financials in USD,Fiscal year is October - September
Pretax Income,"-741,668","-265,237","-195,159","-360,330","-240,676","-401,511","-324,300","-318,547","-895,626","-941,606","-346,596","-371,794","-515,832","-580,710","-983,071","-667,402","-1,580,437","-847,578","-398,002","-619,316",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Continuing Operations,"-741,668","-265,237","-195,159","-360,330","-240,676","-401,511","-324,300","-318,547","-895,626","-941,606","-346,596","-371,794","-515,832","-580,710","-983,071","-667,402","-1,580,437","-847,578","-398,002","-619,316",Upgrade,Financials in USD,Fiscal year is October - September
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"229,105",Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Company,"-741,668","-265,237","-195,159","-360,330","-240,676","-401,511","-324,300","-318,547","-895,626","-941,606","-346,596","-371,794","-515,832","-580,710","-983,071","-667,402","-1,580,437","-847,578","-398,002","-390,211",Upgrade,Financials in USD,Fiscal year is October - September
Minority Interest in Earnings,"119,547","87,317","62,946","101,537","87,079","188,334","143,602","160,552","76,568","22,050","22,129","54,541","4,917",643,"3,759","18,973","-2,179","21,473","45,969","68,441",Upgrade,Financials in USD,Fiscal year is October - September
Net Income,"-622,121","-177,920","-132,213","-258,793","-153,597","-213,177","-180,698","-157,995","-819,058","-919,556","-324,467","-317,253","-510,915","-580,067","-979,312","-648,429","-1,582,616","-826,105","-352,033","-321,770",Upgrade,Financials in USD,Fiscal year is October - September
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"433,000",-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
Net Income to Common,"-622,121","-177,920","-132,213","-258,793","-153,597","-213,177","-180,698","-157,995","-819,058","-919,556","-324,467","-317,253","-510,915","-580,067","-979,312","-648,429","-2,015,616","-826,105","-352,033","-321,770",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Basic),"135,226,912","125,752,077","124,502,077","123,007,653","122,096,521","120,333,327","118,960,909","116,042,304","110,919,467","107,497,077","107,497,077","101,958,933","107,433,349","103,977,232","100,952,569","99,165,157","95,906,597","91,551,485","90,336,112","90,054,486",Upgrade,Financials in USD,Fiscal year is October - September
Shares Outstanding (Diluted),"135,226,912","125,752,077","124,502,077","123,007,653","122,096,521","120,333,327","118,960,909","116,042,304","110,919,467","107,497,077","107,497,077","101,958,933","107,433,349","103,977,232","100,952,569","99,165,157","95,906,597","91,551,485","90,336,112","90,054,486",Upgrade,Financials in USD,Fiscal year is October - September
Shares Change (YoY),10.754%,4.503%,4.658%,6.002%,10.077%,11.941%,10.664%,13.813%,3.245%,3.385%,6.483%,2.817%,12.019%,13.572%,11.752%,10.117%,8.580%,8.160%,11.528%,-,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Basic),-0.005,-0.001,-0.001,-0.002,-0.001,-0.002,-0.002,-0.001,-0.007,-0.009,-0.003,-0.003,-0.005,-0.006,-0.010,-0.007,-0.021,-0.009,-0.004,-0.004,Upgrade,Financials in USD,Fiscal year is October - September
EPS (Diluted),-0.005,-0.001,-0.001,-0.002,-0.001,-0.002,-0.002,-0.001,-0.007,-0.009,-0.003,-0.003,-0.005,-0.006,-0.010,-0.007,-0.021,-0.009,-0.004,-0.004,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow,"-297,433","-370,082","-68,119","-164,670","-195,340","-297,384","-267,797","-273,998","-197,994","-337,217","-195,784","-246,456","-287,567","-370,830","-314,460","-246,992","-311,711","-331,181","-147,189","-268,706",Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Per Share,-0.002,-0.003,-0.001,-0.001,-0.002,-0.002,-0.002,-0.002,-0.002,-0.003,-0.002,-0.002,-0.003,-0.004,-0.003,-0.002,-0.003,-0.004,-0.002,-0.003,Upgrade,Financials in USD,Fiscal year is October - September
Gross Margin,90.326%,89.599%,84.200%,-,86.772%,-14.133%,11.491%,-,-,100.000%,-,-,40.000%,40.000%,40.000%,61.953%,76.270%,57.173%,35.879%,-5.809%,Upgrade,Financials in USD,Fiscal year is October - September
Operating Margin,-309.886%,-221.134%,-90.669%,-1853.540%,-260.043%,-715.427%,-329.442%,-,-,-8362.600%,-,-,-5261.115%,-4119.946%,-3656.031%,-600.722%,-1094.874%,-1303.595%,-1225.113%,-3175.155%,Upgrade,Financials in USD,Fiscal year is October - September
Profit Margin,-578.717%,-177.938%,-80.347%,-1348.372%,-195.366%,-412.734%,-199.669%,-,-,-18391.120%,-,-,-6700.525%,-4505.375%,-7606.307%,-870.690%,-2819.043%,-2002.679%,-1328.426%,-1980.245%,Upgrade,Financials in USD,Fiscal year is October - September
Free Cash Flow Margin,-276.682%,-370.119%,-41.397%,-857.969%,-248.461%,-575.768%,-295.912%,-,-,-6744.340%,-,-,-3771.370%,-2880.233%,-2442.408%,-331.653%,-435.959%,-802.863%,-555.430%,-1653.677%,Upgrade,Financials in USD,Fiscal year is October - September
EBITDA,-,-,-,"-355,359","-204,055","-369,127","-297,751","-352,811","-836,060","-418,130","-335,711","-364,002","-400,896","-530,179","-470,450","-447,112","-782,570","-536,769","-323,641","-512,918",Upgrade,Financials in USD,Fiscal year is October - September
EBITDA Margin,-,-,-,-,-259.546%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is October - September
D&A For EBITDA,-,-,-,391,391,391,391,-,-,-,"1,562",265,264,264,264,264,265,964,"1,014","3,013",Upgrade,Financials in USD,Fiscal year is October - September
