Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"20,428,000","29,597,000","18,390,000","20,610,000","23,167,000","22,752,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-28.222%,60.941%,-10.771%,-11.037%,1.824%,38.234%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,083,000","1,342,000","2,588,000","3,312,000","2,248,000","1,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"19,345,000","28,255,000","15,802,000","17,298,000","20,919,000","21,658,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","18,641,000","23,526,000","20,663,000","19,316,000","18,543,000","21,587,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"686,000","1,189,000","1,725,000","4,110,000","2,408,000","2,183,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"19,327,000","24,715,000","22,388,000","23,426,000","20,951,000","23,770,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"18,000","3,540,000","-6,586,000","-6,128,000","-32,000","-2,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-6,393,000","-7,383,000","-5,013,000","-3,101,000","-5,989,000","-27,625,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"594,000","681,000","680,000","761,000","301,000","232,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-366,000","-1,713,000","-1,913,000","-2,733,000","-2,060,000","-414,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,449,000","-1,767,000","-2,662,000","-2,017,000","1,502,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"799,000","3,968,000","5,563,000","-2,338,000","504,000","3,676,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,899,000","-2,674,000","-9,931,000","-15,556,000","-5,774,000","-26,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-2,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-544,000","-297,000","-133,000",-,"7,672,000","-21,947,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"858,000","-821,000","-501,000","-365,000","-925,000","-3,779,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,585,000","-3,792,000","-10,565,000","-15,921,000","973,000","-54,678,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-89,000","-59,000","60,000","25,000","-381,000","164,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,496,000","-3,733,000","-10,625,000","-15,946,000","1,354,000","-54,842,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,496,000","-3,733,000","-10,625,000","-15,946,000","1,354,000","-54,842,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"63,865,571","53,105,388","49,439,867","49,253,156","48,897,004","42,259,460",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"63,865,571","53,105,388","49,439,867","49,253,156","48,897,004","42,259,460",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.524%,7.414%,0.379%,0.728%,15.707%,14.655%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.055,-0.070,-0.215,-0.324,0.028,-1.298,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.055,-0.070,-0.215,-0.324,0.028,-1.298,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,605,000","-1,520,000","-5,099,000","-1,327,000","-2,466,000","-4,583,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.025,-0.029,-0.103,-0.027,-0.050,-0.108,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,94.698%,95.466%,85.927%,83.930%,90.296%,95.192%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,0.088%,11.961%,-35.813%,-29.733%,-0.138%,-9.283%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-17.114%,-12.613%,-57.776%,-77.370%,5.845%,-241.043%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-7.857%,-5.136%,-27.727%,-6.439%,-10.644%,-20.143%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"41,000","3,572,000","-6,533,000","-6,069,000","28,000","-2,039,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,0.201%,12.069%,-35.525%,-29.447%,0.121%,-8.962%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"23,000","32,000","53,000","59,000","60,000","73,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"18,000","3,540,000","-6,586,000","-6,128,000","-32,000","-2,112,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,0.088%,11.961%,-35.813%,-29.733%,-0.138%,-9.283%,Upgrade,Financials in USD,Fiscal year is January - December
