Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"1,624,000","2,043,000","3,051,000","5,544,000","2,706,000","3,970,000","4,030,000","4,526,000","6,427,000","7,397,000","8,074,000","6,483,000","5,219,000","5,433,000","4,361,000","4,230,000","3,894,000","4,163,000","4,405,000","3,684,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-39.985%,-48.539%,-24.293%,22.492%,-57.896%,-46.330%,-50.087%,-30.187%,23.146%,36.149%,85.141%,53.262%,34.027%,30.507%,-0.999%,14.821%,-30.340%,-38.950%,-33.739%,-21.600%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"994,000","1,265,000","2,107,000","3,579,000","1,609,000","1,879,000","3,139,000","3,776,000","3,671,000","4,558,000","4,434,000","3,376,000","2,310,000","2,794,000","1,943,000","2,117,000","1,666,000","1,732,000","1,963,000","1,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"630,000","778,000","944,000","1,965,000","1,097,000","2,091,000","891,000","750,000","2,756,000","2,839,000","3,640,000","3,107,000","2,909,000","2,639,000","2,418,000","2,113,000","2,228,000","2,431,000","2,442,000","1,734,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,589,000","1,540,000","1,879,000","1,829,000","1,798,000","2,094,000","2,356,000","2,379,000","2,701,000","2,657,000","3,262,000","2,513,000","2,526,000","2,807,000","2,638,000","2,847,000","2,408,000","2,781,000","4,570,000","4,470,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-83,000","-26,000","6,000","37,000","41,000","39,000","52,000","40,000","9,000","744,000","11,000","10,000","5,000",-,"9,000","6,000","741,000","408,000","2,223,000","1,102,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,506,000","1,514,000","1,885,000","1,866,000","1,839,000","2,133,000","2,408,000","2,419,000","2,710,000","3,401,000","3,273,000","2,523,000","2,531,000","2,807,000","2,647,000","2,853,000","3,149,000","3,189,000","6,793,000","5,572,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-876,000","-736,000","-941,000","99,000","-742,000","-42,000","-1,517,000","-1,669,000","46,000","-562,000","367,000","584,000","378,000","-168,000","-229,000","-740,000","-921,000","-758,000","-4,351,000","-3,838,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-146,000","-156,000","-183,000","-114,000","-121,000","-111,000","-131,000","-56,000","-7,000","-91,000","-1,000","-1,000","-2,000","-3,000","-28,000","-29,000","-29,000","-76,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
