Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"426,506,000","446,630,000","419,507,000","497,734,000","451,665,000","546,852,000","515,267,000","555,812,000","541,690,000","569,114,000","652,259,000","789,429,000","772,028,000","713,830,000","717,919,000","760,221,000","634,860,000","687,588,000","820,405,000","764,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"426,506,000","446,630,000","419,507,000","497,734,000","451,665,000","546,852,000","515,267,000","555,812,000","541,690,000","569,114,000","652,259,000","789,429,000","772,028,000","713,830,000","717,919,000","760,221,000","634,860,000","687,588,000","820,405,000","764,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-5.570%,-18.327%,-18.585%,-10.449%,-16.619%,-3.912%,-21.003%,-29.593%,-29.835%,-20.273%,-9.146%,3.842%,21.606%,3.817%,-12.492%,-0.599%,-12.964%,-1.735%,13.880%,-2.745%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"200,250,000","202,239,000","199,013,000","248,833,000","228,944,000","233,363,000","232,742,000","256,113,000","258,423,000","257,119,000","257,478,000","312,172,000","296,327,000","313,432,000","289,997,000","357,818,000","311,526,000","334,835,000","382,561,000","395,367,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"226,256,000","244,391,000","220,494,000","248,901,000","222,721,000","313,489,000","282,525,000","299,699,000","283,267,000","311,995,000","394,781,000","477,257,000","475,701,000","400,398,000","427,922,000","402,403,000","323,334,000","352,753,000","437,844,000","369,433,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","148,322,000","124,315,000","130,068,000","140,433,000","138,772,000","137,729,000","150,793,000","170,333,000","193,108,000","182,449,000","212,379,000","244,489,000","241,918,000","170,933,000","183,632,000","170,494,000","162,074,000","172,851,000","166,768,000","160,671,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"20,190,000","28,568,000","25,902,000","28,140,000","31,582,000","28,037,000","27,703,000","30,244,000","31,929,000","29,196,000","29,459,000","38,276,000","25,715,000","28,929,000","29,153,000","63,641,000","28,474,000","30,408,000","31,615,000","34,379,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"168,512,000","152,883,000","155,970,000","168,573,000","170,354,000","165,766,000","178,496,000","200,577,000","225,037,000","211,645,000","241,838,000","282,765,000","267,633,000","199,862,000","212,785,000","234,135,000","190,548,000","203,259,000","198,383,000","195,050,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"57,744,000","91,508,000","64,524,000","80,328,000","52,367,000","147,723,000","104,029,000","99,122,000","58,230,000","100,350,000","152,943,000","194,492,000","208,068,000","200,536,000","215,137,000","168,268,000","132,786,000","149,494,000","239,461,000","174,383,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-62,898,000","-44,839,000","-139,000","-254,000","-203,000","-271,000","-229,000","-803,000","-74,931,000","-139,931,000","-135,075,000","-143,603,000","-142,994,000","-141,643,000","-134,697,000","-135,345,000","-135,829,000","-129,562,000","-136,373,000","-138,718,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"171,000","172,000","139,000","493,000","193,000","151,000","120,000","513,000","178,000","147,000","126,000","102,000","36,000","90,000","356,000","95,000","181,000","398,000","3,496,000","4,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-93,000","64,000","-5,000","274,000","13,000","34,000","-122,000","-81,000","-71,000","-140,000","-86,000","-54,000","-89,000","-159,000","-151,000","-213,000","2,609,000","13,000","-249,000","200,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"601,000","274,000","-165,000","-1,838,000","2,067,000","-1,891,000","-117,000","-2,465,000","3,984,000","2,280,000","-1,712,000","254,000","754,000","-876,000","-1,385,000","-3,957,000","-1,332,000","-2,816,000","5,639,000","-911,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-193,000","24,000","-5,763,000","6,000","-550,000","1,583,000","-163,000","30,000","70,000","5,418,000","644,000","-7,396,000","5,397,000","399,000","979,000","339,000","4,029,000","303,000","392,000","1,176,000",Upgrade,Financials in USD,Fiscal year is January - December
