Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"2,560","7,589","125,662","38,264","59,568",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-95.537%,-93.961%,228.408%,-35.764%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"171,844","173,122","300,757","19,744","104,729",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-169,284","-165,533","-175,095","18,520","-45,161",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,084,634","1,881,072","2,017,754","3,182,501","7,838,797","5,698,851",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,093,322","1,915,338","2,060,041","3,222,822","7,872,407","5,718,519",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,262,606","-2,080,871","-2,235,136","-3,204,302","-7,917,568","-5,718,519",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-943,192","-308,741","-956,858","-511,131","-47,592","-382,582",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,1,7,38,"2,358",-,4,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-3,205,797","-2,389,605","-3,191,956","-3,713,075","-7,965,160","-6,101,097",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,"-102,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-1,810,744","-1,568,113","-9,041","-71,487",-,"-4,087",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-724,086","4,397","141,520",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,740,627","-3,953,321","-3,059,477","-3,784,562","-7,965,160","-6,207,184",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-5,740,627","-3,953,321","-3,059,477","-3,784,562","-7,965,160","-6,207,184",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,740,627","-3,953,321","-3,059,477","-3,784,562","-7,965,160","-6,207,184",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"59,998","58,891","38,923","61,684","1,539,566",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,800,625","-4,012,212","-3,098,400","-3,846,246","-9,504,726","-6,207,184",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"98,061,291","73,334,678","66,191,644","60,600,548","48,829,160","41,089,784",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"98,061,291","73,334,678","66,191,644","60,600,548","48,829,160","41,089,784",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),39.330%,10.791%,9.226%,24.107%,18.835%,28.437%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.059,-0.055,-0.047,-0.063,-0.195,-0.151,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.059,-0.055,-0.047,-0.063,-0.195,-0.151,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,161,160","-1,199,176","-1,423,684","-4,121,828","-1,491,679","-4,426,119",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.012,-0.016,-0.022,-0.068,-0.031,-0.108,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-139.338%,48.401%,-75.814%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-88383.047%,-27419.568%,-1778.689%,-8374.195%,-13291.647%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-226586.914%,-52868.784%,-2465.662%,-10051.866%,-15956.094%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-45357.813%,-15801.502%,-1132.947%,-10772.078%,-2504.162%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-2,228,218","-2,046,605","-2,192,849","-3,163,981","-7,883,958","-5,698,851",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"34,388","34,266","42,287","40,321","33,610","19,668",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-2,262,606","-2,080,871","-2,235,136","-3,204,302","-7,917,568","-5,718,519",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"10,350","80,498","137,915","143,341","114,244",Upgrade,Financials in USD,Fiscal year is January - December
