Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,-,-,-,-,"70,000",-,-,-,-,-,-,-,-,-,-,-,-,"1,400,000","340,855",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,"70,000",-,-,-,-,-,-,-,-,-,-,-,-,"1,400,000","340,855",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","80,277","96,330","166,742","102,468","34,301","238,758","198,200","348,408","593,739","147,608","3,763,909","991,624","1,187,035","2,807,398","481,209","759,877","680,077","904,018","2,677,503","979,995",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,480,252,480,"10,995","21,221",-,"65,916","66,205","1,700","108,707","580,297","523,204","621,927","956,814","1,556,672","2,572,110","936,196","482,142","311,999","263,101",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"80,757","96,582","167,222","113,463","55,522","238,758","264,116","414,613","595,439","256,315","4,344,206","1,514,828","1,808,962","3,764,212","2,037,881","3,331,987","1,616,273","1,386,160","2,989,502","1,243,096",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-80,757","-96,582","-167,222","-113,463","14,478","-238,758","-264,116","-414,613","-595,439","-256,315","-4,344,206","-1,514,828","-1,808,962","-3,764,212","-2,037,881","-3,331,987","-1,616,273","13,840","-2,648,647","-1,243,096",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-205,616","-215,619","-234,709","-207,686","-185,424","-257,396","-394,278","-971,882","-606,824","-1,094,878","-297,464","-602,564","-445,363","-433,979","-520,907","-383,088","-331,459","-137,089","-1,148,351","-660,961",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"114,722","34,028","15,014","-204,316","306,836","-270,710","52,350","153,238","342,827","370,411","-190,841","52,871","145,449","630,174","-536,345","-105,555","49,992","746,809","-736,298","191,643",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-171,651","-278,173","-386,917","-525,465","135,890","-766,864","-606,044","-1,233,257","-859,436","-980,782","-4,832,511","-2,064,521","-2,108,876","-3,568,017","-3,095,133","-3,820,630","-1,897,740","623,560","-4,533,296","-1,712,414",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-3,200,000",-,-,-,-,"-6,083,146",-,"-4,111,079",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"12,706",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,769,300",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,"16,951,477",-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-88,258","-278,313","-94,829",-,-,-,-,-,"-257,810","93,414","253,347",-,"-27,504","-88,816","-88,817","-41,469","-124,598",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-3,371,651","-278,173","-475,175","-791,072","41,061","-6,850,010","-606,044","-5,344,336","-859,436","15,970,695","-5,090,321","-1,971,107","-1,855,529","-3,568,017","-3,122,637","-3,909,446","-1,986,557","582,091","-4,657,894","-3,481,714",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-3,371,651","-278,173","-475,175","-791,072","41,061","-6,850,010","-606,044","-5,344,336","-859,436","15,970,695","-5,090,321","-1,971,107","-1,855,529","-3,568,017","-3,122,637","-3,909,446","-1,986,557","582,091","-4,657,894","-3,481,714",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"67,165","68,336","66,499","55,089","74,248","93,010","80,625","54,913","81,501","41,424","240,540","176,953","293,001","336,737","319,557","469,204",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-3,304,486","-209,837","-408,676","-735,983","115,309","-6,757,000","-525,419","-5,289,423","-777,935","16,012,119","-4,849,781","-1,794,154","-1,562,528","-3,231,280","-2,803,080","-3,440,242","-1,986,557","582,091","-4,657,894","-3,481,714",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-3,304,486","-209,837","-408,676","-735,983","115,309","-6,757,000","-525,419","-5,289,423","-777,935","16,012,119","-4,849,781","-1,794,154","-1,562,528","-3,231,280","-2,803,080","-3,440,242","-1,986,557","582,091","-4,657,894","-3,481,714",Upgrade,Financials in USD,Fiscal year is January - December
