Fiscal Year,TTM,FY 2022,FY 2021,FY 2020,FY 2019,FY 2018,2017 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019","Dec '18 Dec 31, 2018",2017 - 2016,,
"Selling, General & Admin","19,352,000","29,912,000","31,753,000","22,270,000","23,229,000","18,218,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"51,883,000","78,554,000","83,643,000","69,616,000","63,128,000","39,885,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"71,235,000","108,466,000","115,396,000","91,886,000","86,357,000","58,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-71,235,000","-108,466,000","-115,396,000","-91,886,000","-86,357,000","-58,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-6,407,000","-5,600,000","-3,700,000","-2,600,000","-1,300,000","-900,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"928,000","928,000","88,000","491,000","2,349,000","2,463,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,299,000","61,000","486,000","738,000","26,000","-406,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-75,415,000","-113,077,000","-118,522,000","-93,257,000","-85,282,000","-56,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-520,000","-520,000","-3,226,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-81,444,000","-113,597,000","-121,748,000","-93,257,000","-85,282,000","-56,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"905,000","930,000","428,000","409,000","190,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-82,349,000","-114,527,000","-122,176,000","-93,666,000","-85,472,000","-56,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"3,937,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-82,349,000","-114,527,000","-122,176,000","-93,666,000","-85,472,000","-60,883,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,535,702","4,358,434","2,645,549","1,973,960","1,601,593","1,093,551",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,535,702","4,358,434","2,645,549","1,973,960","1,601,593","1,093,551",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),133.761%,64.746%,34.022%,23.250%,46.458%,483.103%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-9.648,-26.277,-46.182,-47.451,-53.367,-55.675,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-9.648,-26.277,-46.182,-47.451,-53.367,-55.675,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-73,988,000","-101,857,000","-98,244,000","-74,384,000","-75,012,000","-52,741,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-8.668,-23.370,-37.136,-37.683,-46.836,-48.229,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-69,674,000","-106,406,000","-113,180,000","-89,860,000","-84,593,000","-56,168,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,561,000","2,060,000","2,216,000","2,026,000","1,764,000","1,935,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-71,235,000","-108,466,000","-115,396,000","-91,886,000","-86,357,000","-58,103,000",Upgrade,Financials in USD,Fiscal year is January - December
