Fiscal Quarter,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018",+3 Quarters,,
Revenue,-,-,-,"310,000",-,-,-,"400,000","281,000","201,000","198,000","76,000","68,000","349,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-22.500%,-,-,-,426.316%,313.235%,-42.407%,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,"4,792,000",-,-,-,"576,000","462,000","586,000","821,000","542,000","540,000","650,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,"-4,482,000",-,-,-,"-176,000","-181,000","-385,000","-623,000","-466,000","-472,000","-301,000",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,639,000","2,254,000","1,771,000","2,092,000","2,953,000","2,898,000","6,934,000","11,540,000","11,074,000","10,608,000","12,088,000","10,309,000","13,763,000","11,217,000","8,046,000","5,203,000","4,524,000","4,049,000","9,835,000","5,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,901,000","1,779,000","2,917,000","1,037,000","622,000","879,000","694,000","502,000","658,000","857,000","1,108,000","3,198,000","1,469,000","1,350,000","3,070,000","1,483,000","1,845,000","4,580,000","9,554,000","9,919,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,540,000","4,033,000","4,688,000","3,194,000","3,575,000","3,777,000","7,628,000","12,686,000","12,376,000","12,109,000","13,840,000","14,151,000","15,875,000","13,211,000","11,331,000","6,686,000","6,369,000","8,629,000","19,389,000","15,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,540,000","-4,033,000","-4,688,000","-7,676,000","-3,575,000","-3,777,000","-7,628,000","-12,862,000","-12,557,000","-12,494,000","-14,463,000","-14,617,000","-16,347,000","-13,512,000","-11,331,000","-6,686,000","-6,369,000","-8,629,000","-19,389,000","-15,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,"-590,000","-1,359,000","-600,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"3,472,000","-3,126,000","-2,698,000","-951,000","-512,000","-568,000","-566,000","-567,000","-576,000","-554,000","-18,000","-13,073,000","11,205,000","-12,880,000","-1,341,000","48,000","-37,000","-12,000","-37,000","-10,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,068,000","-7,159,000","-7,386,000","-8,627,000","-4,087,000","-4,345,000","-8,194,000","-13,429,000","-13,133,000","-13,048,000","-15,071,000","-29,049,000","-5,742,000","-26,392,000","-12,672,000","-6,638,000","-6,406,000","-8,641,000","-19,426,000","-15,212,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-6,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-2,430,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"177,000","-142,000",-,"1,807,000",-,-,-,"42,863,000","-3,829,000","-2,281,000","-1,841,000","12,007,000","17,427,000","-4,053,000","-27,626,000","-687,000","-3,909,000","4,059,000","15,091,000","-1,469,000",Upgrade,Financials in USD,Fiscal year is January - December
