Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"15,622,000","16,004,000","16,205,000","20,048,000","24,429,000","53,696,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-2.800%,-1.240%,-19.169%,-17.934%,-54.505%,11.301%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,389,000","8,919,000","10,655,000","11,432,000","13,420,000","18,608,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"7,233,000","7,085,000","5,550,000","8,616,000","11,009,000","35,088,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","8,509,000","9,494,000","13,372,000","20,844,000","30,658,000","35,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"133,000","151,000","307,000","1,185,000","2,943,000","5,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,"-6,171,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"8,642,000","3,474,000","13,679,000","22,029,000","33,601,000","41,212,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,409,000","3,611,000","-8,129,000","-13,413,000","-22,592,000","-6,124,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-117,000","-60,000","-1,541,000","-140,000","-9,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,-,-,"15,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"10,000","-204,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,516,000","3,347,000","-9,670,000","-13,553,000","-22,601,000","-6,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-2,788,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-773,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"1,723,000","2,945,000",-,"-11,116,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,540,000","3,096,000","-9,181,000","-15,641,000","-22,601,000","-17,225,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-3,000","-6,000","-47,000","-87,000","-317,000","-615,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,537,000","3,102,000","-9,134,000","-15,554,000","-22,284,000","-16,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"920,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,537,000","3,102,000","-10,054,000","-15,554,000","-22,284,000","-16,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"168,623,250","153,954,000","138,034,000","107,817,000","99,913,000","97,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"168,623,250","153,955,000","138,034,000","107,817,000","99,913,000","97,861,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),10.479%,11.534%,28.026%,7.911%,2.097%,-14.509%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.015,0.020,-0.073,-0.144,-0.223,-0.170,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.015,0.020,-0.073,-0.144,-0.223,-0.170,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-811,000","2,253,000","-1,885,000","-7,520,000","-8,357,000","-3,374,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.005,0.015,-0.014,-0.070,-0.084,-0.034,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,46.300%,44.270%,34.249%,42.977%,45.065%,65.346%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-9.019%,22.563%,-50.164%,-66.904%,-92.480%,-11.405%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-16.240%,19.383%,-62.043%,-77.584%,-91.219%,-30.933%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-5.191%,14.078%,-11.632%,-37.510%,-34.209%,-6.284%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,130,000","3,846,000","-7,137,000","-12,260,000","-21,720,000","-5,408,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-7.233%,24.031%,-44.042%,-61.153%,-88.911%,-10.072%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"279,000","235,000","992,000","1,153,000","872,000","716,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,409,000","3,611,000","-8,129,000","-13,413,000","-22,592,000","-6,124,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-9.019%,22.563%,-50.163%,-66.904%,-92.480%,-11.405%,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"1,100,000","1,200,000","1,300,000","1,300,000","2,500,000",Upgrade,Financials in USD,Fiscal year is January - December
