Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"42,365,570","51,610,562","57,416,535","31,656,932","5,344,320",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-14.248%,-10.112%,81.371%,492.347%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"27,671,915","31,906,278","36,423,246","15,715,759","3,407,430",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"14,693,655","19,704,284","20,993,289","15,941,173","1,936,890",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","8,667,478","9,749,588","8,708,023","6,667,754","1,649,557","330,169",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"4,056,424","4,275,063","1,884,209","629,012","222,052","58,478",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,451,122","14,560,635","10,702,844","7,767,534","3,406,444","1,262,801",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-757,467","5,143,649","10,290,445","8,173,639","-1,469,554","-1,262,801",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-309,610","-110,517","-120,197","-142,427","-65,186","-27,998",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"143,285","48,209","11,110","3,860","10,593","25,628",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-620,473","-655,833","-477,718","-586,028","-18,814",-130,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,544,265","4,425,508","9,703,640","7,449,044","-1,542,961","-1,265,301",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-388,727",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-48,291",-,"-185,195","-4,750",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-849,438","-1,668,436","475,537","111,777","8,372","29,196",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,441,994","2,757,072","9,993,982","7,167,344","-1,534,589","-1,236,105",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-607,019","598,065","2,797,655","1,367,362",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,834,975","2,159,007","7,196,327","5,799,982","-1,534,589","-1,236,105",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,834,975","2,159,007","7,196,327","5,799,982","-1,534,589","-1,236,105",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,834,975","2,159,007","7,196,327","5,799,982","-1,534,589","-1,236,105",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-69.998%,24.075%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"14,799,091","14,555,279","14,080,729","11,402,639","5,927,480","2,577,349",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"14,799,091","16,439,477","15,862,927","13,359,837","5,927,480","2,577,349",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-3.621%,3.635%,18.736%,125.388%,129.984%,8.765%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.124,0.148,0.511,0.509,-0.259,-0.480,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.129,0.130,0.450,0.430,-0.290,-0.480,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-71.111%,4.651%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,909,218","-1,535,962","2,121,307","5,254,389","-408,169","-611,502",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.129,-0.093,0.134,0.393,-0.069,-0.237,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,34.683%,38.179%,36.563%,50.356%,36.242%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-1.788%,9.966%,17.922%,25.819%,-27.497%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4.331%,4.183%,12.534%,18.321%,-28.714%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-4.507%,-2.976%,3.695%,16.598%,-7.637%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-242,960","5,569,263","10,480,600","8,262,117","-1,454,559",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-0.573%,10.791%,18.254%,26.099%,-27.217%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"514,507","425,614","190,155","88,478","14,995",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-757,467","5,143,649","10,290,445","8,173,639","-1,469,554","-1,262,801",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-1.788%,9.966%,17.922%,25.819%,-27.497%,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,21.692%,27.993%,19.078%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"951,266","662,494","337,044","115,102","6,126",Upgrade,Financials in USD,Fiscal year is January - December
