Fiscal Quarter,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,Q2 2019,Q1 2019,Q4 2018,Q3 2018,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019","Mar '19 Mar 31, 2019","Dec '18 Dec 31, 2018","Sep '18 Sep 30, 2018",+20 Quarters,,
Revenue,"64,646,000","66,305,000","60,699,000","65,901,000","74,136,000","115,874,000","42,320,000","39,853,000","48,124,000","41,249,000","49,916,000","49,928,000","41,938,000","46,020,000","48,258,000","41,147,000","56,702,000","49,785,000","56,054,000","51,337,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-12.801%,-42.778%,43.429%,65.360%,54.052%,180.913%,-15.218%,-20.179%,14.750%,-10.367%,3.436%,21.341%,-26.038%,-7.563%,-13.908%,-19.849%,-4.375%,6.775%,19.812%,-18.540%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,858,000","17,300,000","19,866,000","23,651,000","23,664,000","27,755,000","12,309,000","8,259,000","10,757,000","10,855,000","12,541,000","11,986,000","12,235,000","7,803,000","11,591,000","14,922,000","21,284,000","13,100,000","18,557,000","12,991,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"47,788,000","49,005,000","40,833,000","42,250,000","50,472,000","88,119,000","30,011,000","31,594,000","37,367,000","30,394,000","37,375,000","37,942,000","29,703,000","38,217,000","36,667,000","26,225,000","35,418,000","36,685,000","37,497,000","38,346,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","27,651,000","27,960,000","25,250,000","21,762,000","19,332,000","22,182,000","20,325,000","18,482,000","16,636,000","19,879,000","20,687,000","17,697,000","17,959,000","22,255,000","22,464,000","18,537,000","17,228,000","18,141,000","15,476,000","13,878,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,833,000","9,272,000","7,217,000","9,326,000","11,437,000","6,108,000","3,787,000","23,289,000","9,911,000","14,288,000","9,395,000","4,828,000","7,135,000","9,427,000","11,306,000","10,172,000","8,957,000","6,375,000","5,859,000","5,975,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"37,484,000","37,232,000","32,467,000","31,088,000","30,769,000","28,290,000","24,112,000","41,771,000","26,547,000","34,167,000","30,082,000","22,525,000","25,094,000","31,682,000","33,770,000","28,709,000","26,185,000","24,516,000","21,335,000","19,853,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"10,304,000","11,773,000","8,366,000","11,162,000","19,703,000","59,829,000","5,899,000","-10,177,000","10,820,000","-3,773,000","7,293,000","15,417,000","4,609,000","6,535,000","2,897,000","-2,484,000","9,233,000","12,169,000","16,162,000","18,493,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,448,000","-1,516,000","-1,980,000","-1,147,000","-552,000","-366,000","-395,000","-396,000","-422,000","-422,000","-413,000","-489,000","-786,000","-889,000","-707,000","-628,000","-665,000","-686,000","-618,000","-743,000",Upgrade,Financials in USD,Fiscal year is January - December
