Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"61,611,000","64,595,000","65,459,000","67,770,000","65,377,000","66,425,000","69,873,000","76,822,000","72,817,000","72,757,000","61,888,000","65,892,000","53,981,000","47,744,000","41,675,000","32,294,000","24,913,000","14,932,000","8,633,000","6,034,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-5.760%,-2.755%,-6.317%,-11.783%,-10.217%,-8.703%,12.902%,16.588%,34.894%,52.390%,48.501%,104.038%,116.678%,219.743%,382.741%,435.201%,594.342%,6507.080%,2167.730%,1782.219%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"33,612,000","32,029,000","33,129,000","40,551,000","36,863,000","35,871,000","39,932,000","54,866,000","45,075,000","46,089,000","42,776,000","46,181,000","30,657,000","26,126,000","22,934,000","13,107,000","12,663,000","7,460,000","4,474,000","4,174,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"27,999,000","32,566,000","32,330,000","27,219,000","28,514,000","30,554,000","29,941,000","21,956,000","27,742,000","26,668,000","19,112,000","19,711,000","23,324,000","21,618,000","18,741,000","19,187,000","12,250,000","7,472,000","4,159,000","1,860,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","23,834,000","20,335,000","24,933,000","32,380,000","22,726,000","25,577,000","29,789,000","46,693,000","36,932,000","35,880,000","30,095,000","42,953,000","23,493,000","24,213,000","20,699,000","15,774,000","10,533,000","11,026,000","9,849,000","11,048,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,-,-,-,"4,957,000",-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"27,819,000","24,162,000","28,211,000","25,178,000","25,688,000","27,154,000","32,452,000","37,914,000","40,590,000","38,745,000","37,308,000","39,050,000","25,147,000","25,487,000","21,673,000","17,455,000","11,843,000","11,026,000","11,168,000","10,964,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"180,000","8,404,000","4,119,000","2,041,000","2,826,000","3,400,000","-2,511,000","-15,958,000","-12,848,000","-12,077,000","-18,196,000","-19,339,000","-1,823,000","-3,869,000","-2,932,000","1,732,000","407,000","-3,554,000","-7,009,000","-9,104,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-9,510,000","-9,318,000","-9,648,000","-9,359,000","-9,378,000","-9,798,000","-8,522,000","-11,417,000","-13,302,000","-10,970,000","-10,131,000","-9,465,000","-7,502,000","-6,955,000","-6,932,000","-5,955,000","-6,791,000","-3,435,000","-2,952,000","-958,000",Upgrade,Financials in USD,Fiscal year is January - December
