Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Aug '21 Aug 31, 2021","Dec '20 Dec 31, 2020",2019 - 2015,,
Revenue,"1,079,844","785,453","3,407","13,938","35,566","25,065",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),106.997%,22954.095%,-75.556%,-60.811%,41.895%,211.212%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"592,780","442,289","1,149","6,210","13,569","8,955",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"487,064","343,164","2,258","7,728","21,997","16,110",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,567,492","1,815,142","4,022,913","967,209","984,330","1,031,460",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,567,492","1,815,142","4,022,913","967,209","987,574","1,033,893",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,080,428","-1,471,978","-4,020,655","-959,481","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-39,285","-10,865",-,"-1,185",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,931,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,197,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,119,713","-1,482,843","-4,019,527","-960,666","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-96,700","884,751",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,119,713","-1,482,843","-4,116,227","-75,915","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,119,713","-1,482,843","-4,116,227","-75,915","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,119,713","-1,482,843","-4,116,227","-75,915","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,287,948","10,168,552","9,367,458","5,564,268","5,159,068","4,608,446",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,287,948","10,168,552","9,367,458","5,564,268","5,159,068","4,608,446",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-8.133%,8.552%,68.350%,7.854%,11.948%,74.487%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.109,-0.146,-0.439,-,-0.187,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.113,-0.150,-0.440,-,-0.187,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-173,430","-415,198","-805,269","-316,347","-1,043,710","-1,125,276",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.017,-0.041,-0.086,-0.057,-0.202,-0.244,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,45.105%,43.690%,66.275%,55.446%,61.848%,64.273%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-100.054%,-187.405%,-118011.594%,-6883.922%,-2714.888%,-4060.575%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-103.692%,-188.788%,-120816.760%,-544.662%,-2714.888%,-4060.575%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-16.061%,-52.861%,-23635.721%,-2269.673%,-2934.572%,-4489.431%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,071,623","-1,463,010",-,-,"-962,333",-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-99.239%,-186.263%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"8,805","8,968",-,-,"3,244",-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,080,428","-1,471,978","-4,020,655","-959,481","-965,577","-1,017,783",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-100.054%,-187.405%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
