Fiscal Year,TTM,FY 2021,FY 2020,FY 2016,FY 2015,FY 2014,2013 - 2009,Currency,Fiscal_Year_period
Period Ending,"Sep '22 Sep 30, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '16 Dec 31, 2016","Dec '15 Dec 31, 2015","Dec '14 Dec 31, 2014",2013 - 2009,,
Revenue,"1,112,699","953,681","480,713","313,229","4,272","2,739",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),131.468%,98.389%,53.470%,7232.140%,55.969%,1122.768%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"1,000,075","956,094","831,841","294,062","3,875","23,465",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"112,624","-2,413","-351,128","19,167",397,"-20,726",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","458,597","323,706","273,227","103,939","123,747","520,490",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,48,"4,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"468,597","333,706","273,227","105,814","156,570","524,490",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-355,973","-336,119","-624,355","-86,647","-156,173","-545,216",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-2,785","-17,760","-323,796","-120,028","-109,631",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"163,765",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-355,973","-338,904","-478,350","-410,443","-276,201","-654,847",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,672,-,"10,137","-14,562",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-355,973","-338,904","-477,678","-410,443","-266,064","-669,409",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-355,973","-338,904","-477,678","-410,443","-266,064","-669,409",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-357,029","-338,904","-477,678","-410,443","-266,064","-669,409",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,851,298","12,877,355","11,467,101","2,793,759","1,956,371","675,155",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"13,851,298","12,877,355","11,467,101","2,793,759","1,956,371","675,155",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),20.792%,12.298%,310.454%,42.803%,189.766%,127.153%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.026,-0.026,-0.042,-0.147,-0.136,-0.991,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.026,-0.026,-0.042,-0.147,-0.136,-0.991,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-350,436","-72,739","-68,937","-39,263","-115,776","-135,352",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.025,-0.006,-0.006,-0.014,-0.059,-0.200,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,10.122%,-0.253%,-73.043%,6.119%,9.293%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-31.992%,-35.244%,-129.881%,-27.663%,-3655.735%,-19905.659%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-32.087%,-35.536%,-99.369%,-131.036%,-6228.090%,-24439.905%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-31.494%,-7.627%,-14.341%,-12.535%,-2710.112%,-4941.658%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"-336,059","-624,295","-86,587",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-35.238%,-129.869%,-27.643%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,60,60,60,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-355,973","-336,119","-624,355","-86,647","-156,173","-545,216",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-31.992%,-35.244%,-129.881%,-27.663%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"397,619","127,952",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
