Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020",2019 - 2015,,
Revenue,"51,019,000","50,317,000","50,672,000","56,246,000","63,559,000","52,769,000",Upgrade,Financials in USD,Fiscal year is July - June
Revenue Growth (YoY),-0.472%,-0.701%,-9.910%,-11.506%,20.448%,5.587%,Upgrade,Financials in USD,Fiscal year is July - June
Cost of Revenue,"46,596,000","46,433,000","46,611,000","49,694,000","54,079,000","46,042,000",Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,"4,423,000","3,884,000","4,061,000","6,552,000","9,480,000","6,727,000",Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","3,628,000","3,633,000","3,941,000","3,807,000","3,696,000","3,468,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"3,628,000","3,633,000","3,941,000","3,807,000","3,696,000","3,468,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"795,000","251,000","120,000","2,745,000","5,784,000","3,259,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,-,-,"-14,000","-128,000","-256,000","-397,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest & Investment Income,"24,000","18,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),"-1,000","-1,000","-6,000","13,000","57,000","51,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"818,000","268,000","100,000","2,630,000","5,585,000","2,913,000",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Investments,-,-,-,"-55,000","3,000","175,000",Upgrade,Financials in USD,Fiscal year is July - June
Gain (Loss) on Sale of Assets,-,-,-,"22,000",-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,-,-,"1,659,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"818,000","268,000","100,000","2,597,000","7,247,000","3,088,000",Upgrade,Financials in USD,Fiscal year is July - June
Income Tax Expense,"388,000","156,000","134,000","-1,241,000","-766,000","-1,020,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"430,000","112,000","-34,000","3,838,000","8,013,000","4,108,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"430,000","112,000","-34,000","3,838,000","8,013,000","4,108,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income Growth,-,-,-,-52.103%,95.058%,143.365%,Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"30,099,427","30,066,003","29,949,610","29,843,386","29,699,065","29,572,255",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"31,044,697","30,873,681","29,949,610","32,321,326","32,113,681","31,157,250",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),3.642%,3.085%,-7.338%,0.647%,3.070%,5.309%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),0.014,0.004,-0.001,0.129,0.270,0.139,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),0.014,0.004,-0.001,0.120,0.250,0.130,Upgrade,Financials in USD,Fiscal year is July - June
EPS Growth,-,-,-,-52.000%,92.307%,122.809%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-284,000","390,000","1,116,000","3,605,000","2,755,000","1,125,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.009,0.013,0.037,0.112,0.086,0.036,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,8.669%,7.719%,8.014%,11.649%,14.915%,12.748%,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,1.558%,0.499%,0.237%,4.880%,9.100%,6.176%,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,0.843%,0.223%,-0.067%,6.824%,12.607%,7.785%,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-0.557%,0.775%,2.202%,6.409%,4.335%,2.132%,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"1,125,000","570,000","471,000","3,081,000","6,121,000","3,571,000",Upgrade,Financials in USD,Fiscal year is July - June
EBITDA Margin,2.205%,1.133%,0.929%,5.478%,9.630%,6.767%,Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"330,000","319,000","351,000","336,000","337,000","312,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"795,000","251,000","120,000","2,745,000","5,784,000","3,259,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT Margin,1.558%,0.499%,0.237%,4.880%,9.100%,6.176%,Upgrade,Financials in USD,Fiscal year is July - June
Effective Tax Rate,47.433%,58.209%,134.000%,-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
