Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2017,FY 2016,2015 - 2011,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '17 Dec 31, 2017","Dec '16 Dec 31, 2016",2015 - 2011,,
Revenue,"210,494,095","16,685,405","6,875,202","4,340,839","313,446","607,223",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),3445.256%,142.690%,58.384%,1284.876%,-48.380%,300.712%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"10,839,487","1,260,558","881,754","1,474,771","149,671","394,078",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"199,654,608","15,424,847","5,993,448","2,866,068","163,775","213,145",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","176,168,830","21,912,306","10,206,803","4,068,224","4,766,735","3,946,158",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"812,248","341,996","224,775","119,647",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"177,200,262","22,483,316","10,674,996","4,471,773","4,766,735","3,946,158",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"22,454,346","-7,058,469","-4,681,548","-1,605,705","-4,602,960","-3,733,013",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-758,555","-700,326","-468,153","-525,883","-33,767","-50,212",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-10,412","-3,689","1,102","30,446","-24,445","13,642",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"21,685,379","-7,762,484","-5,148,599","-2,101,142","-4,661,172","-3,769,583",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"33,925","1,317","-39,649",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-154,011","-153,515",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,"-720,500",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"-2,083,197","655,436",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"21,685,379","-8,482,984","-7,231,796","-1,411,781","-4,813,866","-3,962,747",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"15,854,107","-8,482,984","-7,231,796","-1,411,781","-4,813,866","-3,962,747",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,"38,847","-33,602","20,735","4,783",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"15,854,107","-8,482,984","-7,192,949","-1,445,383","-4,793,131","-3,957,964",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"15,854,107","-8,482,984","-7,192,949","-1,445,383","-4,793,131","-3,957,964",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"16,106,776","13,707,077","11,404,995","11,685,291","5,072,434","3,525,881",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,450,855","13,707,077","11,404,995","11,685,291","5,072,434","3,525,881",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),47.457%,20.185%,-2.399%,130.369%,43.863%,202.996%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.984,-0.619,-0.631,-0.124,-0.945,-1.123,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.819,-0.619,-0.631,-0.124,-0.945,-1.123,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"14,599,175","-3,604,290","59,998","-152,287","-1,794,190","-2,410,922",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.751,-0.263,0.005,-0.013,-0.354,-0.684,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,94.850%,92.445%,87.175%,66.026%,52.250%,35.102%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,10.667%,-42.303%,-68.093%,-36.991%,-1468.502%,-614.768%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,7.532%,-50.841%,-104.622%,-33.297%,-1529.173%,-651.814%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,6.936%,-21.601%,0.873%,-3.508%,-572.408%,-397.041%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"22,674,177","-6,829,445","-4,459,082","-1,321,914","-4,441,914","-3,585,093",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,10.772%,-40.931%,-64.857%,-30.453%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"219,831","229,024","222,466","283,791","161,046","147,920",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"22,454,346","-7,058,469","-4,681,548","-1,605,705","-4,602,960","-3,733,013",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,10.667%,-42.303%,-68.093%,-36.991%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"198,168","93,288","71,006",-,-,Upgrade,Financials in USD,Fiscal year is January - December
