Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Operating Revenue,"496,000","1,331,000","9,269,000","46,717,000","3,462,000","4,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"14,114,000","15,013,000","10,676,000","1,497,000","575,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"14,610,000","16,344,000","19,945,000","48,214,000","4,037,000","4,365,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),25.086%,-18.055%,-58.632%,1094.303%,-7.514%,267.734%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"119,553,000","127,182,000","111,403,000","97,490,000","88,643,000","82,896,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-104,943,000","-110,838,000","-91,458,000","-49,276,000","-84,606,000","-78,531,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","31,522,000","28,783,000","28,970,000","25,933,000","21,411,000","19,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"31,522,000","28,783,000","28,970,000","25,933,000","21,411,000","19,409,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-136,465,000","-139,621,000","-120,428,000","-75,209,000","-106,017,000","-97,940,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,808,000","-4,036,000","-1,235,000","-37,000","-12,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,445,000","5,199,000","1,976,000","164,000","715,000","2,158,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,795,000","-32,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-133,033,000","-138,490,000","-119,687,000","-75,082,000","-105,314,000","-95,782,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"1,349,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-133,033,000","-138,490,000","-119,687,000","-75,082,000","-105,314,000","-94,433,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-133,033,000","-138,490,000","-119,687,000","-75,082,000","-105,314,000","-94,433,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-133,033,000","-138,490,000","-119,687,000","-75,082,000","-105,314,000","-94,433,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"123,611,387","115,527,546","90,918,333","78,885,186","37,792,365","33,554,823",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"123,611,387","115,527,546","90,918,333","78,885,186","37,792,365","33,554,823",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),17.641%,27.067%,15.254%,108.733%,12.629%,276.205%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.076,-1.199,-1.316,-0.952,-2.787,-2.814,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.077,-1.200,-1.320,-0.952,-2.790,-2.814,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-112,432,000","-126,220,000","-121,818,000","-56,141,000","-92,617,000","-101,184,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.910,-1.093,-1.340,-0.712,-2.451,-3.015,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-102.203%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-934.052%,-854.265%,-603.800%,-155.990%,-2626.133%,-2243.757%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-910.561%,-847.345%,-600.085%,-155.727%,-2608.719%,-2163.414%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-769.555%,-772.271%,-610.770%,-116.441%,-2294.204%,-2318.076%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-129,234,000","-132,030,000","-113,868,000","-68,862,000","-99,373,000","-93,195,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-142.826%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,231,000","7,591,000","6,560,000","6,347,000","6,644,000","4,745,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-136,465,000","-139,621,000","-120,428,000","-75,209,000","-106,017,000","-97,940,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-155.990%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"14,610,000","16,344,000","19,945,000","48,214,000","4,037,000","4,365,000",Upgrade,Financials in USD,Fiscal year is January - December
