Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters,,
"Selling, General & Admin","288,466","254,250","268,003","233,109","248,886","207,517","254,661","420,862","292,117","181,616","146,919","114,567","185,284","138,726","243,836","130,873","21,790","363,637","1,007,384","388,898",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,575","11,077","11,559","105,837","175,209","180,924","14,236",-,-,-,-,-,"3,974","148,693","98,693",-,"-3,944","31,509","336,110",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"300,041","265,327","293,339","352,323","437,472","401,818","268,897","420,862","292,117","181,616","146,919","114,567","189,258","287,419","342,689","131,033","18,006","395,305","1,344,573","389,202",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-300,041","-265,327","-293,339","-352,323","-437,472","-401,818","-268,897","-420,862","-292,117","-181,616","-146,919","-114,567","-189,258","-287,419","-342,689","-131,033","-18,006","-395,305","-1,344,573","-389,202",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-76,598","-71,749","-90,752","-36,437","-66,762","-14,299","-13,301","-11,034","-3,885","-92,184","-46,188","-32,197","-32,131","-100,404","-339,219","-100,681","-126,964","-86,185","-496,773","-125,046",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-51,321",-,"3,746",-,-,-,-,-,"3,165,151",-,-,-,-,"1,178,230","-397,474","993,849","-658,576","-311,383","537,984","-427,237",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-427,960","-337,076","-380,345","-388,760","-504,234","-416,117","-282,198","-431,896","2,869,149","-273,800","-193,107","-146,764","-221,389","790,407","-1,079,382","762,135","-803,546","-792,873","-1,303,362","-941,485",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,"-362,250","-2,282,750","-11,500","2,656,500",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-708,192",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,"35,000",-,-,-,"3,273","-2,061,559","-714,046",-,-4,"603,204","108,693",-,"170,000","3,332,280",-,-,"382,308",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-427,960","-337,076","-1,053,537","-388,760","-504,234","-416,117","-278,925","-2,493,455","1,792,853","-2,556,550","-204,611","3,112,940","-112,696","790,407","-909,382","4,094,415","-803,546","-792,873","-921,054","-941,485",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-427,960","-337,076","-1,053,537","-388,760","-504,234","-416,117","-278,925","-2,493,455","1,792,853","-2,556,550","-204,611","3,112,940","-112,696","790,407","-909,382","4,094,415","-803,546","-792,873","-921,054","-941,485",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-427,960","-337,076","-1,053,537","-388,760","-504,234","-416,117","-278,925","-2,493,455","1,792,853","-2,556,550","-204,611","3,112,940","-112,696","790,407","-909,382","4,094,415","-803,546","-792,873","-921,054","-941,485",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-427,960","-337,076","-1,053,537","-388,760","-504,234","-416,117","-278,925","-2,493,455","1,792,853","-2,556,550","-204,611","3,112,940","-112,696","790,407","-909,382","4,094,415","-803,546","-792,873","-921,054","-941,485",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,-,-,-,-,-,-,-,-,-23.971%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"83,698,396","83,711,316","83,654,586","83,239,115","83,285,054","83,243,079","83,231,893","60,089,305","696,752","483,714","483,723","483,714","481,906","478,305","476,504","457,578","457,578","457,578","457,578","455,578",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"83,698,396","85,782,403","83,654,586","83,239,115","83,285,054","83,243,079","83,231,893","60,089,305","7,804,548","483,714","483,723","12,990,932","481,906","16,594,895","476,504","17,121,817","457,578","457,578","457,578","455,578",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.496%,3.050%,0.508%,38.526%,967.135%,17109.152%,17106.520%,362.548%,1519.517%,-97.085%,1.515%,-24.126%,5.317%,3526.681%,4.136%,3658.262%,0.439%,2.223%,-13.347%,11.866%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.005,-0.004,-0.013,-0.005,-0.006,-0.005,-0.003,-0.041,2.573,-5.285,-0.423,6.435,-0.234,1.653,-1.908,8.948,-1.756,-1.733,-2.013,-2.067,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.010,-0.004,-0.013,-0.005,-0.010,-0.005,-0.004,-0.041,0.230,-5.290,-0.423,0.240,-0.234,0.050,-2.139,0.242,-1.760,-1.733,-2.013,-2.067,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-,-,-,-,-,-,-,-,-0.640%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"18,381","-53,839","160,434","11,059","-314,021","-265,498","415,044","-436,097","-503,771","-56,997","-11,101","-93,861","-128,442","1,687","-29,967","-67,330","-95,886","1,228","-1,531","-14,941",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,0.000,-0.001,0.002,0.000,-0.004,-0.003,0.005,-0.007,-0.065,-0.118,-0.023,-0.007,-0.267,0.000,-0.063,-0.004,-0.210,0.003,-0.003,-0.033,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-286,464","-251,750","-279,562","-338,546","-424,095","-388,441",-,-,-,-,"-146,759","-114,407","-189,098","-287,259","-342,528","-130,874","-17,846","-395,146","-1,343,495","-388,897",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"13,577","13,577","13,777","13,777","13,377","13,377",-,-,-,-,160,160,160,160,161,159,160,159,"1,078",305,Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-300,041","-265,327","-293,339","-352,323","-437,472","-401,818","-268,897","-420,862","-292,117","-181,616","-146,919","-114,567","-189,258","-287,419","-342,689","-131,033","-18,006","-395,305","-1,344,573","-389,202",Upgrade,Financials in USD,Fiscal year is January - December
