Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Jun '21 Jun 30, 2021","Jun '20 Jun 30, 2020","Jun '19 Jun 30, 2019",2018 - 2014,,
Revenue,-,-,"18,000",-,"423,000",-,Upgrade,Financials in USD,Fiscal year is July - June
Gross Profit,-,-,"18,000",-,"423,000",-,Upgrade,Financials in USD,Fiscal year is July - June
"Selling, General & Admin","1,485,000","1,477,000","1,962,000","1,999,000","2,266,000","1,954,000",Upgrade,Financials in USD,Fiscal year is July - June
Research & Development,"874,000","1,462,000","4,814,000","7,016,000","2,792,000","4,343,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Expenses,"2,359,000","2,939,000","6,776,000","9,015,000","5,058,000","6,297,000",Upgrade,Financials in USD,Fiscal year is July - June
Operating Income,"-2,359,000","-2,939,000","-6,758,000","-9,015,000","-4,635,000","-6,297,000",Upgrade,Financials in USD,Fiscal year is July - June
Interest Expense,"-56,000","-57,000","-115,000","-4,857,000","-260,000","-2,197,000",Upgrade,Financials in USD,Fiscal year is July - June
Earnings From Equity Investments,"-205,000","-172,000","-22,000",-,-,-,Upgrade,Financials in USD,Fiscal year is July - June
Other Non Operating Income (Expenses),-,-,"-177,000",-,"102,000","357,000",Upgrade,Financials in USD,Fiscal year is July - June
EBT Excluding Unusual Items,"-2,620,000","-3,168,000","-7,072,000","-13,872,000","-4,793,000","-8,137,000",Upgrade,Financials in USD,Fiscal year is July - June
Asset Writedown,-,-,"-141,000",-,"-643,000","-154,000",Upgrade,Financials in USD,Fiscal year is July - June
Other Unusual Items,-,-,"172,000",-,"-1,212,000","-390,000",Upgrade,Financials in USD,Fiscal year is July - June
Pretax Income,"-2,620,000","-3,168,000","-7,041,000","-13,872,000","-6,648,000","-8,681,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income,"-2,620,000","-3,168,000","-7,041,000","-13,872,000","-6,648,000","-8,681,000",Upgrade,Financials in USD,Fiscal year is July - June
Net Income to Common,"-2,620,000","-3,168,000","-7,041,000","-13,872,000","-6,648,000","-8,681,000",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Basic),"509,363,407","505,767,599","503,867,136","386,163,208","238,436,372","178,227,405",Upgrade,Financials in USD,Fiscal year is July - June
Shares Outstanding (Diluted),"509,363,407","505,767,599","503,867,136","386,163,208","238,436,372","178,227,405",Upgrade,Financials in USD,Fiscal year is July - June
Shares Change (YoY),-1.415%,0.377%,30.480%,61.957%,33.782%,23.332%,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Basic),-0.005,-0.006,-0.014,-0.036,-0.028,-0.049,Upgrade,Financials in USD,Fiscal year is July - June
EPS (Diluted),-0.005,-0.006,-0.014,-0.036,-0.028,-0.050,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow,"-1,992,000","-2,106,000","-6,280,000","-9,495,000","-4,156,000","-6,332,000",Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Per Share,-0.004,-0.004,-0.012,-0.025,-0.017,-0.036,Upgrade,Financials in USD,Fiscal year is July - June
Gross Margin,-,-,100.000%,-,100.000%,-,Upgrade,Financials in USD,Fiscal year is July - June
Operating Margin,-,-,-37544.444%,-,-1095.745%,-,Upgrade,Financials in USD,Fiscal year is July - June
Profit Margin,-,-,-39116.667%,-,-1571.631%,-,Upgrade,Financials in USD,Fiscal year is July - June
Free Cash Flow Margin,-,-,-34888.889%,-,-982.506%,-,Upgrade,Financials in USD,Fiscal year is July - June
EBITDA,"-1,985,000","-2,566,000","-6,376,000","-8,637,000","-4,262,000","-5,926,000",Upgrade,Financials in USD,Fiscal year is July - June
D&A For EBITDA,"374,000","373,000","382,000","378,000","373,000","371,000",Upgrade,Financials in USD,Fiscal year is July - June
EBIT,"-2,359,000","-2,939,000","-6,758,000","-9,015,000","-4,635,000","-6,297,000",Upgrade,Financials in USD,Fiscal year is July - June
