Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"8,519,047","8,568,918","6,015,869","3,790,112","1,927,720","219,934","46,004","2,533",-,-,181,"3,997","2,455","7,490","18,342","23,929","26,551","72,080","61,409","97,447",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),341.923%,3796.132%,12976.839%,149529.372%,-,-,25316.575%,-36.627%,-,-,-99.013%,-83.296%,-90.754%,-89.609%,-70.131%,-75.444%,-80.987%,-68.335%,-69.243%,-51.940%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"2,252,366","2,158,484","1,894,334","1,413,414","746,226","71,165","25,652",825,-,-,"15,095","2,467","1,332","3,745","23,714","16,013","13,116","48,125","40,838","67,376",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"6,266,681","6,410,434","4,121,535","2,376,698","1,181,494","148,769","20,352","1,708",-,-,"-14,914","1,530","1,123","3,745","-5,372","7,916","13,435","23,955","20,571","30,071",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","5,132,478","5,026,339","3,759,905","1,916,179","700,653","160,162","657,906","41,686","62,213","179,447","62,088","97,537","39,813","13,808","92,407","89,366","163,928","118,374","133,805","190,289",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,000","18,000","18,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"5,165,669","5,056,571","3,433,538","2,145,667","701,750","171,747","670,897","41,686","66,713","179,447","62,088","102,481","39,813","13,808","92,407","89,366","163,928","127,374","151,805","208,289",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"1,101,012","1,353,863","687,997","231,031","479,744","-22,978","-650,545","-39,978","-66,713","-179,447","-77,002","-100,951","-38,690","-10,063","-97,779","-81,450","-150,493","-103,419","-131,234","-178,218",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-2,843","-1,964","-5,860","-13,838","-34,911","-12,618","-10,835","-19,298","-7,182","-10,118","-40,400","-14,097","-21,047","-3,412","-13,638","-42,729","-12,495","-12,604","-130,379","-10,364",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-271,452","-275,645","-437,310","8,250",-252,-,"-105,351","166,037","10,417","547,608","77,742",-,"3,408,636","-7,456","-12,979","13,386",-,-,-,"26,351",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"826,717","1,076,254","244,827","225,443","444,581","-35,596","-766,731","106,761","-63,478","358,043","-39,660","-115,048","3,348,899","-20,931","-124,396","-110,793","-162,988","-116,023","-261,613","-162,231",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,"1,712",-,-,"-1,712",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Legal Settlements,-,-,-,-,-,-,"531,222","-8,297","-10,200","-512,725","7,267",-,"-7,500",233,"-92,498",-,"-5,000","-3,771,475",-757,"-18,665",Upgrade,Financials in USD,Fiscal year is April - March
