Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"71,171,275","56,625,128","34,155,114","32,262,117","25,380,749","17,994,639",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),73.446%,65.788%,5.868%,27.113%,41.046%,137.757%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"39,339,600","30,268,025","17,561,093","17,466,763","13,513,611","10,015,855",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"31,831,675","26,357,103","16,594,021","14,795,354","11,867,138","7,978,784",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","8,193,100","7,145,114","5,122,272","4,464,003","3,323,045","3,349,837",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"7,251,078","6,883,351","6,200,163","4,051,349","5,112,542","5,532,462",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"17,221,436","15,568,334","12,625,212","9,724,644","9,762,615","10,264,192",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"14,610,239","10,788,769","3,968,809","5,070,710","2,104,523","-2,285,408",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,"-844,689","-588,622","-1,112,707","-191,816","-259,598","-355,874",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"21,374","20,918","7,453",126,514,"11,979",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"-22,320,876","-11,519,765","415,126","1,425,409","1,237,132","-1,111,548",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-8,533,952","-1,298,700","3,278,681","6,304,429","3,082,571","-3,740,851",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"1,000,000",-,"48,463","1,502,500",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,"-292,807",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,"1,761,792","1,761,792",-,"857,379","1,957,387",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-6,772,160","463,092","3,985,874","7,161,808","5,088,421","-2,238,351",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"-383,925","-19,645,539","424,028","-1,736,437",-,"2,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-6,388,235","20,108,631","3,561,846","8,898,245","5,088,421","-2,240,351",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-6,388,235","20,108,631","3,561,846","8,898,245","5,088,421","-2,240,351",Upgrade,Financials in USD,Fiscal year is April - March
Net Income Growth,-,464.556%,-59.971%,74.872%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"1,042,622,377","1,015,443,363","1,012,911,346","1,010,607,713","942,997,875","832,326,965",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"1,042,622,377","1,023,225,623","1,012,911,346","1,010,607,713","942,997,875","993,260,953",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),2.671%,1.018%,0.228%,7.170%,-5.060%,21.676%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.006,0.020,0.004,0.009,0.005,-0.003,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.010,0.020,0.003,0.007,0.004,-0.003,Upgrade,Financials in USD,Fiscal year is April - March
EPS Growth,-,537.540%,-57.993%,81.048%,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"2,584,877","-4,091,211","-2,397,914","6,009,748","2,863,880","-1,828,774",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,0.002,-0.004,-0.002,0.006,0.003,-0.002,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,44.725%,46.547%,48.584%,45.860%,46.756%,44.340%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,20.528%,19.053%,11.620%,15.717%,8.292%,-12.700%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-8.976%,35.512%,10.428%,27.581%,20.048%,-12.450%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,3.632%,-7.225%,-7.021%,18.628%,11.284%,-10.163%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"16,121,270","12,109,287","5,232,253","6,265,651","3,404,191","-979,787",Upgrade,Financials in USD,Fiscal year is April - March
EBITDA Margin,22.651%,21.385%,15.319%,19.421%,13.412%,-5.445%,Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"1,511,031","1,320,518","1,263,444","1,194,941","1,299,668","1,305,621",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"14,610,239","10,788,769","3,968,809","5,070,710","2,104,523","-2,285,408",Upgrade,Financials in USD,Fiscal year is April - March
EBIT Margin,20.528%,19.053%,11.620%,15.717%,8.292%,-12.700%,Upgrade,Financials in USD,Fiscal year is April - March
Effective Tax Rate,-,-,10.638%,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"71,171,275","56,625,128","34,155,114","32,262,117","25,380,749","17,994,639",Upgrade,Financials in USD,Fiscal year is April - March
